step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,1.0074113351988207e-09,1.0069918906316204e-09,1.0063881485206614e-09,1.0076979228408213e-09,1.006667705418946e-09,1.0057372298770544e-09
31,9.850252254264668e-10,9.844130553684802e-10,9.83885755939012e-10,9.853004996285945e-10,9.840481357041805e-10,9.83605185040105e-10
32,9.627966747853133e-10,9.623865107332751e-10,9.614526436032823e-10,9.630587608306155e-10,9.613162891468916e-10,9.61359671348486e-10
33,9.407121678271433e-10,9.394218450669018e-10,9.386430642121292e-10,9.409537909104565e-10,9.387701408879057e-10,9.388690601872373e-10
34,9.187443954173315e-10,9.175461171980004e-10,9.170505547700536e-10,9.189515067554259e-10,9.166452396475726e-10,9.165881396039786e-10
35,8.968496313823332e-10,8.951286238976906e-10,8.945837361505214e-10,8.970074853104179e-10,8.944382776776759e-10,8.941673964457947e-10
36,8.749559879413778e-10,8.731249634775602e-10,8.7195040643369e-10,8.750565658838595e-10,8.71860036364056e-10,8.715386278297171e-10
37,8.529489247960034e-10,8.504000113523539e-10,8.488878540086889e-10,8.529904724830996e-10,8.492378148558198e-10,8.479158866155669e-10
38,8.306580001182403e-10,8.277842347012084e-10,8.242613370102917e-10,8.306366191853951e-10,8.252823688984786e-10,8.234051088492138e-10
39,8.078372672274975e-10,8.030255018743947e-10,7.980940528630869e-10,8.077417529374333e-10,8.002427127265144e-10,7.965557343064314e-10
40,7.841314177254174e-10,7.764285963591605e-10,7.690725812231469e-10,7.83949636897321e-10,7.736130543551861e-10,7.675658461435699e-10
41,7.59032938418109e-10,7.468778754095388e-10,7.365077697101921e-10,7.587585444369885e-10,7.435920545420714e-10,7.345785517211508e-10
42,7.318375326925104e-10,7.13022026145774e-10,6.971440812717054e-10,7.314736432605856e-10,7.094030163139769e-10,6.9456480819112e-10
43,7.016131108673234e-10,6.726301164540337e-10,6.492015279083008e-10,7.011718174437365e-10,6.69167686992509e-10,6.461247226041649e-10
44,6.671997312818452e-10,6.231894542726246e-10,5.884383113626576e-10,6.666959049635221e-10,6.197875716917246e-10,5.844492402447271e-10
45,6.272615127947952e-10,5.62182337089255e-10,5.043741868103474e-10,6.267216785608187e-10,5.597063527063023e-10,5.05733640167555e-10
46,5.804519703727637e-10,4.859516847440469e-10,3.9493115083676547e-10,5.799253751741357e-10,4.837919353151663e-10,3.9125031820150875e-10
47,5.258164019110196e-10,3.903675082999595e-10,2.55236148339466e-10,5.253565046732005e-10,3.8910344641448864e-10,2.476250330831369e-10
48,4.636877704742706e-10,2.776972865564704e-10,1.4073072145844718e-10,4.6333213594463275e-10,2.7665547386653696e-10,1.414199835281031e-10
49,3.972737689405989e-10,2.0319713000529397e-10,1.2693478107139236e-10,3.9703167830834416e-10,2.0239199220422704e-10,1.2653240320445684e-10
50,3.346956950466037e-10,1.9620202275634818e-10,1.5753789902843644e-10,3.3454889678610017e-10,1.9621054922530437e-10,1.5856585157070894e-10
51,2.8912882048165205e-10,2.1786688566988945e-10,2.0592225340755334e-10,2.8900178980651723e-10,2.176585476799089e-10,2.0466084560331856e-10
52,2.706492314987654e-10,2.405511805161276e-10,2.41650855648913e-10,2.704942353304379e-10,2.40163097225005e-10,2.3997402929682385e-10
53,2.730478197203664e-10,2.418964814923374e-10,2.3441351238967536e-10,2.7298410539951165e-10,2.4101879136038997e-10,2.323650113465289e-10
54,2.7897555752779075e-10,2.0974369211453652e-10,1.7308066047128655e-10,2.7916323642952225e-10,2.087899258935745e-10,1.714897549735645e-10
55,2.7711730895254076e-10,1.9710246827698e-10,1.5143009315736352e-10,2.774587031762287e-10,1.9658226537679578e-10,1.4887631691566278e-10
56,2.668797678741881e-10,2.0147536609245758e-10,1.643724784009155e-10,2.670968175862559e-10,2.0020334292788633e-10,1.6359511729193086e-10
57,2.5427766134640203e-10,1.9510953195642979e-10,1.7063494006640212e-10,2.541113353912784e-10,1.9419074824235024e-10,1.7157208710356012e-10
58,2.453170339355313e-10,1.8607556984420858e-10,1.683473499918924e-10,2.448007636269587e-10,1.8585633372784518e-10,1.6779724414034548e-10
59,2.4105759183102287e-10,1.8987578218429367e-10,1.5171483573839574e-10,2.402289166431243e-10,1.8841621677389433e-10,1.488924796542761e-10
60,2.387873556609843e-10,1.8738493934944006e-10,1.586785495372735e-10,2.381831635697547e-10,1.8644571122357637e-10,1.5844401202123183e-10
61,2.3681634192083223e-10,1.8316206736422983e-10,1.5910755634560481e-10,2.366756405180339e-10,1.8270520323153257e-10,1.5821459699537986e-10
62,2.347130614400954e-10,1.8267007539764896e-10,1.5245655213448903e-10,2.3494601387775593e-10,1.8184470530071754e-10,1.5509947093692347e-10
63,2.3315964639079565e-10,1.7508017848100404e-10,1.45419666117522e-10,2.3321558111283927e-10,1.7509128644784767e-10,1.4382774736394614e-10
64,2.3330266268985515e-10,1.8149752424287185e-10,1.5467638863333186e-10,2.3260568187574252e-10,1.8056343312525118e-10,1.5379668342071815e-10
65,2.3568031078893436e-10,1.8815521694820795e-10,1.6191286507449892e-10,2.352088835151645e-10,1.8753084258688362e-10,1.628705041203355e-10
66,2.382459616409785e-10,1.795671149798258e-10,1.5022526138966018e-10,2.3890284248970953e-10,1.7991595249426e-10,1.518387321743086e-10
67,2.401346036826401e-10,1.879168393800413e-10,1.5879938770405382e-10,2.409512208467918e-10,1.8727766704749594e-10,1.5740816871621374e-10
68,2.411962579858775e-10,1.8306190072842396e-10,1.5196466969672824e-10,2.410623816523634e-10,1.8147883144156634e-10,1.493291925081257e-10
69,2.4468804134486345e-10,1.913397404600232e-10,1.6719827634300576e-10,2.440665217798217e-10,1.9031814378896406e-10,1.6424833274957514e-10
70,2.5156307975506554e-10,1.9252046538021946e-10,1.57640566013634e-10,2.5111431276356947e-10,1.9232048010565204e-10,1.5771727502683726e-10
71,2.604119986282851e-10,1.9506505566211993e-10,1.6163101120514078e-10,2.6010392003765073e-10,1.9323720644991093e-10,1.6145009116272398e-10
72,2.6869470169221025e-10,2.0413543492886765e-10,1.7345832657018205e-10,2.6832502399666813e-10,2.0370751878229677e-10,1.7245456905515716e-10
73,2.7595505763720466e-10,2.0721451404781063e-10,1.709168073320867e-10,2.754558104670576e-10,2.0640098220904931e-10,1.7034202450440053e-10
