e_y_nm,sigmay_nm,nx,ny,nz,nm,seed,L,solver
40,4.4297,512,256,128,10000,1,0.894584,3d
40,4.4297,512,256,128,10000,2,0.891729,3d
40,4.4297,512,256,128,10000,3,0.910855,3d
40,4.4297,512,256,128,10000,4,0.903822,3d
40,4.4297,512,256,128,10000,5,0.908445,3d
40,4.4297,512,256,128,10000,6,0.916727,3d
40,4.4297,512,256,128,10000,7,0.916376,3d
40,4.4297,512,256,128,10000,8,0.896267,3d
40,4.4297,512,256,128,10000,9,0.921957,3d
40,4.4297,512,256,128,10000,10,0.893361,3d
40,4.4297,512,256,128,10000,11,0.912359,3d
40,4.4297,512,256,128,10000,12,0.903232,3d
40,4.4297,512,256,128,10000,13,0.915880,3d
40,4.4297,512,256,128,10000,14,0.927042,3d
40,4.4297,512,256,128,10000,15,0.908180,3d
60,5.4253,512,256,128,10000,1,0.714724,3d
60,5.4253,512,256,128,10000,2,0.711165,3d
60,5.4253,512,256,128,10000,3,0.719511,3d
60,5.4253,512,256,128,10000,4,0.716238,3d
60,5.4253,512,256,128,10000,5,0.720537,3d
60,5.4253,512,256,128,10000,6,0.721751,3d
60,5.4253,512,256,128,10000,7,0.724249,3d
60,5.4253,512,256,128,10000,8,0.715589,3d
60,5.4253,512,256,128,10000,9,0.723118,3d
60,5.4253,512,256,128,10000,10,0.704104,3d
60,5.4253,512,256,128,10000,11,0.727005,3d
60,5.4253,512,256,128,10000,12,0.717222,3d
60,5.4253,512,256,128,10000,13,0.722930,3d
60,5.4253,512,256,128,10000,14,0.734060,3d
60,5.4253,512,256,128,10000,15,0.717173,3d
80,6.2646,512,256,128,10000,1,0.608750,3d
80,6.2646,512,256,128,10000,2,0.600925,3d
80,6.2646,512,256,128,10000,3,0.607463,3d
80,6.2646,512,256,128,10000,4,0.605687,3d
80,6.2646,512,256,128,10000,5,0.606424,3d
80,6.2646,512,256,128,10000,6,0.611893,3d
80,6.2646,512,256,128,10000,7,0.613240,3d
80,6.2646,512,256,128,10000,8,0.606122,3d
80,6.2646,512,256,128,10000,9,0.608926,3d
80,6.2646,512,256,128,10000,10,0.593842,3d
80,6.2646,512,256,128,10000,11,0.613700,3d
80,6.2646,512,256,128,10000,12,0.609705,3d
80,6.2646,512,256,128,10000,13,0.609711,3d
80,6.2646,512,256,128,10000,14,0.619930,3d
80,6.2646,512,256,128,10000,15,0.602333,3d
100,7.0040,512,256,128,10000,1,0.532316,3d
100,7.0040,512,256,128,10000,2,0.526819,3d
100,7.0040,512,256,128,10000,3,0.534646,3d
100,7.0040,512,256,128,10000,4,0.530592,3d
100,7.0040,512,256,128,10000,5,0.535408,3d
100,7.0040,512,256,128,10000,6,0.531700,3d
100,7.0040,512,256,128,10000,7,0.541564,3d
100,7.0040,512,256,128,10000,8,0.533705,3d
100,7.0040,512,256,128,10000,9,0.531749,3d
100,7.0040,512,256,128,10000,10,0.521290,3d
100,7.0040,512,256,128,10000,11,0.537764,3d
100,7.0040,512,256,128,10000,12,0.536635,3d
100,7.0040,512,256,128,10000,13,0.533673,3d
100,7.0040,512,256,128,10000,14,0.542883,3d
100,7.0040,512,256,128,10000,15,0.528500,3d
8,1.9810,512,256,128,40000,1,2.314454,3d
20,3.1323,512,256,128,10000,1,1.313839,3d
20,3.1323,512,256,128,10000,2,1.278125,3d
20,3.1323,512,256,128,10000,3,1.347632,3d
20,3.1323,512,256,128,10000,4,1.315217,3d
20,3.1323,512,256,128,10000,5,1.347656,3d
20,3.1323,512,256,128,10000,6,1.355753,3d
20,3.1323,512,256,128,10000,7,1.341770,3d
20,3.1323,512,256,128,10000,8,1.310588,3d
20,3.1323,512,256,128,10000,9,1.357228,3d
20,3.1323,512,256,128,10000,10,1.337310,3d
20,3.1323,512,256,128,10000,11,1.327448,3d
20,3.1323,512,256,128,10000,12,1.335787,3d
20,3.1323,512,256,128,10000,13,1.335775,3d
20,3.1323,512,256,128,10000,14,1.378910,3d
20,3.1323,512,256,128,10000,15,1.341250,3d
16,2.8016,512,256,128,14000,1,1.536116,3d
16,2.8016,512,256,128,14000,2,1.503727,3d
16,2.8016,512,256,128,14000,3,1.530497,3d
16,2.8016,512,256,128,14000,4,1.539329,3d
16,2.8016,512,256,128,14000,5,1.520039,3d
16,2.8016,512,256,128,14000,6,1.530139,3d
16,2.8016,512,256,128,14000,7,1.527671,3d
16,2.8016,512,256,128,14000,8,1.518736,3d
16,2.8016,512,256,128,14000,9,1.518929,3d
16,2.8016,512,256,128,14000,10,1.482527,3d
16,2.8016,512,256,128,14000,11,1.492048,3d
16,2.8016,512,256,128,14000,12,1.532104,3d
16,2.8016,512,256,128,14000,13,1.530676,3d
16,2.8016,512,256,128,14000,14,1.531910,3d
16,2.8016,512,256,128,14000,15,1.555689,3d
12,2.4263,512,256,128,22000,1,1.780773,3d
12,2.4263,512,256,128,22000,2,1.751382,3d
12,2.4263,512,256,128,22000,3,1.816164,3d
12,2.4263,512,256,128,22000,4,1.822656,3d
12,2.4263,512,256,128,22000,5,1.798056,3d
12,2.4263,512,256,128,22000,6,1.781457,3d
12,2.4263,512,256,128,22000,7,1.803988,3d
12,2.4263,512,256,128,22000,8,1.836615,3d
12,2.4263,512,256,128,22000,9,1.792637,3d
12,2.4263,512,256,128,22000,10,1.731250,3d
12,2.4263,512,256,128,22000,11,1.807724,3d
12,2.4263,512,256,128,22000,12,1.778123,3d
12,2.4263,512,256,128,22000,13,1.781727,3d
12,2.4263,512,256,128,22000,14,1.791599,3d
12,2.4263,512,256,128,22000,15,1.794145,3d
8,1.9810,512,256,128,40000,2,2.262373,3d
8,1.9810,512,256,128,40000,3,2.311522,3d
8,1.9810,512,256,128,40000,4,2.272489,3d
8,1.9810,512,256,128,40000,5,2.241917,3d
8,1.9810,512,256,128,40000,6,2.233709,3d
8,1.9810,512,256,128,40000,7,2.245800,3d
8,1.9810,512,256,128,40000,8,2.305113,3d
8,1.9810,512,256,128,40000,9,2.203561,3d
8,1.9810,512,256,128,40000,10,2.103575,3d
8,1.9810,512,256,128,40000,11,2.249441,3d
8,1.9810,512,256,128,40000,12,2.152029,3d
8,1.9810,512,256,128,40000,13,2.329513,3d
8,1.9810,512,256,128,40000,14,2.275710,3d
8,1.9810,512,256,128,40000,15,2.305095,3d
4,1.4008,512,256,128,110000,1,3.398130,3d
4,1.4008,512,256,128,110000,2,3.393692,3d
4,1.4008,512,256,128,110000,3,3.348822,3d
4,1.4008,512,256,128,110000,4,3.393966,3d
4,1.4008,512,256,128,110000,5,3.304689,3d
4,1.4008,512,256,128,110000,6,3.313817,3d
4,1.4008,512,256,128,110000,7,3.410690,3d
4,1.4008,512,256,128,110000,8,3.387340,3d
4,1.4008,512,256,128,110000,9,3.263044,3d
4,1.4008,512,256,128,110000,10,3.216321,3d
4,1.4008,512,256,128,110000,11,3.391959,3d
4,1.4008,512,256,128,110000,12,3.379246,3d
4,1.4008,512,256,128,110000,13,3.349167,3d
4,1.4008,512,256,128,110000,14,3.350442,3d
4,1.4008,512,256,128,110000,15,3.460409,3d
2,0.9905,512,256,128,310000,1,5.082897,3d
2,0.9905,512,256,128,310000,2,5.067278,3d
2,0.9905,512,256,128,310000,3,5.096488,3d
2,0.9905,512,256,128,310000,4,5.153018,3d
2,0.9905,512,256,128,310000,5,4.981251,3d
2,0.9905,512,256,128,310000,6,4.957305,3d
2,0.9905,512,256,128,310000,7,5.189664,3d
2,0.9905,512,256,128,310000,8,5.179133,3d
2,0.9905,512,256,128,310000,9,4.927695,3d
2,0.9905,512,256,128,310000,10,4.992036,3d
2,0.9905,512,256,128,310000,11,5.158321,3d
2,0.9905,512,256,128,310000,12,5.108868,3d
2,0.9905,512,256,128,310000,13,5.038823,3d
2,0.9905,512,256,128,310000,14,5.145954,3d
2,0.9905,512,256,128,310000,15,5.025130,3d
1,0.7004,512,512,128,880000,1,7.924448,3d
1,0.7004,512,512,128,880000,2,7.886696,3d
1,0.7004,512,512,128,880000,3,7.846279,3d
1,0.7004,512,512,128,880000,4,7.785498,3d
1,0.7004,512,512,128,880000,5,7.883133,3d
1,0.7004,512,512,128,880000,6,7.882940,3d
1,0.7004,512,512,128,880000,7,7.894085,3d
1,0.7004,512,512,128,880000,8,7.853596,3d
1,0.7004,512,512,128,880000,9,7.843310,3d
1,0.7004,512,512,128,880000,10,7.866703,3d
1,0.7004,512,512,128,880000,11,7.849589,3d
1,0.7004,512,512,128,880000,12,7.900619,3d
1,0.7004,512,512,128,880000,13,7.859571,3d
1,0.7004,512,512,128,880000,14,7.804175,3d
1,0.7004,512,512,128,880000,15,7.803168,3d
0.5,0.4953,512,512,128,2500000,1,11.746589,3d
0.5,0.4953,512,512,128,2500000,2,11.761332,3d
0.5,0.4953,512,512,128,2500000,3,11.745002,3d
0.5,0.4953,512,512,128,2500000,4,11.743928,3d
0.5,0.4953,512,512,128,2500000,5,11.722907,3d
0.5,0.4953,512,512,128,2500000,6,11.752591,3d
0.5,0.4953,512,512,128,2500000,7,11.756059,3d
0.5,0.4953,512,512,128,2500000,8,11.736795,3d
0.5,0.4953,512,512,128,2500000,9,11.751032,3d
0.5,0.4953,512,512,128,2500000,10,11.721311,3d
0.5,0.4953,512,512,128,2500000,11,11.776730,3d
0.5,0.4953,512,512,128,2500000,12,11.763655,3d
0.5,0.4953,512,512,128,2500000,13,11.745853,3d
0.5,0.4953,512,512,128,2500000,14,11.735253,3d
0.5,0.4953,512,512,128,2500000,15,11.714994,3d
20,3.1323,512,256,128,10000,1,1.314226,3d
16,2.8016,512,256,128,14000,1,1.536406,3d
12,2.4263,512,256,128,22000,1,1.781508,3d
8,1.9810,512,256,128,40000,1,2.313882,3d
4,1.4008,512,256,128,110000,1,3.398945,3d
2,0.9905,512,256,128,310000,1,5.081626,3d
1,0.7004,512,512,128,880000,1,7.924569,3d
0.5,0.4953,512,512,128,2500000,1,11.746860,3d
20,3.1323,512,1024,128,10000,1,1.336089,3d
20,3.1323,512,1024,128,10000,2,1.275127,3d
20,3.1323,512,1024,128,10000,3,1.367030,3d
20,3.1323,512,1024,128,10000,4,1.328838,3d
20,3.1323,512,1024,128,10000,5,1.365869,3d
20,3.1323,512,1024,128,10000,6,1.371429,3d
20,3.1323,512,1024,128,10000,7,1.367030,3d
20,3.1323,512,1024,128,10000,8,1.325019,3d
20,3.1323,512,1024,128,10000,9,1.367223,3d
20,3.1323,512,1024,128,10000,10,1.350641,3d
16,2.8016,512,1024,128,14000,1,1.542121,3d
16,2.8016,512,1024,128,14000,2,1.517605,3d
16,2.8016,512,1024,128,14000,3,1.540963,3d
16,2.8016,512,1024,128,14000,4,1.566030,3d
16,2.8016,512,1024,128,14000,5,1.524086,3d
16,2.8016,512,1024,128,14000,6,1.538398,3d
16,2.8016,512,1024,128,14000,7,1.539666,3d
16,2.8016,512,1024,128,14000,8,1.535006,3d
16,2.8016,512,1024,128,14000,9,1.520059,3d
16,2.8016,512,1024,128,14000,10,1.495488,3d
12,2.4263,512,1024,128,22000,1,1.789848,3d
12,2.4263,512,1024,128,22000,2,1.766340,3d
12,2.4263,512,1024,128,22000,3,1.830339,3d
12,2.4263,512,1024,128,22000,4,1.828907,3d
12,2.4263,512,1024,128,22000,5,1.811770,3d
12,2.4263,512,1024,128,22000,6,1.784484,3d
12,2.4263,512,1024,128,22000,7,1.819765,3d
12,2.4263,512,1024,128,22000,8,1.842718,3d
12,2.4263,512,1024,128,22000,9,1.805438,3d
12,2.4263,512,1024,128,22000,10,1.749319,3d
8,1.9810,512,1024,128,40000,1,2.330972,3d
8,1.9810,512,1024,128,40000,2,2.283818,3d
8,1.9810,512,1024,128,40000,3,2.331191,3d
8,1.9810,512,1024,128,40000,4,2.294534,3d
8,1.9810,512,1024,128,40000,5,2.257638,3d
8,1.9810,512,1024,128,40000,6,2.250247,3d
8,1.9810,512,1024,128,40000,7,2.258531,3d
8,1.9810,512,1024,128,40000,8,2.324312,3d
8,1.9810,512,1024,128,40000,9,2.220780,3d
8,1.9810,512,1024,128,40000,10,2.115753,3d
4,1.4008,512,1024,128,110000,1,3.442314,3d
4,1.4008,512,1024,128,110000,2,3.431569,3d
4,1.4008,512,1024,128,110000,3,3.392569,3d
4,1.4008,512,1024,128,110000,4,3.436214,3d
4,1.4008,512,1024,128,110000,5,3.338764,3d
4,1.4008,512,1024,128,110000,6,3.353576,3d
4,1.4008,512,1024,128,110000,7,3.449780,3d
4,1.4008,512,1024,128,110000,8,3.431153,3d
4,1.4008,512,1024,128,110000,9,3.304517,3d
4,1.4008,512,1024,128,110000,10,3.253786,3d
2,0.9905,512,1024,128,310000,1,5.169181,3d
2,0.9905,512,1024,128,310000,2,5.153985,3d
2,0.9905,512,1024,128,310000,3,5.187877,3d
2,0.9905,512,1024,128,310000,4,5.237719,3d
2,0.9905,512,1024,128,310000,5,5.075861,3d
2,0.9905,512,1024,128,310000,6,5.062280,3d
2,0.9905,512,1024,128,310000,7,5.267799,3d
2,0.9905,512,1024,128,310000,8,5.257238,3d
2,0.9905,512,1024,128,310000,9,5.038240,3d
2,0.9905,512,1024,128,310000,10,5.080455,3d
1,0.7004,512,1024,128,880000,1,7.951255,3d
1,0.7004,512,1024,128,880000,2,7.911949,3d
1,0.7004,512,1024,128,880000,3,7.875605,3d
1,0.7004,512,1024,128,880000,4,7.814193,3d
1,0.7004,512,1024,128,880000,5,7.908193,3d
1,0.7004,512,1024,128,880000,6,7.905536,3d
1,0.7004,512,1024,128,880000,7,7.917068,3d
1,0.7004,512,1024,128,880000,8,7.880073,3d
1,0.7004,512,1024,128,880000,9,7.874270,3d
0.5,0.4953,512,1024,128,2500000,1,11.769810,3d
0.5,0.4953,512,1024,128,2500000,2,11.784622,3d
0.5,0.4953,512,1024,128,2500000,3,11.769521,3d
0.5,0.4953,512,1024,128,2500000,4,11.767178,3d
0.5,0.4953,512,1024,128,2500000,5,11.746499,3d
0.5,0.4953,512,1024,128,2500000,6,11.775779,3d
0.5,0.4953,512,1024,128,2500000,7,11.778616,3d
0.5,0.4953,512,1024,128,2500000,8,11.761608,3d
0.5,0.4953,512,1024,128,2500000,9,11.775394,3d
0.5,0.4953,512,1024,128,2500000,10,11.746567,3d
1,0.7004,512,1024,128,880000,10,7.892699,3d
40,4.4297,512,512,256,100000,1,0.918011,3d
40,4.4297,512,512,256,100000,2,0.916612,3d
40,4.4297,512,512,256,100000,3,0.917727,3d
40,4.4297,512,512,256,100000,4,0.915367,3d
40,4.4297,512,512,256,100000,5,0.922145,3d
40,4.4297,512,512,256,100000,6,0.918406,3d
40,4.4297,512,512,256,100000,7,0.915449,3d
40,4.4297,512,512,256,100000,8,0.921566,3d
40,4.4297,512,512,256,100000,9,0.920653,3d
40,4.4297,512,512,256,100000,10,0.917319,3d
40,4.4297,512,512,256,100000,11,0.916504,3d
40,4.4297,512,512,256,100000,12,0.916619,3d
40,4.4297,512,512,256,100000,13,0.928808,3d
40,4.4297,512,512,256,100000,14,0.915288,3d
40,4.4297,512,512,256,100000,15,0.924898,3d
60,5.4253,512,512,256,100000,1,0.724028,3d
60,5.4253,512,512,256,100000,2,0.722790,3d
60,5.4253,512,512,256,100000,3,0.724037,3d
60,5.4253,512,512,256,100000,4,0.721051,3d
60,5.4253,512,512,256,100000,5,0.726042,3d
60,5.4253,512,512,256,100000,6,0.723405,3d
60,5.4253,512,512,256,100000,7,0.721056,3d
60,5.4253,512,512,256,100000,8,0.725086,3d
60,5.4253,512,512,256,100000,9,0.726689,3d
60,5.4253,512,512,256,100000,10,0.724695,3d
60,5.4253,512,512,256,100000,11,0.722446,3d
60,5.4253,512,512,256,100000,12,0.723122,3d
60,5.4253,512,512,256,100000,13,0.731400,3d
60,5.4253,512,512,256,100000,14,0.720927,3d
60,5.4253,512,512,256,100000,15,0.727165,3d
80,6.2646,512,512,256,100000,1,0.612335,3d
80,6.2646,512,512,256,100000,2,0.609018,3d
80,6.2646,512,512,256,100000,3,0.610697,3d
80,6.2646,512,512,256,100000,4,0.607911,3d
80,6.2646,512,512,256,100000,5,0.611592,3d
80,6.2646,512,512,256,100000,6,0.609393,3d
80,6.2646,512,512,256,100000,7,0.608491,3d
80,6.2646,512,512,256,100000,8,0.611165,3d
80,6.2646,512,512,256,100000,9,0.612779,3d
80,6.2646,512,512,256,100000,10,0.612050,3d
80,6.2646,512,512,256,100000,11,0.609869,3d
80,6.2646,512,512,256,100000,12,0.610077,3d
80,6.2646,512,512,256,100000,13,0.616461,3d
80,6.2646,512,512,256,100000,14,0.608196,3d
80,6.2646,512,512,256,100000,15,0.612133,3d
100,7.0040,512,512,256,100000,1,0.536284,3d
100,7.0040,512,512,256,100000,2,0.533045,3d
100,7.0040,512,512,256,100000,3,0.535173,3d
100,7.0040,512,512,256,100000,4,0.531934,3d
100,7.0040,512,512,256,100000,5,0.535506,3d
100,7.0040,512,512,256,100000,6,0.534154,3d
100,7.0040,512,512,256,100000,7,0.532608,3d
100,7.0040,512,512,256,100000,8,0.535479,3d
100,7.0040,512,512,256,100000,9,0.536639,3d
100,7.0040,512,512,256,100000,10,0.535894,3d
100,7.0040,512,512,256,100000,11,0.534067,3d
100,7.0040,512,512,256,100000,12,0.534044,3d
100,7.0040,512,512,256,100000,13,0.538907,3d
100,7.0040,512,512,256,100000,14,0.532836,3d
100,7.0040,512,512,256,100000,15,0.536275,3d
20,3.1323,512,1024,128,10000,1,1.325164,3d
20,3.1323,512,1024,128,10000,2,1.281412,3d
20,3.1323,512,1024,128,10000,3,1.365628,3d
16,2.8016,512,1024,128,14000,1,1.540742,3d
16,2.8016,512,1024,128,14000,2,1.524251,3d
16,2.8016,512,1024,128,14000,3,1.550228,3d
12,2.4263,512,1024,128,22000,1,1.791524,3d
12,2.4263,512,1024,128,22000,2,1.766095,3d
12,2.4263,512,1024,128,22000,3,1.823672,3d
8,1.9810,512,1024,128,40000,1,2.337311,3d
8,1.9810,512,1024,128,40000,2,2.280918,3d
8,1.9810,512,1024,128,40000,3,2.331908,3d
4,1.4008,512,1024,128,110000,1,3.440960,3d
4,1.4008,512,1024,128,110000,2,3.432271,3d
4,1.4008,512,1024,128,110000,3,3.391216,3d
2,0.9905,512,1024,128,310000,1,5.171204,3d
2,0.9905,512,1024,128,310000,2,5.154193,3d
2,0.9905,512,1024,128,310000,3,5.186148,3d
1,0.7004,512,1024,128,880000,1,7.950174,3d
1,0.7004,512,1024,128,880000,2,7.912993,3d
1,0.7004,512,1024,128,880000,3,7.874250,3d
0.5,0.4953,512,1024,128,2500000,1,11.770033,3d
0.5,0.4953,512,1024,128,2500000,2,11.784708,3d
0.5,0.4953,512,1024,128,2500000,3,11.769116,3d
20,3.1323,512,256,128,10000,1,1.299070,3d_cic
20,3.1323,512,256,128,10000,2,1.267719,3d_cic
20,3.1323,512,256,128,10000,3,1.337008,3d_cic
16,2.8016,512,256,128,14000,1,1.517005,3d_cic
16,2.8016,512,256,128,14000,2,1.487539,3d_cic
16,2.8016,512,256,128,14000,3,1.515875,3d_cic
12,2.4263,512,256,128,22000,1,1.748803,3d_cic
12,2.4263,512,256,128,22000,2,1.730927,3d_cic
12,2.4263,512,256,128,22000,3,1.794494,3d_cic
8,1.9810,512,256,128,40000,1,2.274256,3d_cic
8,1.9810,512,256,128,40000,2,2.229618,3d_cic
8,1.9810,512,256,128,40000,3,2.286053,3d_cic
4,1.4008,512,256,128,110000,1,3.292298,3d_cic
4,1.4008,512,256,128,110000,2,3.271315,3d_cic
4,1.4008,512,256,128,110000,3,3.217426,3d_cic
2,0.9905,512,256,128,310000,1,4.734800,3d_cic
2,0.9905,512,256,128,310000,2,4.752993,3d_cic
2,0.9905,512,256,128,310000,3,4.801296,3d_cic
1,0.7004,512,512,128,880000,1,7.654216,3d_cic
1,0.7004,512,512,128,880000,2,7.481748,3d_cic
1,0.7004,512,512,128,880000,3,7.292309,3d_cic
0.5,0.4953,512,512,128,2500000,1,11.581884,3d_cic
0.5,0.4953,512,512,128,2500000,2,11.530525,3d_cic
0.5,0.4953,512,512,128,2500000,3,11.473428,3d_cic
20,3.1323,512,256,128,10000,1,1.299106,2d_cic
20,3.1323,512,256,128,10000,2,1.267199,2d_cic
20,3.1323,512,256,128,10000,3,1.338096,2d_cic
16,2.8016,512,256,128,14000,1,1.515282,2d_cic
16,2.8016,512,256,128,14000,2,1.488160,2d_cic
16,2.8016,512,256,128,14000,3,1.518039,2d_cic
12,2.4263,512,256,128,22000,1,1.749219,2d_cic
12,2.4263,512,256,128,22000,2,1.734657,2d_cic
12,2.4263,512,256,128,22000,3,1.794829,2d_cic
8,1.9810,512,256,128,40000,1,2.273840,2d_cic
8,1.9810,512,256,128,40000,2,2.228751,2d_cic
8,1.9810,512,256,128,40000,3,2.285646,2d_cic
4,1.4008,512,256,128,110000,1,3.292207,2d_cic
4,1.4008,512,256,128,110000,2,3.271561,2d_cic
4,1.4008,512,256,128,110000,3,3.215906,2d_cic
2,0.9905,512,256,128,310000,1,4.736625,2d_cic
2,0.9905,512,256,128,310000,2,4.752803,2d_cic
2,0.9905,512,256,128,310000,3,4.803036,2d_cic
1,0.7004,512,512,128,880000,1,7.656075,2d_cic
1,0.7004,512,512,128,880000,2,7.479841,2d_cic
1,0.7004,512,512,128,880000,3,7.291557,2d_cic
0.5,0.4953,512,512,128,2500000,1,11.581046,2d_cic
0.5,0.4953,512,512,128,2500000,2,11.534363,2d_cic
0.5,0.4953,512,512,128,2500000,3,11.473767,2d_cic
0.5,0.4953,512,512,128,4334528,1,11.778326,3d
0.5,0.4953,512,512,128,4334528,2,11.757006,3d
0.5,0.4953,512,512,128,4334528,3,11.770461,3d
0.5,0.4953,512,512,128,4334528,4,11.769344,3d
0.5,0.4953,512,512,128,4334528,5,11.765003,3d
0.5,0.4953,512,512,128,4334528,6,11.771088,3d
0.5,0.4953,512,512,128,4334528,7,11.736421,3d
0.5,0.4953,512,512,128,4334528,8,11.771987,3d
0.5,0.4953,512,512,128,4334528,9,11.762918,3d
0.5,0.4953,512,512,128,4334528,10,11.743108,3d
0.5,0.4953,512,512,128,4334528,11,11.763877,3d
0.5,0.4953,512,512,128,4334528,12,11.749834,3d
0.5,0.4953,512,512,128,4334528,13,11.756549,3d
0.5,0.4953,512,512,128,4334528,14,11.775804,3d
0.5,0.4953,512,512,128,4334528,15,11.761421,3d
1,0.7004,512,512,128,1391638,1,7.913659,3d
1,0.7004,512,512,128,1391638,2,7.876670,3d
1,0.7004,512,512,128,1391638,3,7.874977,3d
1,0.7004,512,512,128,1391638,4,7.877329,3d
1,0.7004,512,512,128,1391638,5,7.919944,3d
1,0.7004,512,512,128,1391638,6,7.914536,3d
1,0.7004,512,512,128,1391638,7,7.892651,3d
1,0.7004,512,512,128,1391638,8,7.858635,3d
1,0.7004,512,512,128,1391638,9,7.888900,3d
1,0.7004,512,512,128,1391638,10,7.911872,3d
1,0.7004,512,512,128,1391638,11,7.908502,3d
1,0.7004,512,512,128,1391638,12,7.904577,3d
1,0.7004,512,512,128,1391638,13,7.862767,3d
1,0.7004,512,512,128,1391638,14,7.888390,3d
1,0.7004,512,512,128,1391638,15,7.847597,3d
2,0.9905,512,256,128,446211,1,5.185489,3d
2,0.9905,512,256,128,446211,2,5.125459,3d
2,0.9905,512,256,128,446211,3,5.151832,3d
2,0.9905,512,256,128,446211,4,5.139847,3d
2,0.9905,512,256,128,446211,5,5.164395,3d
2,0.9905,512,256,128,446211,6,5.072164,3d
2,0.9905,512,256,128,446211,7,5.115611,3d
2,0.9905,512,256,128,446211,8,5.123452,3d
2,0.9905,512,256,128,446211,9,5.103452,3d
2,0.9905,512,256,128,446211,10,5.112317,3d
2,0.9905,512,256,128,446211,11,5.127300,3d
2,0.9905,512,256,128,446211,12,5.196967,3d
2,0.9905,512,256,128,446211,13,5.036831,3d
2,0.9905,512,256,128,446211,14,5.192798,3d
2,0.9905,512,256,128,446211,15,5.090374,3d
4,1.4008,512,256,128,142808,1,3.294703,3d
4,1.4008,512,256,128,142808,2,3.367926,3d
4,1.4008,512,256,128,142808,3,3.350244,3d
4,1.4008,512,256,128,142808,4,3.408589,3d
4,1.4008,512,256,128,142808,5,3.324453,3d
4,1.4008,512,256,128,142808,6,3.298191,3d
4,1.4008,512,256,128,142808,7,3.439405,3d
4,1.4008,512,256,128,142808,8,3.347907,3d
4,1.4008,512,256,128,142808,9,3.325075,3d
4,1.4008,512,256,128,142808,10,3.313593,3d
4,1.4008,512,256,128,142808,11,3.461162,3d
4,1.4008,512,256,128,142808,12,3.357015,3d
4,1.4008,512,256,128,142808,13,3.442918,3d
4,1.4008,512,256,128,142808,14,3.401293,3d
4,1.4008,512,256,128,142808,15,3.415092,3d
8,1.9810,512,256,128,45586,1,2.331396,3d
8,1.9810,512,256,128,45586,2,2.286072,3d
8,1.9810,512,256,128,45586,3,2.293003,3d
8,1.9810,512,256,128,45586,4,2.229813,3d
8,1.9810,512,256,128,45586,5,2.277106,3d
8,1.9810,512,256,128,45586,6,2.267800,3d
8,1.9810,512,256,128,45586,7,2.286161,3d
8,1.9810,512,256,128,45586,8,2.328159,3d
8,1.9810,512,256,128,45586,9,2.181882,3d
8,1.9810,512,256,128,45586,10,2.182034,3d
8,1.9810,512,256,128,45586,11,2.247969,3d
8,1.9810,512,256,128,45586,12,2.172024,3d
8,1.9810,512,256,128,45586,13,2.357112,3d
8,1.9810,512,256,128,45586,14,2.299675,3d
8,1.9810,512,256,128,45586,15,2.293185,3d
12,2.4263,512,256,128,23337,1,1.793200,3d
12,2.4263,512,256,128,23337,2,1.768619,3d
12,2.4263,512,256,128,23337,3,1.834306,3d
12,2.4263,512,256,128,23337,4,1.836438,3d
12,2.4263,512,256,128,23337,5,1.816515,3d
12,2.4263,512,256,128,23337,6,1.789054,3d
12,2.4263,512,256,128,23337,7,1.814217,3d
12,2.4263,512,256,128,23337,8,1.831330,3d
12,2.4263,512,256,128,23337,9,1.785843,3d
12,2.4263,512,256,128,23337,10,1.737150,3d
12,2.4263,512,256,128,23337,11,1.817372,3d
12,2.4263,512,256,128,23337,12,1.759445,3d
12,2.4263,512,256,128,23337,13,1.796489,3d
12,2.4263,512,256,128,23337,14,1.801428,3d
12,2.4263,512,256,128,23337,15,1.824033,3d
16,2.8016,512,256,128,14499,1,1.526015,3d
16,2.8016,512,256,128,14499,2,1.506571,3d
16,2.8016,512,256,128,14499,3,1.523328,3d
16,2.8016,512,256,128,14499,4,1.540330,3d
16,2.8016,512,256,128,14499,5,1.531292,3d
16,2.8016,512,256,128,14499,6,1.526214,3d
16,2.8016,512,256,128,14499,7,1.515955,3d
16,2.8016,512,256,128,14499,8,1.530637,3d
16,2.8016,512,256,128,14499,9,1.534030,3d
16,2.8016,512,256,128,14499,10,1.472150,3d
16,2.8016,512,256,128,14499,11,1.502798,3d
16,2.8016,512,256,128,14499,12,1.534995,3d
16,2.8016,512,256,128,14499,13,1.539539,3d
16,2.8016,512,256,128,14499,14,1.514303,3d
16,2.8016,512,256,128,14499,15,1.540175,3d
0.5,0.4953,512,2048,128,4334528,1,11.805311,3d
0.5,0.4953,512,2048,128,4334528,2,11.785332,3d
0.5,0.4953,512,2048,128,4334528,3,11.798855,3d
0.5,0.4953,512,2048,128,4334528,4,11.797988,3d
0.5,0.4953,512,2048,128,4334528,5,11.793928,3d
0.5,0.4953,512,2048,128,4334528,6,11.799769,3d
0.5,0.4953,512,2048,128,4334528,7,11.764260,3d
0.5,0.4953,512,2048,128,4334528,8,11.799532,3d
0.5,0.4953,512,2048,128,4334528,9,11.791940,3d
0.5,0.4953,512,2048,128,4334528,10,11.773594,3d
1,0.7004,512,2048,128,1391638,1,7.943153,3d
1,0.7004,512,2048,128,1391638,2,7.907848,3d
1,0.7004,512,2048,128,1391638,3,7.906214,3d
1,0.7004,512,2048,128,1391638,4,7.909456,3d
