e_y_nm,sigmay_nm,nx,ny,nz,nm,seed,L,solver
16,2.8016,512,256,128,14000,2,1.504154,3d
16,2.8016,512,256,128,14000,3,1.533096,3d
12,2.4263,512,512,256,100000,1,1.806691,3d
12,2.4263,512,512,256,100000,2,1.822045,3d
12,2.4263,512,512,256,100000,3,1.830422,3d
12,2.4263,512,256,128,22000,1,1.780477,3d
12,2.4263,512,256,128,22000,2,1.752691,3d
12,2.4263,512,256,128,22000,3,1.817576,3d
8,1.9810,512,512,256,100000,1,2.245207,3d
8,1.9810,512,512,256,100000,2,2.230347,3d
8,1.9810,512,512,256,100000,3,2.263080,3d
8,1.9810,512,256,128,40000,1,2.315168,3d
8,1.9810,512,256,128,40000,2,2.261939,3d
8,1.9810,512,256,128,40000,3,2.311760,3d
4,1.4008,512,512,256,100000,1,3.163588,3d
4,1.4008,512,512,256,100000,2,3.012710,3d
4,1.4008,512,512,256,100000,3,3.062297,3d
4,1.4008,512,256,128,110000,1,3.396677,3d
4,1.4008,512,256,128,110000,2,3.394617,3d
4,1.4008,512,256,128,110000,3,3.348474,3d
2,0.9905,512,512,256,100000,1,4.129010,3d
2,0.9905,512,512,256,100000,2,3.931620,3d
2,0.9905,512,512,256,100000,3,3.781584,3d
2,0.9905,512,256,128,310000,1,5.080955,3d
2,0.9905,512,256,128,310000,2,5.066848,3d
2,0.9905,512,256,128,310000,3,5.095475,3d
1,0.7004,512,512,256,100000,1,4.798192,3d
1,0.7004,512,512,256,100000,2,5.081193,3d
1,0.7004,512,512,256,100000,3,4.470400,3d
1,0.7004,512,512,128,880000,1,7.925156,3d
1,0.7004,512,512,128,880000,2,7.887310,3d
1,0.7004,512,512,128,880000,3,7.846795,3d
0.5,0.4953,512,512,256,100000,1,5.259026,3d
0.5,0.4953,512,512,256,100000,2,6.167567,3d
0.5,0.4953,512,512,256,100000,3,5.137838,3d
0.5,0.4953,512,512,128,2500000,1,11.746886,3d
0.5,0.4953,512,512,128,2500000,2,11.762631,3d
0.5,0.4953,512,512,128,2500000,3,11.745643,3d
20,3.1323,512,512,256,100000,4,1.367810,3d
20,3.1323,512,512,256,100000,5,1.371959,3d
20,3.1323,512,512,256,100000,6,1.371245,3d
20,3.1323,512,512,256,100000,7,1.369516,3d
20,3.1323,512,512,256,100000,8,1.384468,3d
20,3.1323,512,512,256,100000,9,1.360439,3d
20,3.1323,512,512,256,100000,10,1.345523,3d
20,3.1323,512,512,256,100000,11,1.375577,3d
20,3.1323,512,512,256,100000,12,1.369765,3d
20,3.1323,512,512,256,100000,13,1.382218,3d
20,3.1323,512,512,256,100000,14,1.371870,3d
20,3.1323,512,512,256,100000,15,1.388464,3d
20,3.1323,512,256,128,10000,6,1.360334,3d
20,3.1323,512,256,128,10000,7,1.338640,3d
20,3.1323,512,256,128,10000,8,1.311724,3d
20,3.1323,512,256,128,10000,9,1.354364,3d
20,3.1323,512,256,128,10000,10,1.338990,3d
20,3.1323,512,256,128,10000,11,1.325635,3d
20,3.1323,512,256,128,10000,12,1.338059,3d
20,3.1323,512,256,128,10000,13,1.331134,3d
20,3.1323,512,256,128,10000,14,1.381243,3d
20,3.1323,512,256,128,10000,15,1.341770,3d
16,2.8016,512,512,256,100000,4,1.548101,3d
16,2.8016,512,512,256,100000,5,1.552385,3d
16,2.8016,512,512,256,100000,6,1.548431,3d
16,2.8016,512,512,256,100000,7,1.553160,3d
16,2.8016,512,512,256,100000,8,1.575047,3d
16,2.8016,512,512,256,100000,9,1.534783,3d
16,2.8016,512,512,256,100000,10,1.509790,3d
16,2.8016,512,512,256,100000,11,1.565366,3d
16,2.8016,512,512,256,100000,12,1.556416,3d
16,2.8016,512,512,256,100000,13,1.565849,3d
16,2.8016,512,512,256,100000,14,1.555293,3d
16,2.8016,512,512,256,100000,15,1.578328,3d
16,2.8016,512,256,128,14000,4,1.541638,3d
16,2.8016,512,256,128,14000,5,1.521983,3d
16,2.8016,512,256,128,14000,6,1.527953,3d
16,2.8016,512,256,128,14000,7,1.527795,3d
16,2.8016,512,256,128,14000,8,1.520073,3d
16,2.8016,512,256,128,14000,9,1.519280,3d
16,2.8016,512,256,128,14000,10,1.482962,3d
16,2.8016,512,256,128,14000,11,1.489842,3d
16,2.8016,512,256,128,14000,12,1.534496,3d
16,2.8016,512,256,128,14000,13,1.533820,3d
16,2.8016,512,256,128,14000,14,1.532952,3d
16,2.8016,512,256,128,14000,15,1.556826,3d
12,2.4263,512,512,256,100000,4,1.806644,3d
12,2.4263,512,512,256,100000,5,1.816006,3d
12,2.4263,512,512,256,100000,6,1.795605,3d
12,2.4263,512,512,256,100000,7,1.821417,3d
12,2.4263,512,512,256,100000,8,1.851012,3d
12,2.4263,512,512,256,100000,9,1.780434,3d
12,2.4263,512,512,256,100000,10,1.739955,3d
12,2.4263,512,512,256,100000,11,1.839700,3d
12,2.4263,512,512,256,100000,12,1.830352,3d
12,2.4263,512,512,256,100000,13,1.824574,3d
12,2.4263,512,512,256,100000,14,1.818235,3d
12,2.4263,512,512,256,100000,15,1.860797,3d
12,2.4263,512,256,128,22000,4,1.825654,3d
12,2.4263,512,256,128,22000,5,1.796982,3d
12,2.4263,512,256,128,22000,6,1.782785,3d
12,2.4263,512,256,128,22000,7,1.802263,3d
12,2.4263,512,256,128,22000,8,1.836383,3d
12,2.4263,512,256,128,22000,9,1.790486,3d
12,2.4263,512,256,128,22000,10,1.732639,3d
12,2.4263,512,256,128,22000,11,1.804797,3d
12,2.4263,512,256,128,22000,12,1.776228,3d
12,2.4263,512,256,128,22000,13,1.780180,3d
12,2.4263,512,256,128,22000,14,1.789103,3d
12,2.4263,512,256,128,22000,15,1.791254,3d
8,1.9810,512,512,256,100000,4,2.217493,3d
8,1.9810,512,512,256,100000,5,2.224318,3d
8,1.9810,512,512,256,100000,6,2.184669,3d
8,1.9810,512,512,256,100000,7,2.254294,3d
8,1.9810,512,512,256,100000,8,2.285240,3d
8,1.9810,512,512,256,100000,9,2.151642,3d
8,1.9810,512,512,256,100000,10,2.092743,3d
8,1.9810,512,512,256,100000,11,2.279944,3d
8,1.9810,512,512,256,100000,12,2.266369,3d
8,1.9810,512,512,256,100000,13,2.226222,3d
8,1.9810,512,512,256,100000,14,2.218804,3d
8,1.9810,512,512,256,100000,15,2.317074,3d
8,1.9810,512,256,128,40000,4,2.273638,3d
8,1.9810,512,256,128,40000,5,2.241506,3d
8,1.9810,512,256,128,40000,6,2.233227,3d
8,1.9810,512,256,128,40000,7,2.247204,3d
8,1.9810,512,256,128,40000,8,2.306238,3d
8,1.9810,512,256,128,40000,9,2.203243,3d
8,1.9810,512,256,128,40000,10,2.100997,3d
8,1.9810,512,256,128,40000,11,2.250812,3d
8,1.9810,512,256,128,40000,12,2.152155,3d
8,1.9810,512,256,128,40000,13,2.326985,3d
8,1.9810,512,256,128,40000,14,2.276326,3d
8,1.9810,512,256,128,40000,15,2.304887,3d
4,1.4008,512,512,256,100000,4,3.006344,3d
4,1.4008,512,512,256,100000,5,2.954243,3d
4,1.4008,512,512,256,100000,6,2.892435,3d
4,1.4008,512,512,256,100000,7,3.079420,3d
4,1.4008,512,512,256,100000,8,3.083112,3d
4,1.4008,512,512,256,100000,9,2.825864,3d
4,1.4008,512,512,256,100000,10,2.736281,3d
4,1.4008,512,512,256,100000,11,3.114152,3d
4,1.4008,512,512,256,100000,12,3.074322,3d
4,1.4008,512,512,256,100000,13,2.990542,3d
4,1.4008,512,512,256,100000,14,3.002105,3d
4,1.4008,512,512,256,100000,15,3.161365,3d
4,1.4008,512,256,128,110000,4,3.395440,3d
4,1.4008,512,256,128,110000,5,3.304342,3d
4,1.4008,512,256,128,110000,6,3.313611,3d
4,1.4008,512,256,128,110000,7,3.409853,3d
4,1.4008,512,256,128,110000,8,3.384986,3d
4,1.4008,512,256,128,110000,9,3.265989,3d
4,1.4008,512,256,128,110000,10,3.215981,3d
4,1.4008,512,256,128,110000,11,3.392514,3d
4,1.4008,512,256,128,110000,12,3.382120,3d
4,1.4008,512,256,128,110000,13,3.350478,3d
4,1.4008,512,256,128,110000,14,3.351765,3d
4,1.4008,512,256,128,110000,15,3.461885,3d
2,0.9905,512,512,256,100000,4,3.845142,3d
2,0.9905,512,512,256,100000,5,3.689092,3d
2,0.9905,512,512,256,100000,6,3.718269,3d
2,0.9905,512,512,256,100000,7,3.955178,3d
2,0.9905,512,512,256,100000,8,3.873878,3d
2,0.9905,512,512,256,100000,9,3.539707,3d
2,0.9905,512,512,256,100000,10,3.480247,3d
2,0.9905,512,512,256,100000,11,3.972814,3d
2,0.9905,512,512,256,100000,12,3.778282,3d
2,0.9905,512,512,256,100000,13,3.805450,3d
2,0.9905,512,512,256,100000,14,3.981857,3d
2,0.9905,512,512,256,100000,15,4.088617,3d
2,0.9905,512,256,128,310000,6,4.957500,3d
2,0.9905,512,256,128,310000,7,5.189554,3d
2,0.9905,512,256,128,310000,8,5.179838,3d
2,0.9905,512,256,128,310000,9,4.926446,3d
2,0.9905,512,256,128,310000,10,4.990343,3d
2,0.9905,512,256,128,310000,11,5.157740,3d
2,0.9905,512,256,128,310000,12,5.109325,3d
2,0.9905,512,256,128,310000,13,5.037114,3d
2,0.9905,512,256,128,310000,14,5.144681,3d
2,0.9905,512,256,128,310000,15,5.024604,3d
1,0.7004,512,512,256,100000,4,4.626983,3d
1,0.7004,512,512,256,100000,5,4.581706,3d
1,0.7004,512,512,256,100000,6,4.633364,3d
1,0.7004,512,512,256,100000,7,4.795453,3d
1,0.7004,512,512,256,100000,8,4.633766,3d
1,0.7004,512,512,256,100000,9,4.236647,3d
1,0.7004,512,512,256,100000,10,4.411620,3d
1,0.7004,512,512,256,100000,11,4.867963,3d
1,0.7004,512,512,256,100000,12,4.369949,3d
1,0.7004,512,512,256,100000,13,4.644460,3d
1,0.7004,512,512,256,100000,14,5.013598,3d
1,0.7004,512,512,256,100000,15,4.970042,3d
1,0.7004,512,512,128,880000,4,7.784149,3d
1,0.7004,512,512,128,880000,5,7.883391,3d
1,0.7004,512,512,128,880000,6,7.884546,3d
1,0.7004,512,512,128,880000,7,7.893788,3d
1,0.7004,512,512,128,880000,8,7.853950,3d
1,0.7004,512,512,128,880000,9,7.845473,3d
1,0.7004,512,512,128,880000,10,7.868384,3d
1,0.7004,512,512,128,880000,11,7.849556,3d
1,0.7004,512,512,128,880000,12,7.899530,3d
1,0.7004,512,512,128,880000,13,7.859605,3d
1,0.7004,512,512,128,880000,14,7.806015,3d
1,0.7004,512,512,128,880000,15,7.804343,3d
0.5,0.4953,512,512,256,100000,4,5.555097,3d
0.5,0.4953,512,512,256,100000,5,5.729339,3d
0.5,0.4953,512,512,256,100000,6,5.507066,3d
0.5,0.4953,512,512,256,100000,7,5.634329,3d
0.5,0.4953,512,512,256,100000,8,5.454430,3d
0.5,0.4953,512,512,256,100000,9,5.011949,3d
0.5,0.4953,512,512,256,100000,10,5.637425,3d
0.5,0.4953,512,512,256,100000,11,5.856447,3d
0.5,0.4953,512,512,256,100000,12,4.933254,3d
0.5,0.4953,512,512,256,100000,13,5.323335,3d
0.5,0.4953,512,512,256,100000,14,5.517214,3d
0.5,0.4953,512,512,256,100000,15,5.753642,3d
0.5,0.4953,512,512,128,2500000,4,11.743903,3d
0.5,0.4953,512,512,128,2500000,5,11.722713,3d
0.5,0.4953,512,512,128,2500000,6,11.752472,3d
0.5,0.4953,512,512,128,2500000,7,11.755507,3d
0.5,0.4953,512,512,128,2500000,8,11.737458,3d
0.5,0.4953,512,512,128,2500000,9,11.751104,3d
0.5,0.4953,512,512,128,2500000,10,11.721014,3d
0.5,0.4953,512,512,128,2500000,11,11.776526,3d
0.5,0.4953,512,512,128,2500000,12,11.763260,3d
0.5,0.4953,512,512,128,2500000,13,11.746310,3d
0.5,0.4953,512,512,128,2500000,14,11.735063,3d
0.5,0.4953,512,512,128,2500000,15,11.714588,3d
2,0.9905,512,256,128,100000,2,4.952920,3d
2,0.9905,512,256,128,100000,3,4.863605,3d
2,0.9905,512,256,128,100000,4,4.900539,3d
2,0.9905,512,256,128,100000,5,4.772178,3d
2,0.9905,512,256,128,170000,1,5.010740,3d
2,0.9905,512,256,128,170000,2,4.960667,3d
2,0.9905,512,256,128,170000,3,4.895032,3d
2,0.9905,512,256,128,170000,4,5.000434,3d
2,0.9905,512,256,128,170000,5,4.889541,3d
1,0.7004,512,256,128,100000,2,7.501959,3d
1,0.7004,512,256,128,100000,3,7.256194,3d
1,0.7004,512,256,128,100000,4,7.363320,3d
1,0.7004,512,256,128,100000,5,7.301385,3d
1,0.7004,512,256,128,170000,1,7.669305,3d
1,0.7004,512,256,128,170000,2,7.582798,3d
1,0.7004,512,256,128,170000,3,7.326516,3d
1,0.7004,512,256,128,170000,4,7.567195,3d
1,0.7004,512,256,128,170000,5,7.451651,3d
1,0.7004,512,256,128,300000,1,7.625945,3d
1,0.7004,512,256,128,300000,2,7.616364,3d
1,0.7004,512,256,128,300000,3,7.677751,3d
1,0.7004,512,256,128,300000,4,7.739213,3d
1,0.7004,512,256,128,300000,5,7.505952,3d
0.5,0.4953,512,512,128,100000,2,11.432983,3d
0.5,0.4953,512,512,128,100000,3,11.353680,3d
0.5,0.4953,512,512,128,100000,4,11.327601,3d
0.5,0.4953,512,512,128,100000,5,11.406775,3d
0.5,0.4953,512,512,128,170000,1,11.680857,3d
0.5,0.4953,512,512,128,170000,2,11.457517,3d
0.5,0.4953,512,512,128,170000,3,11.585892,3d
0.5,0.4953,512,512,128,170000,4,11.586677,3d
0.5,0.4953,512,512,128,170000,5,11.398926,3d
0.5,0.4953,512,512,128,300000,1,11.632113,3d
0.5,0.4953,512,512,128,300000,2,11.582915,3d
0.5,0.4953,512,512,128,300000,3,11.707477,3d
0.5,0.4953,512,512,128,300000,4,11.630358,3d
0.5,0.4953,512,512,128,300000,5,11.583323,3d
2,0.9905,512,256,128,10000000,4,5.262164,3d
2,0.9905,512,256,128,10000000,5,5.264855,3d
2,0.9905,512,256,128,100000000,4,5.272089,3d
2,0.9905,512,256,128,100000000,5,5.270898,3d
1,0.7004,512,256,128,10000000,4,7.862553,3d
1,0.7004,512,256,128,10000000,5,7.857513,3d
1,0.7004,512,256,128,100000000,4,7.868257,3d
1,0.7004,512,256,128,100000000,5,7.867622,3d
0.5,0.4953,512,512,128,10000000,2,11.781149,3d
0.5,0.4953,512,512,128,10000000,3,11.763562,3d
0.5,0.4953,512,512,128,100000000,2,11.780428,3d
0.5,0.4953,512,512,128,100000000,3,11.777272,3d
20,3.1323,512,256,128,10000,1,1.316836,2d
20,3.1323,512,256,128,10000,2,1.280385,2d
20,3.1323,512,256,128,10000,3,1.347438,2d
20,3.1323,512,256,128,10000,4,1.318589,2d
20,3.1323,512,256,128,10000,5,1.347487,2d
20,3.1323,512,256,128,10000,6,1.361627,2d
20,3.1323,512,256,128,10000,7,1.340573,2d
20,3.1323,512,256,128,10000,8,1.313283,2d
20,3.1323,512,256,128,10000,9,1.354098,2d
20,3.1323,512,256,128,10000,10,1.336222,2d
20,3.1323,512,256,128,10000,11,1.326819,2d
20,3.1323,512,256,128,10000,12,1.337346,2d
20,3.1323,512,256,128,10000,13,1.335195,2d
20,3.1323,512,256,128,10000,14,1.379370,2d
20,3.1323,512,256,128,10000,15,1.341274,2d
16,2.8016,512,256,128,14000,1,1.536144,2d
16,2.8016,512,256,128,14000,2,1.502976,2d
16,2.8016,512,256,128,14000,3,1.528898,2d
16,2.8016,512,256,128,14000,4,1.542197,2d
16,2.8016,512,256,128,14000,5,1.520328,2d
16,2.8016,512,256,128,14000,6,1.527629,2d
16,2.8016,512,256,128,14000,7,1.527671,2d
16,2.8016,512,256,128,14000,8,1.517419,2d
16,2.8016,512,256,128,14000,9,1.518170,2d
16,2.8016,512,256,128,14000,10,1.481190,2d
16,2.8016,512,256,128,14000,11,1.491869,2d
16,2.8016,512,256,128,14000,12,1.531359,2d
16,2.8016,512,256,128,14000,13,1.529966,2d
16,2.8016,512,256,128,14000,14,1.530428,2d
16,2.8016,512,256,128,14000,15,1.554765,2d
12,2.4263,512,256,128,22000,1,1.781347,2d
12,2.4263,512,256,128,22000,2,1.751850,2d
12,2.4263,512,256,128,22000,3,1.816770,2d
12,2.4263,512,256,128,22000,4,1.822463,2d
12,2.4263,512,256,128,22000,5,1.797830,2d
12,2.4263,512,256,128,22000,6,1.782298,2d
12,2.4263,512,256,128,22000,7,1.803878,2d
12,2.4263,512,256,128,22000,8,1.838514,2d
12,2.4263,512,256,128,22000,9,1.789987,2d
12,2.4263,512,256,128,22000,10,1.732978,2d
12,2.4263,512,256,128,22000,11,1.807472,2d
12,2.4263,512,256,128,22000,12,1.779696,2d
12,2.4263,512,256,128,22000,13,1.781092,2d
12,2.4263,512,256,128,22000,14,1.789574,2d
12,2.4263,512,256,128,22000,15,1.793975,2d
8,1.9810,512,256,128,40000,1,2.313712,2d
8,1.9810,512,256,128,40000,2,2.261056,2d
8,1.9810,512,256,128,40000,3,2.313368,2d
8,1.9810,512,256,128,40000,4,2.273658,2d
8,1.9810,512,256,128,40000,5,2.242019,2d
8,1.9810,512,256,128,40000,6,2.234962,2d
8,1.9810,512,256,128,40000,7,2.249089,2d
8,1.9810,512,256,128,40000,8,2.305154,2d
8,1.9810,512,256,128,40000,9,2.205029,2d
8,1.9810,512,256,128,40000,10,2.102817,2d
8,1.9810,512,256,128,40000,11,2.250413,2d
8,1.9810,512,256,128,40000,12,2.151775,2d
8,1.9810,512,256,128,40000,13,2.328797,2d
8,1.9810,512,256,128,40000,14,2.275477,2d
8,1.9810,512,256,128,40000,15,2.303853,2d
4,1.4008,512,256,128,110000,1,3.396624,2d
4,1.4008,512,256,128,110000,2,3.394665,2d
4,1.4008,512,256,128,110000,3,3.349151,2d
4,1.4008,512,256,128,110000,4,3.396699,2d
4,1.4008,512,256,128,110000,5,3.304703,2d
4,1.4008,512,256,128,110000,6,3.314162,2d
4,1.4008,512,256,128,110000,7,3.412393,2d
4,1.4008,512,256,128,110000,8,3.387020,2d
4,1.4008,512,256,128,110000,9,3.267401,2d
4,1.4008,512,256,128,110000,10,3.215336,2d
4,1.4008,512,256,128,110000,11,3.390966,2d
4,1.4008,512,256,128,110000,12,3.380449,2d
4,1.4008,512,256,128,110000,13,3.346991,2d
4,1.4008,512,256,128,110000,14,3.350201,2d
4,1.4008,512,256,128,110000,15,3.462075,2d
2,0.9905,512,256,128,310000,1,5.080116,2d
2,0.9905,512,256,128,310000,2,5.065404,2d
2,0.9905,512,256,128,310000,3,5.096270,2d
2,0.9905,512,256,128,310000,4,5.152862,2d
2,0.9905,512,256,128,310000,5,4.979447,2d
2,0.9905,512,256,128,310000,6,4.955010,2d
2,0.9905,512,256,128,310000,7,5.191147,2d
2,0.9905,512,256,128,310000,8,5.177654,2d
2,0.9905,512,256,128,310000,9,4.927528,2d
2,0.9905,512,256,128,310000,10,4.991946,2d
2,0.9905,512,256,128,310000,11,5.158264,2d
2,0.9905,512,256,128,310000,12,5.107482,2d
2,0.9905,512,256,128,310000,13,5.039328,2d
2,0.9905,512,256,128,310000,14,5.143615,2d
2,0.9905,512,256,128,310000,15,5.023187,2d
1,0.7004,512,512,128,880000,1,7.925114,2d
1,0.7004,512,512,128,880000,2,7.887046,2d
1,0.7004,512,512,128,880000,3,7.848062,2d
1,0.7004,512,512,128,880000,4,7.784007,2d
1,0.7004,512,512,128,880000,5,7.882926,2d
1,0.7004,512,512,128,880000,6,7.882254,2d
1,0.7004,512,512,128,880000,7,7.895535,2d
1,0.7004,512,512,128,880000,8,7.855119,2d
1,0.7004,512,512,128,880000,9,7.843245,2d
1,0.7004,512,512,128,880000,10,7.866796,2d
1,0.7004,512,512,128,880000,11,7.849120,2d
1,0.7004,512,512,128,880000,12,7.900665,2d
1,0.7004,512,512,128,880000,13,7.859416,2d
1,0.7004,512,512,128,880000,14,7.805208,2d
1,0.7004,512,512,128,880000,15,7.803224,2d
0.5,0.4953,512,512,128,2500000,1,11.746805,2d
0.5,0.4953,512,512,128,2500000,2,11.761826,2d
0.5,0.4953,512,512,128,2500000,3,11.745757,2d
0.5,0.4953,512,512,128,2500000,4,11.743672,2d
0.5,0.4953,512,512,128,2500000,5,11.722514,2d
0.5,0.4953,512,512,128,2500000,6,11.752595,2d
0.5,0.4953,512,512,128,2500000,7,11.756113,2d
0.5,0.4953,512,512,128,2500000,8,11.737621,2d
0.5,0.4953,512,512,128,2500000,9,11.751312,2d
0.5,0.4953,512,512,128,2500000,10,11.721769,2d
0.5,0.4953,512,512,128,2500000,11,11.776943,2d
0.5,0.4953,512,512,128,2500000,12,11.763252,2d
0.5,0.4953,512,512,128,2500000,13,11.745335,2d
0.5,0.4953,512,512,128,2500000,14,11.735354,2d
0.5,0.4953,512,512,128,2500000,15,11.715011,2d
8,1.9810,32,32,32,1000,1,1.546948,3d
8,1.9810,32,32,32,1000,2,1.518612,3d
8,1.9810,32,32,32,1000,3,1.514043,3d
8,1.9810,32,32,32,1000,4,1.503936,3d
8,1.9810,32,32,32,1000,5,1.497740,3d
8,1.9810,32,32,32,1000,6,1.566550,3d
8,1.9810,32,32,32,1000,7,1.549471,3d
8,1.9810,32,32,32,1000,8,1.527987,3d
8,1.9810,32,32,32,1000,9,1.493903,3d
8,1.9810,32,32,32,1000,10,1.504802,3d
8,1.9810,32,32,32,1000,11,1.472196,3d
8,1.9810,32,32,32,1000,12,1.532317,3d
8,1.9810,32,32,32,1000,13,1.515805,3d
8,1.9810,32,32,32,1000,14,1.485782,3d
8,1.9810,32,32,32,1000,15,1.484468,3d
8,1.9810,32,32,32,10000,1,1.521827,3d
8,1.9810,32,32,32,10000,2,1.502281,3d
8,1.9810,32,32,32,10000,3,1.500146,3d
8,1.9810,32,32,32,10000,4,1.513433,3d
8,1.9810,32,32,32,10000,5,1.517291,3d
8,1.9810,32,32,32,10000,6,1.519421,3d
8,1.9810,32,32,32,10000,7,1.518187,3d
8,1.9810,32,32,32,10000,8,1.507337,3d
8,1.9810,32,32,32,10000,9,1.506115,3d
8,1.9810,32,32,32,10000,10,1.492431,3d
8,1.9810,32,32,32,10000,11,1.513957,3d
8,1.9810,32,32,32,10000,12,1.507684,3d
8,1.9810,32,32,32,10000,13,1.511912,3d
8,1.9810,32,32,32,10000,14,1.529555,3d
8,1.9810,32,32,32,10000,15,1.518200,3d
8,1.9810,32,32,32,100000,1,1.508462,3d
8,1.9810,32,32,32,100000,2,1.502942,3d
8,1.9810,32,32,32,100000,3,1.506546,3d
8,1.9810,32,32,32,100000,4,1.502615,3d
8,1.9810,32,32,32,100000,5,1.509252,3d
8,1.9810,32,32,32,100000,6,1.506391,3d
8,1.9810,32,32,32,100000,7,1.505825,3d
8,1.9810,32,32,32,100000,8,1.505446,3d
8,1.9810,32,32,32,100000,9,1.513129,3d
8,1.9810,32,32,32,100000,10,1.508343,3d
8,1.9810,32,32,32,100000,11,1.505294,3d
8,1.9810,32,32,32,100000,12,1.502031,3d
8,1.9810,32,32,32,100000,13,1.509216,3d
8,1.9810,32,32,32,100000,14,1.502997,3d
8,1.9810,32,32,32,100000,15,1.510006,3d
8,1.9810,32,32,32,1000000,1,1.508125,3d
8,1.9810,32,32,32,1000000,2,1.507031,3d
8,1.9810,32,32,32,1000000,3,1.506523,3d
8,1.9810,32,32,32,1000000,4,1.507541,3d
8,1.9810,32,32,32,1000000,5,1.508516,3d
8,1.9810,32,32,32,1000000,6,1.506317,3d
8,1.9810,32,32,32,1000000,7,1.506225,3d
8,1.9810,32,32,32,1000000,8,1.504176,3d
8,1.9810,32,32,32,1000000,9,1.508429,3d
8,1.9810,32,32,32,1000000,10,1.506665,3d
8,1.9810,32,32,32,1000000,11,1.505388,3d
8,1.9810,32,32,32,1000000,12,1.508046,3d
8,1.9810,32,32,32,1000000,13,1.508511,3d
8,1.9810,32,32,32,1000000,14,1.505827,3d
8,1.9810,32,32,32,1000000,15,1.507580,3d
8,1.9810,32,32,32,10000000,1,1.507774,3d
8,1.9810,32,32,32,10000000,2,1.507155,3d
8,1.9810,32,32,32,10000000,3,1.507389,3d
8,1.9810,32,32,32,10000000,4,1.507662,3d
8,1.9810,32,32,32,10000000,5,1.507578,3d
8,1.9810,32,32,32,10000000,6,1.507500,3d
8,1.9810,32,32,32,10000000,7,1.506790,3d
8,1.9810,32,32,32,10000000,8,1.506978,3d
8,1.9810,32,32,32,10000000,9,1.507115,3d
8,1.9810,32,32,32,10000000,10,1.507214,3d
8,1.9810,32,32,32,10000000,11,1.507018,3d
8,1.9810,32,32,32,10000000,12,1.506889,3d
8,1.9810,32,32,32,10000000,13,1.507438,3d
8,1.9810,32,32,32,10000000,14,1.507363,3d
8,1.9810,32,32,32,10000000,15,1.507421,3d
40,4.4297,512,256,128,3200,1,0.909946,3d
40,4.4297,512,256,128,3200,2,0.881403,3d
40,4.4297,512,256,128,3200,3,0.880986,3d
40,4.4297,512,256,128,3200,4,0.909195,3d
40,4.4297,512,256,128,3200,5,0.862041,3d
40,4.4297,512,256,128,3200,6,0.882405,3d
40,4.4297,512,256,128,3200,7,0.948587,3d
40,4.4297,512,256,128,3200,8,0.877481,3d
40,4.4297,512,256,128,3200,9,0.835001,3d
40,4.4297,512,256,128,3200,10,0.924468,3d
40,4.4297,512,256,128,3200,11,0.874309,3d
40,4.4297,512,256,128,3200,12,0.911532,3d
40,4.4297,512,256,128,3200,13,0.875895,3d
40,4.4297,512,256,128,3200,14,0.892086,3d
40,4.4297,512,256,128,3200,15,0.891836,3d
60,5.4253,512,128,128,1600,1,0.725864,3d
60,5.4253,512,128,128,1600,2,0.720140,3d
60,5.4253,512,128,128,1600,3,0.676255,3d
60,5.4253,512,128,128,1600,4,0.657857,3d
60,5.4253,512,128,128,1600,5,0.677073,3d
60,5.4253,512,128,128,1600,6,0.724228,3d
60,5.4253,512,128,128,1600,7,0.739765,3d
60,5.4253,512,128,128,1600,8,0.712780,3d
60,5.4253,512,128,128,1600,9,0.701196,3d
60,5.4253,512,128,128,1600,10,0.688112,3d
60,5.4253,512,128,128,1600,11,0.644501,3d
60,5.4253,512,128,128,1600,12,0.737039,3d
60,5.4253,512,128,128,1600,13,0.704739,3d
60,5.4253,512,128,128,1600,14,0.701332,3d
60,5.4253,512,128,128,1600,15,0.672303,3d
80,6.2646,512,128,128,990,1,0.638153,3d
80,6.2646,512,128,128,990,2,0.581120,3d
80,6.2646,512,128,128,990,3,0.610099,3d
80,6.2646,512,128,128,990,4,0.558306,3d
80,6.2646,512,128,128,990,5,0.603933,3d
80,6.2646,512,128,128,990,6,0.619039,3d
80,6.2646,512,128,128,990,7,0.643085,3d
80,6.2646,512,128,128,990,8,0.564164,3d
80,6.2646,512,128,128,990,9,0.592834,3d
80,6.2646,512,128,128,990,10,0.613181,3d
80,6.2646,512,128,128,990,11,0.559231,3d
80,6.2646,512,128,128,990,12,0.583586,3d
80,6.2646,512,128,128,990,13,0.628904,3d
80,6.2646,512,128,128,990,14,0.544125,3d
80,6.2646,512,128,128,990,15,0.611332,3d
100,7.0040,512,128,128,680,1,0.509061,3d
100,7.0040,512,128,128,680,2,0.568676,3d
100,7.0040,512,128,128,680,3,0.572182,3d
100,7.0040,512,128,128,680,4,0.486267,3d
100,7.0040,512,128,128,680,5,0.541206,3d
100,7.0040,512,128,128,680,6,0.503801,3d
100,7.0040,512,128,128,680,7,0.524257,3d
100,7.0040,512,128,128,680,8,0.537115,3d
100,7.0040,512,128,128,680,9,0.526595,3d
100,7.0040,512,128,128,680,10,0.489190,3d
100,7.0040,512,128,128,680,11,0.520750,3d
100,7.0040,512,128,128,680,12,0.549973,3d
100,7.0040,512,128,128,680,13,0.514906,3d
100,7.0040,512,128,128,680,14,0.460551,3d
100,7.0040,512,128,128,680,15,0.546466,3d
