label,phase,stage,sim,e_y_nm,nx,ny,nz,nm,seed,nodes,walltime,qos,status,slurm_id,L_rate
P2_n512_nm3e3_ey20_s5,P2,A_nm,n512_nm3e3,20,512,256,128,3000,5,1,00:30:00,regular,done,57207782,1.255204
P2_n512_nm1e4_ey20_s2,P2,A_nm,n512_nm1e4,20,512,256,128,10000,2,1,00:30:00,regular,done,57207783,1.278705
P2_n512_nm1e4_ey20_s3,P2,A_nm,n512_nm1e4,20,512,256,128,10000,3,1,00:30:00,regular,done,57207784,1.345964
P2_n512_nm1e4_ey20_s4,P2,A_nm,n512_nm1e4,20,512,256,128,10000,4,1,00:30:00,regular,done,57207785,1.320015
P2_n512_nm1e4_ey20_s5,P2,A_nm,n512_nm1e4,20,512,256,128,10000,5,1,00:30:00,regular,done,57207786,1.352502
PY_ny256_nm3e4_ey2_s1,PY,nytest,ny256_nm3e4,2,512,256,128,30000,1,1,00:30:00,regular,done,57208039,4.669654
PY_ny256_nm1e5_ey2_s1,PY,nytest,ny256_nm1e5,2,512,256,128,100000,1,1,00:30:00,regular,done,57208040,5.015321
PY_ny256_nm1e7_ey2_s1,PY,nytest,ny256_nm1e7,2,512,256,128,10000000,1,1,00:30:00,regular,done,57208041,5.267536
P0_n512_nm1p3e4_ey8_s2,P0,A_nm,n512_nm1p3e4,8,512,256,128,13000,2,1,00:30:00,regular,done,57208081,2.190122
P0_n512_nm1p3e4_ey8_s3,P0,A_nm,n512_nm1p3e4,8,512,256,128,13000,3,1,00:30:00,regular,done,57208082,2.202640
P0_n512_nm1p3e4_ey8_s4,P0,A_nm,n512_nm1p3e4,8,512,256,128,13000,4,1,00:30:00,regular,done,57208083,2.218154
P0_n512_nm1p3e4_ey8_s5,P0,A_nm,n512_nm1p3e4,8,512,256,128,13000,5,1,00:30:00,regular,done,57208084,2.181370
P0_n512_nm1p7e4_ey8_s2,P0,A_nm,n512_nm1p7e4,8,512,256,128,17000,2,1,00:30:00,regular,done,57208085,2.188256
P0_n512_nm1p7e4_ey8_s3,P0,A_nm,n512_nm1p7e4,8,512,256,128,17000,3,1,00:30:00,regular,done,57208088,2.232499
P0_n512_nm1p7e4_ey8_s4,P0,A_nm,n512_nm1p7e4,8,512,256,128,17000,4,1,00:30:00,regular,done,57208089,2.258162
P0_n512_nm1p7e4_ey8_s5,P0,A_nm,n512_nm1p7e4,8,512,256,128,17000,5,1,00:30:00,regular,done,57208090,2.236202
P2_n512_nm4e4_ey2_s2,P2,A_nm,n512_nm4e4,2,512,512,128,39800,2,1,00:30:00,regular,done,57208091,4.936035
P2_n512_nm4e4_ey2_s3,P2,A_nm,n512_nm4e4,2,512,512,128,39800,3,1,00:30:00,regular,done,57208092,4.614802
P2_n512_nm4e4_ey2_s4,P2,A_nm,n512_nm4e4,2,512,512,128,39800,4,1,00:30:00,regular,done,57208093,4.712843
P2_n512_nm4e4_ey2_s5,P2,A_nm,n512_nm4e4,2,512,512,128,39800,5,1,00:30:00,regular,done,57208094,4.391909
P2_n512_nm5p27e4_ey2_s2,P2,A_nm,n512_nm5p27e4,2,512,512,128,52700,2,1,00:30:00,regular,done,57208095,4.951751
P2_n512_nm5p27e4_ey2_s3,P2,A_nm,n512_nm5p27e4,2,512,512,128,52700,3,1,00:30:00,regular,done,57208096,4.691159
P2_n512_nm5p27e4_ey2_s4,P2,A_nm,n512_nm5p27e4,2,512,512,128,52700,4,1,00:30:00,regular,done,57208097,4.882104
P2_n512_nm5p27e4_ey2_s5,P2,A_nm,n512_nm5p27e4,2,512,512,128,52700,5,1,00:30:00,regular,done,57208098,4.589107
P3_n512_nm4e4_ey1_s2,P3,A_nm,n512_nm4e4,1,512,512,128,39800,2,1,00:30:00,regular,done,57208099,7.121285
P3_n512_nm4e4_ey1_s3,P3,A_nm,n512_nm4e4,1,512,512,128,39800,3,1,00:30:00,regular,done,57208100,7.001729
P3_n512_nm4e4_ey1_s4,P3,A_nm,n512_nm4e4,1,512,512,128,39800,4,1,00:30:00,regular,done,57208101,6.878631
P3_n512_nm4e4_ey1_s5,P3,A_nm,n512_nm4e4,1,512,512,128,39800,5,1,00:30:00,regular,done,57208102,6.583217
P3_n512_nm5p27e4_ey1_s2,P3,A_nm,n512_nm5p27e4,1,512,512,128,52700,2,1,00:30:00,regular,done,57208103,7.367084
P3_n512_nm5p27e4_ey1_s3,P3,A_nm,n512_nm5p27e4,1,512,512,128,52700,3,1,00:30:00,regular,done,57208104,7.139527
P3_n512_nm5p27e4_ey1_s4,P3,A_nm,n512_nm5p27e4,1,512,512,128,52700,4,1,00:30:00,regular,done,57208105,7.492821
P3_n512_nm5p27e4_ey1_s5,P3,A_nm,n512_nm5p27e4,1,512,512,128,52700,5,1,00:30:00,regular,done,57208106,6.963147
P2_y256_nm5e4_ey2_s1,P2,A_nm,y256_nm5e4,2,512,256,128,50000,1,1,00:30:00,regular,done,57209286,5.113274
P2_y256_nm1e8_ey2_s1,P2,A_nm,y256_nm1e8,2,512,256,128,100000000,1,2,00:30:00,regular,done,57209287,5.272243
P3_y256_nm3e4_ey1_s1,P3,A_nm,y256_nm3e4,1,512,256,128,30000,1,1,00:30:00,regular,done,57209288,6.673415
P3_y256_nm5e4_ey1_s1,P3,A_nm,y256_nm5e4,1,512,256,128,50000,1,1,00:30:00,regular,done,57209289,7.530843
P3_y256_nm1e5_ey1_s1,P3,A_nm,y256_nm1e5,1,512,256,128,100000,1,1,00:30:00,regular,done,57209290,7.492059
P3_y256_nm1e7_ey1_s1,P3,A_nm,y256_nm1e7,1,512,256,128,10000000,1,1,00:30:00,regular,done,57209291,7.870344
P3_y256_nm1e8_ey1_s1,P3,A_nm,y256_nm1e8,1,512,256,128,100000000,1,2,00:30:00,regular,done,57209292,7.869754
P1_n512_nm1e5_ey4_s2,P1,A_nm,n512_nm1e5,4,512,256,128,100000,2,1,00:30:00,regular,done,57209655,3.347104
P1_n512_nm1e5_ey4_s3,P1,A_nm,n512_nm1e5,4,512,256,128,100000,3,1,00:30:00,regular,done,57209656,3.373066
P1_n512_nm1e5_ey4_s4,P1,A_nm,n512_nm1e5,4,512,256,128,100000,4,1,00:30:00,regular,done,57209657,3.338750
P1_n512_nm1e5_ey4_s5,P1,A_nm,n512_nm1e5,4,512,256,128,100000,5,1,00:30:00,regular,done,57209659,3.302012
P2_ny128_ey20_s1,P2,B_ny,ny128,20,512,128,128,10000,1,1,00:30:00,regular,done,57209668,1.287697
P2_ny256_ey20_s1,P2,B_ny,ny256,20,512,256,128,10000,1,1,00:30:00,regular,done,57209669,1.315446
P2_ny512_ey20_s1,P2,B_ny,ny512,20,512,512,128,10000,1,1,00:30:00,regular,done,57209670,1.321731
P2_ny1024_ey20_s1,P2,B_ny,ny1024,20,512,1024,128,10000,1,1,00:30:00,regular,done,57209671,1.337153
P2_ny128_ey16_s1,P2,B_ny,ny128,16,512,128,128,14000,1,1,00:30:00,regular,done,57209672,1.498184
P2_ny256_ey16_s1,P2,B_ny,ny256,16,512,256,128,14000,1,1,00:30:00,regular,done,57209673,1.532965
P2_ny512_ey16_s1,P2,B_ny,ny512,16,512,512,128,14000,1,1,00:30:00,regular,done,57209674,1.536192
P2_ny1024_ey16_s1,P2,B_ny,ny1024,16,512,1024,128,14000,1,1,00:30:00,regular,done,57209675,1.543307
P1_ny128_ey12_s1,P1,B_ny,ny128,12,512,128,128,22000,1,1,00:30:00,regular,done,57209676,1.743848
P1_ny256_ey12_s1,P1,B_ny,ny256,12,512,256,128,22000,1,1,00:30:00,regular,done,57209677,1.782959
P1_ny512_ey12_s1,P1,B_ny,ny512,12,512,512,128,22000,1,1,00:30:00,regular,done,57209678,1.787185
P1_ny1024_ey12_s1,P1,B_ny,ny1024,12,512,1024,128,22000,1,1,00:30:00,regular,done,57209679,1.793510
P0_ny128_ey8_s1,P0,B_ny,ny128,8,512,128,128,40000,1,1,00:30:00,regular,done,57209680,2.257575
P0_ny256_ey8_s1,P0,B_ny,ny256,8,512,256,128,40000,1,1,00:30:00,regular,done,57209681,2.315131
P0_ny512_ey8_s1,P0,B_ny,ny512,8,512,512,128,40000,1,1,00:30:00,regular,done,57209682,2.330195
P0_ny1024_ey8_s1,P0,B_ny,ny1024,8,512,1024,128,40000,1,1,00:30:00,regular,done,57209683,2.331411
P1_ny128_ey4_s1,P1,B_ny,ny128,4,512,128,128,110000,1,1,00:30:00,regular,done,57209684,3.305378
P1_ny256_ey4_s1,P1,B_ny,ny256,4,512,256,128,110000,1,1,00:30:00,regular,done,57209685,3.397291
P1_ny512_ey4_s1,P1,B_ny,ny512,4,512,512,128,110000,1,1,00:30:00,regular,done,57209686,3.431749
P1_ny1024_ey4_s1,P1,B_ny,ny1024,4,512,1024,128,110000,1,1,00:30:00,regular,done,57209688,3.441978
P2_ny128_ey2_s1,P2,B_ny,ny128,2,512,128,128,310000,1,1,00:30:00,regular,done,57209689,4.886601
P2_ny256_ey2_s1,P2,B_ny,ny256,2,512,256,128,310000,1,1,00:30:00,regular,done,57209690,5.080070
P2_ny512_ey2_s1,P2,B_ny,ny512,2,512,512,128,310000,1,1,00:30:00,regular,done,57209691,5.149638
P2_ny1024_ey2_s1,P2,B_ny,ny1024,2,512,1024,128,310000,1,1,00:30:00,regular,done,57209692,5.171915
P3_ny128_ey1_s1,P3,B_ny,ny128,1,512,128,128,880000,1,1,00:30:00,regular,done,57209693,7.546230
P3_ny256_ey1_s1,P3,B_ny,ny256,1,512,256,128,880000,1,1,00:30:00,regular,done,57209694,7.837056
P3_ny512_ey1_s1,P3,B_ny,ny512,1,512,512,128,880000,1,1,00:30:00,regular,done,57209695,7.925408
P3_ny1024_ey1_s1,P3,B_ny,ny1024,1,512,1024,128,880000,1,1,00:30:00,regular,done,57209696,7.950164
P3_ny128_ey0p5_s1,P3,B_ny,ny128,0.5,512,128,128,2500000,1,1,00:30:00,regular,done,57209697,11.237129
P3_ny256_ey0p5_s1,P3,B_ny,ny256,0.5,512,256,128,2500000,1,1,00:30:00,regular,done,57209698,11.641979
P3_ny512_ey0p5_s1,P3,B_ny,ny512,0.5,512,512,128,2500000,1,1,00:30:00,regular,done,57209699,11.746982
P3_ny1024_ey0p5_s1,P3,B_ny,ny1024,0.5,512,1024,128,2500000,1,1,00:30:00,regular,done,57209700,11.770035
P2_n512_nm1e7_ey20_s2,P2,A_nm,n512_nm1e7,20,512,256,128,10000000,2,1,00:30:00,regular,done,57210197,1.369793
P2_n512_nm1e7_ey20_s3,P2,A_nm,n512_nm1e7,20,512,256,128,10000000,3,1,00:30:00,regular,done,57210198,1.370966
P2_n512_nm1e8_ey20_s2,P2,A_nm,n512_nm1e8,20,512,256,128,100000000,2,2,00:30:00,regular,done,57210199,1.370757
P2_n512_nm1e8_ey20_s3,P2,A_nm,n512_nm1e8,20,512,256,128,100000000,3,2,00:30:00,regular,done,57210200,1.370911
P2_n512_nm1e7_ey16_s2,P2,A_nm,n512_nm1e7,16,512,256,128,10000000,2,1,00:30:00,regular,done,57210201,1.561896
P2_n512_nm1e7_ey16_s3,P2,A_nm,n512_nm1e7,16,512,256,128,10000000,3,1,00:30:00,regular,done,57210202,1.563134
P2_n512_nm1e8_ey16_s2,P2,A_nm,n512_nm1e8,16,512,256,128,100000000,2,2,00:30:00,regular,done,57210203,1.562856
P2_n512_nm1e8_ey16_s3,P2,A_nm,n512_nm1e8,16,512,256,128,100000000,3,2,00:30:00,regular,done,57210204,1.563066
P1_n512_nm1e7_ey12_s2,P1,A_nm,n512_nm1e7,12,512,256,128,10000000,2,1,00:30:00,regular,done,57210205,1.849883
P1_n512_nm1e7_ey12_s3,P1,A_nm,n512_nm1e7,12,512,256,128,10000000,3,1,00:30:00,regular,done,57210206,1.851270
P1_n512_nm1e8_ey12_s2,P1,A_nm,n512_nm1e8,12,512,256,128,100000000,2,2,00:30:00,regular,done,57210207,1.850827
P1_n512_nm1e8_ey12_s3,P1,A_nm,n512_nm1e8,12,512,256,128,100000000,3,2,00:30:00,regular,done,57210208,1.851102
P0_n512_nm1e7_ey8_s2,P0,A_nm,n512_nm1e7,8,512,256,128,10000000,2,1,00:30:00,regular,cancelled,57210209,
P0_n512_nm1e7_ey8_s3,P0,A_nm,n512_nm1e7,8,512,256,128,10000000,3,1,00:30:00,regular,cancelled,57210210,
P0_n512_nm1e8_ey8_s2,P0,A_nm,n512_nm1e8,8,512,256,128,100000000,2,2,00:30:00,regular,done,57210211,2.347865
P0_n512_nm1e8_ey8_s3,P0,A_nm,n512_nm1e8,8,512,256,128,100000000,3,2,00:30:00,regular,done,57210212,2.348173
P1_n512_nm1e7_ey4_s2,P1,A_nm,n512_nm1e7,4,512,256,128,10000000,2,1,00:30:00,regular,done,57210213,3.519239
P1_n512_nm1e7_ey4_s3,P1,A_nm,n512_nm1e7,4,512,256,128,10000000,3,1,00:30:00,regular,done,57210214,3.518979
P1_n512_nm1e8_ey4_s2,P1,A_nm,n512_nm1e8,4,512,256,128,100000000,2,2,00:30:00,regular,done,57210215,3.521457
P1_n512_nm1e8_ey4_s3,P1,A_nm,n512_nm1e8,4,512,256,128,100000000,3,2,00:30:00,regular,done,57210216,3.521305
P2_y256_nm1e7_ey2_s2,P2,A_nm,y256_nm1e7,2,512,256,128,10000000,2,1,00:30:00,regular,done,57210217,5.267458
P2_y256_nm1e7_ey2_s3,P2,A_nm,y256_nm1e7,2,512,256,128,10000000,3,1,00:30:00,regular,done,57210218,5.258878
P2_y256_nm1e8_ey2_s2,P2,A_nm,y256_nm1e8,2,512,256,128,100000000,2,2,00:30:00,regular,done,57210219,5.272872
P2_y256_nm1e8_ey2_s3,P2,A_nm,y256_nm1e8,2,512,256,128,100000000,3,2,00:30:00,regular,done,57210220,5.272322
P3_y256_nm1e7_ey1_s2,P3,A_nm,y256_nm1e7,1,512,256,128,10000000,2,1,00:30:00,regular,done,57210221,7.864768
P3_y256_nm1e7_ey1_s3,P3,A_nm,y256_nm1e7,1,512,256,128,10000000,3,1,00:30:00,regular,done,57210222,7.846020
P3_y256_nm1e8_ey1_s2,P3,A_nm,y256_nm1e8,1,512,256,128,100000000,2,2,00:30:00,regular,done,57210223,7.867904
P3_y256_nm1e8_ey1_s3,P3,A_nm,y256_nm1e8,1,512,256,128,100000000,3,2,00:30:00,regular,done,57210224,7.868658
P2_ny32_ey20_s1,P2,B_ny,ny32,20,512,32,128,10000,1,1,00:30:00,regular,done,57240994,1.064730
P2_ny64_ey20_s1,P2,B_ny,ny64,20,512,64,128,10000,1,1,00:30:00,regular,done,57240995,1.237531
P2_ny2048_ey20_s1,P2,B_ny,ny2048,20,512,2048,128,10000,1,1,00:30:00,regular,done,57240996,1.340779
P2_ny4096_ey20_s1,P2,B_ny,ny4096,20,512,4096,128,10000,1,1,00:45:00,regular,done,57240997,1.317670
P2_ny32_ey16_s1,P2,B_ny,ny32,16,512,32,128,14000,1,1,00:30:00,regular,done,57240998,1.198300
P2_ny64_ey16_s1,P2,B_ny,ny64,16,512,64,128,14000,1,1,00:30:00,regular,done,57240999,1.416659
P2_ny2048_ey16_s1,P2,B_ny,ny2048,16,512,2048,128,14000,1,1,00:30:00,regular,done,57241000,1.547002
P2_ny4096_ey16_s1,P2,B_ny,ny4096,16,512,4096,128,14000,1,1,00:45:00,regular,done,57241001,1.552903
P1_ny32_ey12_s1,P1,B_ny,ny32,12,512,32,128,22000,1,1,00:30:00,regular,done,57241002,1.384507
P1_ny64_ey12_s1,P1,B_ny,ny64,12,512,64,128,22000,1,1,00:30:00,regular,done,57241003,1.645094
P1_ny2048_ey12_s1,P1,B_ny,ny2048,12,512,2048,128,22000,1,1,00:30:00,regular,done,57241004,1.786869
P1_ny4096_ey12_s1,P1,B_ny,ny4096,12,512,4096,128,22000,1,1,00:45:00,regular,done,57241005,1.793085
P0_ny32_ey8_s1,P0,B_ny,ny32,8,512,32,128,40000,1,1,00:30:00,regular,done,57241006,1.732163
P0_ny64_ey8_s1,P0,B_ny,ny64,8,512,64,128,40000,1,1,00:30:00,regular,done,57241007,2.115441
P0_ny2048_ey8_s1,P0,B_ny,ny2048,8,512,2048,128,40000,1,1,00:30:00,regular,done,57241008,2.341773
P0_ny4096_ey8_s1,P0,B_ny,ny4096,8,512,4096,128,40000,1,1,00:45:00,regular,done,57241009,2.347535
P1_ny32_ey4_s1,P1,B_ny,ny32,4,512,32,128,110000,1,1,00:30:00,regular,done,57241010,2.513421
P1_ny64_ey4_s1,P1,B_ny,ny64,4,512,64,128,110000,1,1,00:30:00,regular,done,57241011,3.079218
P1_ny2048_ey4_s1,P1,B_ny,ny2048,4,512,2048,128,110000,1,1,00:30:00,regular,done,57241013,3.445491
P1_ny4096_ey4_s1,P1,B_ny,ny4096,4,512,4096,128,110000,1,1,00:45:00,regular,done,57241014,3.447178
P2_ny32_ey2_s1,P2,B_ny,ny32,2,512,32,128,310000,1,1,00:30:00,regular,done,57241015,3.639748
P2_ny64_ey2_s1,P2,B_ny,ny64,2,512,64,128,310000,1,1,00:30:00,regular,done,57241016,4.504641
P2_ny2048_ey2_s1,P2,B_ny,ny2048,2,512,2048,128,310000,1,1,00:30:00,regular,done,57241017,5.177791
P2_ny4096_ey2_s1,P2,B_ny,ny4096,2,512,4096,128,310000,1,1,00:45:00,regular,done,57241018,5.174860
P3_ny32_ey1_s1,P3,B_ny,ny32,1,512,32,128,880000,1,1,00:30:00,regular,done,57241019,5.265547
P3_ny64_ey1_s1,P3,B_ny,ny64,1,512,64,128,880000,1,1,00:30:00,regular,done,57241020,6.749608
P3_ny2048_ey1_s1,P3,B_ny,ny2048,1,512,2048,128,880000,1,1,00:30:00,regular,done,57241021,7.955923
P3_ny4096_ey1_s1,P3,B_ny,ny4096,1,512,4096,128,880000,1,1,00:45:00,regular,done,57241022,7.956468
P3_ny32_ey0p5_s1,P3,B_ny,ny32,0.5,512,32,128,2500000,1,1,00:30:00,regular,done,57241023,7.579167
P3_ny64_ey0p5_s1,P3,B_ny,ny64,0.5,512,64,128,2500000,1,1,00:30:00,regular,done,57241026,9.994226
P3_ny2048_ey0p5_s1,P3,B_ny,ny2048,0.5,512,2048,128,2500000,1,1,00:30:00,regular,done,57241027,11.773721
P3_ny4096_ey0p5_s1,P3,B_ny,ny4096,0.5,512,4096,128,2500000,1,1,00:45:00,regular,done,57241029,11.776787
P2_ny4096_ey20_s2,P2,B_ny,ny4096,20,512,4096,128,10000,2,1,00:45:00,regular,done,57242652,1.278801
P2_ny4096_ey20_s3,P2,B_ny,ny4096,20,512,4096,128,10000,3,1,00:45:00,regular,done,57242653,1.375297
P2_ny2048_ey20_s2,P2,B_ny,ny2048,20,512,2048,128,10000,2,1,00:30:00,regular,done,57242654,1.277448
P2_ny2048_ey20_s3,P2,B_ny,ny2048,20,512,2048,128,10000,3,1,00:30:00,regular,done,57242655,1.365241
P2_ny64_ey20_s2,P2,B_ny,ny64,20,512,64,128,10000,2,1,00:30:00,regular,done,57242656,1.224003
P2_ny64_ey20_s3,P2,B_ny,ny64,20,512,64,128,10000,3,1,00:30:00,regular,done,57242657,1.250339
P2_ny64_ey20_s4,P2,B_ny,ny64,20,512,64,128,10000,4,1,00:30:00,regular,done,57242658,1.246356
P2_ny64_ey20_s5,P2,B_ny,ny64,20,512,64,128,10000,5,1,00:30:00,regular,done,57242659,1.257328
P2_ny128_ey20_s2,P2,B_ny,ny128,20,512,128,128,10000,2,1,00:30:00,regular,done,57242660,1.260872
P2_ny128_ey20_s3,P2,B_ny,ny128,20,512,128,128,10000,3,1,00:30:00,regular,done,57242661,1.319640
P2_ny128_ey20_s4,P2,B_ny,ny128,20,512,128,128,10000,4,1,00:30:00,regular,done,57242662,1.301396
P2_ny128_ey20_s5,P2,B_ny,ny128,20,512,128,128,10000,5,1,00:30:00,regular,done,57242663,1.327744
P2_ny4096_ey16_s2,P2,B_ny,ny4096,16,512,4096,128,14000,2,1,00:45:00,regular,done,57242665,1.505140
P2_ny4096_ey16_s3,P2,B_ny,ny4096,16,512,4096,128,14000,3,1,00:45:00,regular,done,57242666,1.539997
P2_ny2048_ey16_s2,P2,B_ny,ny2048,16,512,2048,128,14000,2,1,00:30:00,regular,done,57242667,1.516612
P2_ny2048_ey16_s3,P2,B_ny,ny2048,16,512,2048,128,14000,3,1,00:30:00,regular,done,57242668,1.530180
P2_ny64_ey16_s2,P2,B_ny,ny64,16,512,64,128,14000,2,1,00:30:00,regular,done,57242669,1.400269
P2_ny64_ey16_s3,P2,B_ny,ny64,16,512,64,128,14000,3,1,00:30:00,regular,done,57242671,1.420916
P2_ny64_ey16_s4,P2,B_ny,ny64,16,512,64,128,14000,4,1,00:30:00,regular,done,57242672,1.433656
P2_ny64_ey16_s5,P2,B_ny,ny64,16,512,64,128,14000,5,1,00:30:00,regular,done,57242673,1.420431
P2_ny128_ey16_s2,P2,B_ny,ny128,16,512,128,128,14000,2,1,00:30:00,regular,done,57242674,1.470135
P2_ny128_ey16_s3,P2,B_ny,ny128,16,512,128,128,14000,3,1,00:30:00,regular,done,57242675,1.502459
P2_ny128_ey16_s4,P2,B_ny,ny128,16,512,128,128,14000,4,1,00:30:00,regular,done,57242676,1.515213
P2_ny128_ey16_s5,P2,B_ny,ny128,16,512,128,128,14000,5,1,00:30:00,regular,done,57242677,1.498694
P1_ny4096_ey12_s2,P1,B_ny,ny4096,12,512,4096,128,22000,2,1,00:45:00,regular,done,57242678,1.754554
P1_ny4096_ey12_s3,P1,B_ny,ny4096,12,512,4096,128,22000,3,1,00:45:00,regular,done,57242679,1.821660
P1_ny2048_ey12_s2,P1,B_ny,ny2048,12,512,2048,128,22000,2,1,00:30:00,regular,done,57242680,1.757108
P1_ny2048_ey12_s3,P1,B_ny,ny2048,12,512,2048,128,22000,3,1,00:30:00,regular,done,57242681,1.830016
P1_ny64_ey12_s2,P1,B_ny,ny64,12,512,64,128,22000,2,1,00:30:00,regular,done,57242682,1.631375
P1_ny64_ey12_s3,P1,B_ny,ny64,12,512,64,128,22000,3,1,00:30:00,regular,done,57242683,1.682578
P1_ny64_ey12_s4,P1,B_ny,ny64,12,512,64,128,22000,4,1,00:30:00,regular,done,57242684,1.693167
P1_ny64_ey12_s5,P1,B_ny,ny64,12,512,64,128,22000,5,1,00:30:00,regular,done,57242685,1.670334
P1_ny128_ey12_s2,P1,B_ny,ny128,12,512,128,128,22000,2,1,00:30:00,regular,done,57242686,1.720901
P1_ny128_ey12_s3,P1,B_ny,ny128,12,512,128,128,22000,3,1,00:30:00,regular,done,57242687,1.783062
P1_ny128_ey12_s4,P1,B_ny,ny128,12,512,128,128,22000,4,1,00:30:00,regular,done,57242688,1.787532
P1_ny128_ey12_s5,P1,B_ny,ny128,12,512,128,128,22000,5,1,00:30:00,regular,done,57242689,1.763960
P0_ny4096_ey8_s2,P0,B_ny,ny4096,8,512,4096,128,40000,2,1,00:45:00,regular,done,57242690,2.289805
P0_ny4096_ey8_s3,P0,B_ny,ny4096,8,512,4096,128,40000,3,1,00:45:00,regular,done,57242692,2.335018
P0_ny2048_ey8_s2,P0,B_ny,ny2048,8,512,2048,128,40000,2,1,00:30:00,regular,done,57242693,2.282027
P0_ny2048_ey8_s3,P0,B_ny,ny2048,8,512,2048,128,40000,3,1,00:30:00,regular,done,57242694,2.330222
P0_ny64_ey8_s2,P0,B_ny,ny64,8,512,64,128,40000,2,1,00:30:00,regular,done,57242695,2.098633
P0_ny64_ey8_s3,P0,B_ny,ny64,8,512,64,128,40000,3,1,00:30:00,regular,done,57242696,2.125472
P0_ny64_ey8_s4,P0,B_ny,ny64,8,512,64,128,40000,4,1,00:30:00,regular,done,57242697,2.102754
P0_ny64_ey8_s5,P0,B_ny,ny64,8,512,64,128,40000,5,1,00:30:00,regular,done,57242698,2.094823
P0_ny128_ey8_s2,P0,B_ny,ny128,8,512,128,128,40000,2,1,00:30:00,regular,done,57242699,2.225086
P0_ny128_ey8_s3,P0,B_ny,ny128,8,512,128,128,40000,3,1,00:30:00,regular,done,57242700,2.269780
P0_ny128_ey8_s4,P0,B_ny,ny128,8,512,128,128,40000,4,1,00:30:00,regular,done,57242701,2.226836
P0_ny128_ey8_s5,P0,B_ny,ny128,8,512,128,128,40000,5,1,00:30:00,regular,done,57242702,2.201994
P1_ny4096_ey4_s2,P1,B_ny,ny4096,4,512,4096,128,110000,2,1,00:45:00,regular,done,57242703,3.436325
P1_ny4096_ey4_s3,P1,B_ny,ny4096,4,512,4096,128,110000,3,1,00:45:00,regular,done,57242704,3.396558
P1_ny2048_ey4_s2,P1,B_ny,ny2048,4,512,2048,128,110000,2,1,00:30:00,regular,done,57242705,3.434122
P1_ny2048_ey4_s3,P1,B_ny,ny2048,4,512,2048,128,110000,3,1,00:30:00,regular,done,57242706,3.388541
P1_ny64_ey4_s2,P1,B_ny,ny64,4,512,64,128,110000,2,1,00:30:00,regular,done,57242707,3.098951
P1_ny64_ey4_s3,P1,B_ny,ny64,4,512,64,128,110000,3,1,00:30:00,regular,done,57242708,3.058045
P1_ny64_ey4_s4,P1,B_ny,ny64,4,512,64,128,110000,4,1,00:30:00,regular,done,57242709,3.108053
P1_ny64_ey4_s5,P1,B_ny,ny64,4,512,64,128,110000,5,1,00:30:00,regular,done,57242711,3.056074
P1_ny128_ey4_s2,P1,B_ny,ny128,4,512,128,128,110000,2,1,00:30:00,regular,done,57242712,3.309408
P1_ny128_ey4_s3,P1,B_ny,ny128,4,512,128,128,110000,3,1,00:30:00,regular,done,57242713,3.261659
P1_ny128_ey4_s4,P1,B_ny,ny128,4,512,128,128,110000,4,1,00:30:00,regular,done,57242715,3.308983
P1_ny128_ey4_s5,P1,B_ny,ny128,4,512,128,128,110000,5,1,00:30:00,regular,done,57242716,3.235086
P2_ny4096_ey2_s2,P2,B_ny,ny4096,2,512,4096,128,310000,2,1,00:45:00,regular,done,57242718,5.159600
P2_ny4096_ey2_s3,P2,B_ny,ny4096,2,512,4096,128,310000,3,1,00:45:00,regular,done,57242719,5.193083
P2_ny2048_ey2_s2,P2,B_ny,ny2048,2,512,2048,128,310000,2,1,00:30:00,regular,done,57242721,5.158038
P2_ny2048_ey2_s3,P2,B_ny,ny2048,2,512,2048,128,310000,3,1,00:30:00,regular,done,57242722,5.192186
P2_ny128_ey2_s2,P2,B_ny,ny128,2,512,128,128,310000,2,1,00:30:00,regular,done,57242723,4.894772
P2_ny128_ey2_s3,P2,B_ny,ny128,2,512,128,128,310000,3,1,00:30:00,regular,done,57242724,4.918101
P2_ny128_ey2_s4,P2,B_ny,ny128,2,512,128,128,310000,4,1,00:30:00,regular,done,57242725,4.971490
P2_ny128_ey2_s5,P2,B_ny,ny128,2,512,128,128,310000,5,1,00:30:00,regular,done,57242726,4.795330
P2_ny256_ey2_s2,P2,B_ny,ny256,2,512,256,128,310000,2,1,00:30:00,regular,done,57242727,5.066115
P2_ny256_ey2_s3,P2,B_ny,ny256,2,512,256,128,310000,3,1,00:30:00,regular,done,57242728,5.097307
P2_ny256_ey2_s4,P2,B_ny,ny256,2,512,256,128,310000,4,1,00:30:00,regular,done,57242729,5.153262
P2_ny256_ey2_s5,P2,B_ny,ny256,2,512,256,128,310000,5,1,00:30:00,regular,done,57242730,4.979862
P3_ny4096_ey1_s2,P3,B_ny,ny4096,1,512,4096,128,880000,2,1,00:45:00,regular,done,57242731,7.919461
P3_ny4096_ey1_s3,P3,B_ny,ny4096,1,512,4096,128,880000,3,1,00:45:00,regular,done,57242732,7.882661
P3_ny2048_ey1_s2,P3,B_ny,ny2048,1,512,2048,128,880000,2,1,00:30:00,regular,done,57242733,7.918588
P3_ny2048_ey1_s3,P3,B_ny,ny2048,1,512,2048,128,880000,3,1,00:30:00,regular,done,57242734,7.882047
P3_ny128_ey1_s2,P3,B_ny,ny128,1,512,128,128,880000,2,1,00:30:00,regular,done,57242735,7.457681
