label,phase,stage,sim,e_y_nm,nx,ny,nz,nm,seed,nodes,walltime,qos,status,slurm_id,L_rate
PC_uncal_ey0p5_s5,PC,compare,uncal,0.5,512,512,256,100000,5,1,00:30:00,regular,done,57274697,5.729339
PC_uncal_ey0p5_s6,PC,compare,uncal,0.5,512,512,256,100000,6,1,00:30:00,regular,done,57274699,5.507066
PC_uncal_ey0p5_s7,PC,compare,uncal,0.5,512,512,256,100000,7,1,00:30:00,regular,done,57274700,5.634329
PC_uncal_ey0p5_s8,PC,compare,uncal,0.5,512,512,256,100000,8,1,00:30:00,regular,done,57274701,5.454430
PC_uncal_ey0p5_s9,PC,compare,uncal,0.5,512,512,256,100000,9,1,00:30:00,regular,done,57274703,5.011949
PC_uncal_ey0p5_s10,PC,compare,uncal,0.5,512,512,256,100000,10,1,00:30:00,regular,done,57274704,5.637425
PC_uncal_ey0p5_s11,PC,compare,uncal,0.5,512,512,256,100000,11,1,00:30:00,regular,done,57274706,5.856447
PC_uncal_ey0p5_s12,PC,compare,uncal,0.5,512,512,256,100000,12,1,00:30:00,regular,done,57274707,4.933254
PC_uncal_ey0p5_s13,PC,compare,uncal,0.5,512,512,256,100000,13,1,00:30:00,regular,done,57274708,5.323335
PC_uncal_ey0p5_s14,PC,compare,uncal,0.5,512,512,256,100000,14,1,00:30:00,regular,done,57274709,5.517214
PC_uncal_ey0p5_s15,PC,compare,uncal,0.5,512,512,256,100000,15,1,00:30:00,regular,done,57274710,5.753642
PC_cal_ey0p5_s4,PC,compare,cal,0.5,512,512,128,2500000,4,1,00:30:00,regular,done,57274713,11.743903
PC_cal_ey0p5_s5,PC,compare,cal,0.5,512,512,128,2500000,5,1,00:30:00,regular,done,57274714,11.722713
PC_cal_ey0p5_s6,PC,compare,cal,0.5,512,512,128,2500000,6,1,00:30:00,regular,done,57274715,11.752472
PC_cal_ey0p5_s7,PC,compare,cal,0.5,512,512,128,2500000,7,1,00:30:00,regular,done,57274716,11.755507
PC_cal_ey0p5_s8,PC,compare,cal,0.5,512,512,128,2500000,8,1,00:30:00,regular,done,57274717,11.737458
PC_cal_ey0p5_s9,PC,compare,cal,0.5,512,512,128,2500000,9,1,00:30:00,regular,done,57274719,11.751104
PC_cal_ey0p5_s10,PC,compare,cal,0.5,512,512,128,2500000,10,1,00:30:00,regular,done,57274721,11.721014
PC_cal_ey0p5_s11,PC,compare,cal,0.5,512,512,128,2500000,11,1,00:30:00,regular,done,57274722,11.776526
PC_cal_ey0p5_s12,PC,compare,cal,0.5,512,512,128,2500000,12,1,00:30:00,regular,done,57274723,11.763260
PC_cal_ey0p5_s13,PC,compare,cal,0.5,512,512,128,2500000,13,1,00:30:00,regular,done,57274725,11.746310
PC_cal_ey0p5_s14,PC,compare,cal,0.5,512,512,128,2500000,14,1,00:30:00,regular,done,57274726,11.735063
PC_cal_ey0p5_s15,PC,compare,cal,0.5,512,512,128,2500000,15,1,00:30:00,regular,done,57274727,11.714588
P2_y256_nm1e5_ey2_s2,P2,A_nm,y256_nm1e5,2,512,256,128,100000,2,1,00:30:00,regular,done,57292355,4.952920
P2_y256_nm1e5_ey2_s3,P2,A_nm,y256_nm1e5,2,512,256,128,100000,3,1,00:30:00,regular,done,57292356,4.863605
P2_y256_nm1e5_ey2_s4,P2,A_nm,y256_nm1e5,2,512,256,128,100000,4,1,00:30:00,regular,done,57292357,4.900539
P2_y256_nm1e5_ey2_s5,P2,A_nm,y256_nm1e5,2,512,256,128,100000,5,1,00:30:00,regular,done,57292358,4.772178
P2_y256_nm1p7e5_ey2_s1,P2,A_nm,y256_nm1p7e5,2,512,256,128,170000,1,1,00:30:00,regular,done,57292359,5.010740
P2_y256_nm1p7e5_ey2_s2,P2,A_nm,y256_nm1p7e5,2,512,256,128,170000,2,1,00:30:00,regular,done,57292360,4.960667
P2_y256_nm1p7e5_ey2_s3,P2,A_nm,y256_nm1p7e5,2,512,256,128,170000,3,1,00:30:00,regular,done,57292361,4.895032
P2_y256_nm1p7e5_ey2_s4,P2,A_nm,y256_nm1p7e5,2,512,256,128,170000,4,1,00:30:00,regular,done,57292362,5.000434
P2_y256_nm1p7e5_ey2_s5,P2,A_nm,y256_nm1p7e5,2,512,256,128,170000,5,1,00:30:00,regular,done,57292363,4.889541
P3_y256_nm1e5_ey1_s2,P3,A_nm,y256_nm1e5,1,512,256,128,100000,2,1,00:30:00,regular,done,57292364,7.501959
P3_y256_nm1e5_ey1_s3,P3,A_nm,y256_nm1e5,1,512,256,128,100000,3,1,00:30:00,regular,done,57292365,7.256194
P3_y256_nm1e5_ey1_s4,P3,A_nm,y256_nm1e5,1,512,256,128,100000,4,1,00:30:00,regular,done,57292366,7.363320
P3_y256_nm1e5_ey1_s5,P3,A_nm,y256_nm1e5,1,512,256,128,100000,5,1,00:30:00,regular,done,57292367,7.301385
P3_y256_nm1p7e5_ey1_s1,P3,A_nm,y256_nm1p7e5,1,512,256,128,170000,1,1,00:30:00,regular,done,57292368,7.669305
P3_y256_nm1p7e5_ey1_s2,P3,A_nm,y256_nm1p7e5,1,512,256,128,170000,2,1,00:30:00,regular,done,57292369,7.582798
P3_y256_nm1p7e5_ey1_s3,P3,A_nm,y256_nm1p7e5,1,512,256,128,170000,3,1,00:30:00,regular,done,57292370,7.326516
P3_y256_nm1p7e5_ey1_s4,P3,A_nm,y256_nm1p7e5,1,512,256,128,170000,4,1,00:30:00,regular,done,57292371,7.567195
P3_y256_nm1p7e5_ey1_s5,P3,A_nm,y256_nm1p7e5,1,512,256,128,170000,5,1,00:30:00,regular,done,57292372,7.451651
P3_y256_nm3e5_ey1_s1,P3,A_nm,y256_nm3e5,1,512,256,128,300000,1,1,00:30:00,regular,done,57292373,7.625945
P3_y256_nm3e5_ey1_s2,P3,A_nm,y256_nm3e5,1,512,256,128,300000,2,1,00:30:00,regular,done,57292375,7.616364
P3_y256_nm3e5_ey1_s3,P3,A_nm,y256_nm3e5,1,512,256,128,300000,3,1,00:30:00,regular,done,57292377,7.677751
P3_y256_nm3e5_ey1_s4,P3,A_nm,y256_nm3e5,1,512,256,128,300000,4,1,00:30:00,regular,done,57292379,7.739213
P3_y256_nm3e5_ey1_s5,P3,A_nm,y256_nm3e5,1,512,256,128,300000,5,1,00:30:00,regular,done,57292381,7.505952
P3_n512_nm1e5_ey0p5_s2,P3,A_nm,n512_nm1e5,0.5,512,512,128,100000,2,1,00:30:00,regular,done,57292383,11.432983
P3_n512_nm1e5_ey0p5_s3,P3,A_nm,n512_nm1e5,0.5,512,512,128,100000,3,1,00:30:00,regular,done,57292385,11.353680
P3_n512_nm1e5_ey0p5_s4,P3,A_nm,n512_nm1e5,0.5,512,512,128,100000,4,1,00:30:00,regular,done,57292390,11.327601
P3_n512_nm1e5_ey0p5_s5,P3,A_nm,n512_nm1e5,0.5,512,512,128,100000,5,1,00:30:00,regular,done,57292392,11.406775
P3_n512_nm1p7e5_ey0p5_s1,P3,A_nm,n512_nm1p7e5,0.5,512,512,128,170000,1,1,00:30:00,regular,done,57292394,11.680857
P3_n512_nm1p7e5_ey0p5_s2,P3,A_nm,n512_nm1p7e5,0.5,512,512,128,170000,2,1,00:30:00,regular,done,57292396,11.457517
P3_n512_nm1p7e5_ey0p5_s3,P3,A_nm,n512_nm1p7e5,0.5,512,512,128,170000,3,1,00:30:00,regular,done,57292398,11.585892
P3_n512_nm1p7e5_ey0p5_s4,P3,A_nm,n512_nm1p7e5,0.5,512,512,128,170000,4,1,00:30:00,regular,done,57292400,11.586677
P3_n512_nm1p7e5_ey0p5_s5,P3,A_nm,n512_nm1p7e5,0.5,512,512,128,170000,5,1,00:30:00,regular,done,57292402,11.398926
P3_n512_nm3e5_ey0p5_s1,P3,A_nm,n512_nm3e5,0.5,512,512,128,300000,1,1,00:30:00,regular,done,57292403,11.632113
P3_n512_nm3e5_ey0p5_s2,P3,A_nm,n512_nm3e5,0.5,512,512,128,300000,2,1,00:30:00,regular,done,57292405,11.582915
P3_n512_nm3e5_ey0p5_s3,P3,A_nm,n512_nm3e5,0.5,512,512,128,300000,3,1,00:30:00,regular,done,57292407,11.707477
P3_n512_nm3e5_ey0p5_s4,P3,A_nm,n512_nm3e5,0.5,512,512,128,300000,4,1,00:30:00,regular,done,57292409,11.630358
P3_n512_nm3e5_ey0p5_s5,P3,A_nm,n512_nm3e5,0.5,512,512,128,300000,5,1,00:30:00,regular,done,57292411,11.583323
P2_y256_nm1e7_ey2_s4,P2,A_nm,y256_nm1e7,2,512,256,128,10000000,4,1,00:30:00,regular,done,57292413,5.262164
P2_y256_nm1e7_ey2_s5,P2,A_nm,y256_nm1e7,2,512,256,128,10000000,5,1,00:30:00,regular,done,57292415,5.264855
P2_y256_nm1e8_ey2_s4,P2,A_nm,y256_nm1e8,2,512,256,128,100000000,4,2,00:30:00,regular,done,57292417,5.272089
P2_y256_nm1e8_ey2_s5,P2,A_nm,y256_nm1e8,2,512,256,128,100000000,5,2,00:30:00,regular,done,57292419,5.270898
P3_y256_nm1e7_ey1_s4,P3,A_nm,y256_nm1e7,1,512,256,128,10000000,4,1,00:30:00,regular,done,57292420,7.862553
P3_y256_nm1e7_ey1_s5,P3,A_nm,y256_nm1e7,1,512,256,128,10000000,5,1,00:30:00,regular,done,57292422,7.857513
P3_y256_nm1e8_ey1_s4,P3,A_nm,y256_nm1e8,1,512,256,128,100000000,4,2,00:30:00,regular,done,57292424,7.868257
P3_y256_nm1e8_ey1_s5,P3,A_nm,y256_nm1e8,1,512,256,128,100000000,5,2,00:30:00,regular,done,57292426,7.867622
P3_n512_nm1e7_ey0p5_s2,P3,A_nm,n512_nm1e7,0.5,512,512,128,10000000,2,1,00:30:00,regular,done,57292428,11.781149
P3_n512_nm1e7_ey0p5_s3,P3,A_nm,n512_nm1e7,0.5,512,512,128,10000000,3,1,00:30:00,regular,done,57292430,11.763562
P3_n512_nm1e8_ey0p5_s2,P3,A_nm,n512_nm1e8,0.5,512,512,128,100000000,2,2,00:30:00,regular,done,57292431,11.780428
P3_n512_nm1e8_ey0p5_s3,P3,A_nm,n512_nm1e8,0.5,512,512,128,100000000,3,2,00:30:00,regular,done,57292433,11.777272
PS_cal2d_ey20_s1,PS,compare,cal2d,20,512,256,128,10000,1,1,00:30:00,regular,done,57613614,1.316836
PS_cal2d_ey20_s2,PS,compare,cal2d,20,512,256,128,10000,2,1,00:30:00,regular,done,57613615,1.280385
PS_cal2d_ey20_s3,PS,compare,cal2d,20,512,256,128,10000,3,1,00:30:00,regular,done,57613616,1.347438
PS_cal2d_ey20_s4,PS,compare,cal2d,20,512,256,128,10000,4,1,00:30:00,regular,done,57613617,1.318589
PS_cal2d_ey20_s5,PS,compare,cal2d,20,512,256,128,10000,5,1,00:30:00,regular,done,57613618,1.347487
PS_cal2d_ey20_s6,PS,compare,cal2d,20,512,256,128,10000,6,1,00:30:00,regular,done,57613620,1.361627
PS_cal2d_ey20_s7,PS,compare,cal2d,20,512,256,128,10000,7,1,00:30:00,regular,done,57613621,1.340573
PS_cal2d_ey20_s8,PS,compare,cal2d,20,512,256,128,10000,8,1,00:30:00,regular,done,57613624,1.313283
PS_cal2d_ey20_s9,PS,compare,cal2d,20,512,256,128,10000,9,1,00:30:00,regular,done,57613626,1.354098
PS_cal2d_ey20_s10,PS,compare,cal2d,20,512,256,128,10000,10,1,00:30:00,regular,done,57613627,1.336222
PS_cal2d_ey20_s11,PS,compare,cal2d,20,512,256,128,10000,11,1,00:30:00,regular,done,57613628,1.326819
PS_cal2d_ey20_s12,PS,compare,cal2d,20,512,256,128,10000,12,1,00:30:00,regular,done,57613629,1.337346
PS_cal2d_ey20_s13,PS,compare,cal2d,20,512,256,128,10000,13,1,00:30:00,regular,done,57613630,1.335195
PS_cal2d_ey20_s14,PS,compare,cal2d,20,512,256,128,10000,14,1,00:30:00,regular,done,57613631,1.379370
PS_cal2d_ey20_s15,PS,compare,cal2d,20,512,256,128,10000,15,1,00:30:00,regular,done,57613634,1.341274
PS_cal2d_ey16_s1,PS,compare,cal2d,16,512,256,128,14000,1,1,00:30:00,regular,done,57613635,1.536144
PS_cal2d_ey16_s2,PS,compare,cal2d,16,512,256,128,14000,2,1,00:30:00,regular,done,57613636,1.502976
PS_cal2d_ey16_s3,PS,compare,cal2d,16,512,256,128,14000,3,1,00:30:00,regular,done,57613637,1.528898
PS_cal2d_ey16_s4,PS,compare,cal2d,16,512,256,128,14000,4,1,00:30:00,regular,done,57613638,1.542197
PS_cal2d_ey16_s5,PS,compare,cal2d,16,512,256,128,14000,5,1,00:30:00,regular,done,57613639,1.520328
PS_cal2d_ey16_s6,PS,compare,cal2d,16,512,256,128,14000,6,1,00:30:00,regular,done,57613640,1.527629
PS_cal2d_ey16_s7,PS,compare,cal2d,16,512,256,128,14000,7,1,00:30:00,regular,done,57613641,1.527671
PS_cal2d_ey16_s8,PS,compare,cal2d,16,512,256,128,14000,8,1,00:30:00,regular,done,57613642,1.517419
PS_cal2d_ey16_s9,PS,compare,cal2d,16,512,256,128,14000,9,1,00:30:00,regular,done,57613643,1.518170
PS_cal2d_ey16_s10,PS,compare,cal2d,16,512,256,128,14000,10,1,00:30:00,regular,done,57613644,1.481190
PS_cal2d_ey16_s11,PS,compare,cal2d,16,512,256,128,14000,11,1,00:30:00,regular,done,57613645,1.491869
PS_cal2d_ey16_s12,PS,compare,cal2d,16,512,256,128,14000,12,1,00:30:00,regular,done,57613646,1.531359
PS_cal2d_ey16_s13,PS,compare,cal2d,16,512,256,128,14000,13,1,00:30:00,regular,done,57613647,1.529966
PS_cal2d_ey16_s14,PS,compare,cal2d,16,512,256,128,14000,14,1,00:30:00,regular,done,57613648,1.530428
PS_cal2d_ey16_s15,PS,compare,cal2d,16,512,256,128,14000,15,1,00:30:00,regular,done,57613649,1.554765
PS_cal2d_ey12_s1,PS,compare,cal2d,12,512,256,128,22000,1,1,00:30:00,regular,done,57613650,1.781347
PS_cal2d_ey12_s2,PS,compare,cal2d,12,512,256,128,22000,2,1,00:30:00,regular,done,57613651,1.751850
PS_cal2d_ey12_s3,PS,compare,cal2d,12,512,256,128,22000,3,1,00:30:00,regular,done,57613652,1.816770
PS_cal2d_ey12_s4,PS,compare,cal2d,12,512,256,128,22000,4,1,00:30:00,regular,done,57613653,1.822463
PS_cal2d_ey12_s5,PS,compare,cal2d,12,512,256,128,22000,5,1,00:30:00,regular,done,57613654,1.797830
PS_cal2d_ey12_s6,PS,compare,cal2d,12,512,256,128,22000,6,1,00:30:00,regular,done,57613655,1.782298
PS_cal2d_ey12_s7,PS,compare,cal2d,12,512,256,128,22000,7,1,00:30:00,regular,done,57613656,1.803878
PS_cal2d_ey12_s8,PS,compare,cal2d,12,512,256,128,22000,8,1,00:30:00,regular,done,57613657,1.838514
PS_cal2d_ey12_s9,PS,compare,cal2d,12,512,256,128,22000,9,1,00:30:00,regular,done,57613658,1.789987
PS_cal2d_ey12_s10,PS,compare,cal2d,12,512,256,128,22000,10,1,00:30:00,regular,done,57613659,1.732978
PS_cal2d_ey12_s11,PS,compare,cal2d,12,512,256,128,22000,11,1,00:30:00,regular,done,57613660,1.807472
PS_cal2d_ey12_s12,PS,compare,cal2d,12,512,256,128,22000,12,1,00:30:00,regular,done,57613661,1.779696
PS_cal2d_ey12_s13,PS,compare,cal2d,12,512,256,128,22000,13,1,00:30:00,regular,done,57613662,1.781092
PS_cal2d_ey12_s14,PS,compare,cal2d,12,512,256,128,22000,14,1,00:30:00,regular,done,57613663,1.789574
PS_cal2d_ey12_s15,PS,compare,cal2d,12,512,256,128,22000,15,1,00:30:00,regular,done,57613664,1.793975
PS_cal2d_ey8_s1,PS,compare,cal2d,8,512,256,128,40000,1,1,00:30:00,regular,done,57613665,2.313712
PS_cal2d_ey8_s2,PS,compare,cal2d,8,512,256,128,40000,2,1,00:30:00,regular,done,57613666,2.261056
PS_cal2d_ey8_s3,PS,compare,cal2d,8,512,256,128,40000,3,1,00:30:00,regular,done,57613667,2.313368
PS_cal2d_ey8_s4,PS,compare,cal2d,8,512,256,128,40000,4,1,00:30:00,regular,done,57613668,2.273658
PS_cal2d_ey8_s5,PS,compare,cal2d,8,512,256,128,40000,5,1,00:30:00,regular,done,57613669,2.242019
PS_cal2d_ey8_s6,PS,compare,cal2d,8,512,256,128,40000,6,1,00:30:00,regular,done,57613670,2.234962
PS_cal2d_ey8_s7,PS,compare,cal2d,8,512,256,128,40000,7,1,00:30:00,regular,done,57613672,2.249089
PS_cal2d_ey8_s8,PS,compare,cal2d,8,512,256,128,40000,8,1,00:30:00,regular,done,57613673,2.305154
PS_cal2d_ey8_s9,PS,compare,cal2d,8,512,256,128,40000,9,1,00:30:00,regular,done,57613674,2.205029
PS_cal2d_ey8_s10,PS,compare,cal2d,8,512,256,128,40000,10,1,00:30:00,regular,done,57613675,2.102817
PS_cal2d_ey8_s11,PS,compare,cal2d,8,512,256,128,40000,11,1,00:30:00,regular,done,57613676,2.250413
PS_cal2d_ey8_s12,PS,compare,cal2d,8,512,256,128,40000,12,1,00:30:00,regular,done,57613677,2.151775
PS_cal2d_ey8_s13,PS,compare,cal2d,8,512,256,128,40000,13,1,00:30:00,regular,done,57613678,2.328797
PS_cal2d_ey8_s14,PS,compare,cal2d,8,512,256,128,40000,14,1,00:30:00,regular,done,57613679,2.275477
PS_cal2d_ey8_s15,PS,compare,cal2d,8,512,256,128,40000,15,1,00:30:00,regular,done,57613680,2.303853
PS_cal2d_ey4_s1,PS,compare,cal2d,4,512,256,128,110000,1,1,00:30:00,regular,done,57613681,3.396624
PS_cal2d_ey4_s2,PS,compare,cal2d,4,512,256,128,110000,2,1,00:30:00,regular,done,57613682,3.394665
PS_cal2d_ey4_s3,PS,compare,cal2d,4,512,256,128,110000,3,1,00:30:00,regular,done,57613683,3.349151
PS_cal2d_ey4_s4,PS,compare,cal2d,4,512,256,128,110000,4,1,00:30:00,regular,done,57613684,3.396699
PS_cal2d_ey4_s5,PS,compare,cal2d,4,512,256,128,110000,5,1,00:30:00,regular,done,57613685,3.304703
PS_cal2d_ey4_s6,PS,compare,cal2d,4,512,256,128,110000,6,1,00:30:00,regular,done,57613686,3.314162
PS_cal2d_ey4_s7,PS,compare,cal2d,4,512,256,128,110000,7,1,00:30:00,regular,done,57613687,3.412393
PS_cal2d_ey4_s8,PS,compare,cal2d,4,512,256,128,110000,8,1,00:30:00,regular,done,57613688,3.387020
PS_cal2d_ey4_s9,PS,compare,cal2d,4,512,256,128,110000,9,1,00:30:00,regular,done,57613689,3.267401
PS_cal2d_ey4_s10,PS,compare,cal2d,4,512,256,128,110000,10,1,00:30:00,regular,done,57613690,3.215336
PS_cal2d_ey4_s11,PS,compare,cal2d,4,512,256,128,110000,11,1,00:30:00,regular,done,57613691,3.390966
PS_cal2d_ey4_s12,PS,compare,cal2d,4,512,256,128,110000,12,1,00:30:00,regular,done,57613692,3.380449
PS_cal2d_ey4_s13,PS,compare,cal2d,4,512,256,128,110000,13,1,00:30:00,regular,done,57613693,3.346991
PS_cal2d_ey4_s14,PS,compare,cal2d,4,512,256,128,110000,14,1,00:30:00,regular,done,57613694,3.350201
PS_cal2d_ey4_s15,PS,compare,cal2d,4,512,256,128,110000,15,1,00:30:00,regular,done,57613695,3.462075
PS_cal2d_ey2_s1,PS,compare,cal2d,2,512,256,128,310000,1,1,00:30:00,regular,done,57613696,5.080116
PS_cal2d_ey2_s2,PS,compare,cal2d,2,512,256,128,310000,2,1,00:30:00,regular,done,57613697,5.065404
PS_cal2d_ey2_s3,PS,compare,cal2d,2,512,256,128,310000,3,1,00:30:00,regular,done,57613698,5.096270
PS_cal2d_ey2_s4,PS,compare,cal2d,2,512,256,128,310000,4,1,00:30:00,regular,done,57613699,5.152862
PS_cal2d_ey2_s5,PS,compare,cal2d,2,512,256,128,310000,5,1,00:30:00,regular,done,57613700,4.979447
PS_cal2d_ey2_s6,PS,compare,cal2d,2,512,256,128,310000,6,1,00:30:00,regular,done,57613701,4.955010
PS_cal2d_ey2_s7,PS,compare,cal2d,2,512,256,128,310000,7,1,00:30:00,regular,done,57613702,5.191147
PS_cal2d_ey2_s8,PS,compare,cal2d,2,512,256,128,310000,8,1,00:30:00,regular,done,57613703,5.177654
PS_cal2d_ey2_s9,PS,compare,cal2d,2,512,256,128,310000,9,1,00:30:00,regular,done,57613704,4.927528
PS_cal2d_ey2_s10,PS,compare,cal2d,2,512,256,128,310000,10,1,00:30:00,regular,done,57613705,4.991946
PS_cal2d_ey2_s11,PS,compare,cal2d,2,512,256,128,310000,11,1,00:30:00,regular,done,57613706,5.158264
PS_cal2d_ey2_s12,PS,compare,cal2d,2,512,256,128,310000,12,1,00:30:00,regular,done,57613707,5.107482
PS_cal2d_ey2_s13,PS,compare,cal2d,2,512,256,128,310000,13,1,00:30:00,regular,done,57613708,5.039328
PS_cal2d_ey2_s14,PS,compare,cal2d,2,512,256,128,310000,14,1,00:30:00,regular,done,57613709,5.143615
PS_cal2d_ey2_s15,PS,compare,cal2d,2,512,256,128,310000,15,1,00:30:00,regular,done,57613710,5.023187
PS_cal2d_ey1_s1,PS,compare,cal2d,1,512,512,128,880000,1,1,00:30:00,regular,done,57613711,7.925114
PS_cal2d_ey1_s2,PS,compare,cal2d,1,512,512,128,880000,2,1,00:30:00,regular,done,57613712,7.887046
PS_cal2d_ey1_s3,PS,compare,cal2d,1,512,512,128,880000,3,1,00:30:00,regular,done,57613713,7.848062
PS_cal2d_ey1_s4,PS,compare,cal2d,1,512,512,128,880000,4,1,00:30:00,regular,done,57613714,7.784007
PS_cal2d_ey1_s5,PS,compare,cal2d,1,512,512,128,880000,5,1,00:30:00,regular,done,57613715,7.882926
PS_cal2d_ey1_s6,PS,compare,cal2d,1,512,512,128,880000,6,1,00:30:00,regular,done,57613716,7.882254
PS_cal2d_ey1_s7,PS,compare,cal2d,1,512,512,128,880000,7,1,00:30:00,regular,done,57613717,7.895535
PS_cal2d_ey1_s8,PS,compare,cal2d,1,512,512,128,880000,8,1,00:30:00,regular,done,57613718,7.855119
PS_cal2d_ey1_s9,PS,compare,cal2d,1,512,512,128,880000,9,1,00:30:00,regular,done,57613719,7.843245
PS_cal2d_ey1_s10,PS,compare,cal2d,1,512,512,128,880000,10,1,00:30:00,regular,done,57613720,7.866796
PS_cal2d_ey1_s11,PS,compare,cal2d,1,512,512,128,880000,11,1,00:30:00,regular,done,57613721,7.849120
PS_cal2d_ey1_s12,PS,compare,cal2d,1,512,512,128,880000,12,1,00:30:00,regular,done,57613722,7.900665
PS_cal2d_ey1_s13,PS,compare,cal2d,1,512,512,128,880000,13,1,00:30:00,regular,done,57613723,7.859416
PS_cal2d_ey1_s14,PS,compare,cal2d,1,512,512,128,880000,14,1,00:30:00,regular,done,57613724,7.805208
PS_cal2d_ey1_s15,PS,compare,cal2d,1,512,512,128,880000,15,1,00:30:00,regular,done,57613725,7.803224
PS_cal2d_ey0p5_s1,PS,compare,cal2d,0.5,512,512,128,2500000,1,1,00:30:00,regular,done,57613726,11.746805
PS_cal2d_ey0p5_s2,PS,compare,cal2d,0.5,512,512,128,2500000,2,1,00:30:00,regular,done,57613727,11.761826
PS_cal2d_ey0p5_s3,PS,compare,cal2d,0.5,512,512,128,2500000,3,1,00:30:00,regular,done,57613728,11.745757
PS_cal2d_ey0p5_s4,PS,compare,cal2d,0.5,512,512,128,2500000,4,1,00:30:00,regular,done,57613729,11.743672
PS_cal2d_ey0p5_s5,PS,compare,cal2d,0.5,512,512,128,2500000,5,1,00:30:00,regular,done,57613730,11.722514
PS_cal2d_ey0p5_s6,PS,compare,cal2d,0.5,512,512,128,2500000,6,1,00:30:00,regular,done,57613731,11.752595
PS_cal2d_ey0p5_s7,PS,compare,cal2d,0.5,512,512,128,2500000,7,1,00:30:00,regular,done,57613732,11.756113
PS_cal2d_ey0p5_s8,PS,compare,cal2d,0.5,512,512,128,2500000,8,1,00:30:00,regular,done,57613733,11.737621
PS_cal2d_ey0p5_s9,PS,compare,cal2d,0.5,512,512,128,2500000,9,1,00:30:00,regular,done,57613734,11.751312
PS_cal2d_ey0p5_s10,PS,compare,cal2d,0.5,512,512,128,2500000,10,1,00:30:00,regular,done,57613735,11.721769
PS_cal2d_ey0p5_s11,PS,compare,cal2d,0.5,512,512,128,2500000,11,1,00:30:00,regular,done,57613736,11.776943
PS_cal2d_ey0p5_s12,PS,compare,cal2d,0.5,512,512,128,2500000,12,1,00:30:00,regular,done,57613737,11.763252
PS_cal2d_ey0p5_s13,PS,compare,cal2d,0.5,512,512,128,2500000,13,1,00:30:00,regular,done,57613738,11.745335
PS_cal2d_ey0p5_s14,PS,compare,cal2d,0.5,512,512,128,2500000,14,1,00:30:00,regular,done,57613739,11.735354
PS_cal2d_ey0p5_s15,PS,compare,cal2d,0.5,512,512,128,2500000,15,1,00:30:00,regular,done,57613740,11.715011
PT_g32_nm1e3_ey8_s1,PT,coarse,g32_nm1e3,8,32,32,32,1000,1,1,00:30:00,regular,done,57613850,1.546948
PT_g32_nm1e3_ey8_s2,PT,coarse,g32_nm1e3,8,32,32,32,1000,2,1,00:30:00,regular,done,57613851,1.518612
PT_g32_nm1e3_ey8_s3,PT,coarse,g32_nm1e3,8,32,32,32,1000,3,1,00:30:00,regular,done,57613852,1.514043
PT_g32_nm1e3_ey8_s4,PT,coarse,g32_nm1e3,8,32,32,32,1000,4,1,00:30:00,regular,done,57613853,1.503936
PT_g32_nm1e3_ey8_s5,PT,coarse,g32_nm1e3,8,32,32,32,1000,5,1,00:30:00,regular,done,57613862,1.497740
PT_g32_nm1e3_ey8_s6,PT,coarse,g32_nm1e3,8,32,32,32,1000,6,1,00:30:00,regular,done,57613864,1.566550
PT_g32_nm1e3_ey8_s7,PT,coarse,g32_nm1e3,8,32,32,32,1000,7,1,00:30:00,regular,done,57613865,1.549471
PT_g32_nm1e3_ey8_s8,PT,coarse,g32_nm1e3,8,32,32,32,1000,8,1,00:30:00,regular,done,57613869,1.527987
PT_g32_nm1e3_ey8_s9,PT,coarse,g32_nm1e3,8,32,32,32,1000,9,1,00:30:00,regular,done,57613870,1.493903
PT_g32_nm1e3_ey8_s10,PT,coarse,g32_nm1e3,8,32,32,32,1000,10,1,00:30:00,regular,done,57613871,1.504802
PT_g32_nm1e3_ey8_s11,PT,coarse,g32_nm1e3,8,32,32,32,1000,11,1,00:30:00,regular,done,57613872,1.472196
PT_g32_nm1e3_ey8_s12,PT,coarse,g32_nm1e3,8,32,32,32,1000,12,1,00:30:00,regular,done,57613873,1.532317
PT_g32_nm1e3_ey8_s13,PT,coarse,g32_nm1e3,8,32,32,32,1000,13,1,00:30:00,regular,done,57613875,1.515805
PT_g32_nm1e3_ey8_s14,PT,coarse,g32_nm1e3,8,32,32,32,1000,14,1,00:30:00,regular,done,57613876,1.485782
PT_g32_nm1e3_ey8_s15,PT,coarse,g32_nm1e3,8,32,32,32,1000,15,1,00:30:00,regular,done,57613877,1.484468
PT_g32_nm1e4_ey8_s1,PT,coarse,g32_nm1e4,8,32,32,32,10000,1,1,00:30:00,regular,done,57613878,1.521827
PT_g32_nm1e4_ey8_s2,PT,coarse,g32_nm1e4,8,32,32,32,10000,2,1,00:30:00,regular,done,57613879,1.502281
PT_g32_nm1e4_ey8_s3,PT,coarse,g32_nm1e4,8,32,32,32,10000,3,1,00:30:00,regular,done,57613880,1.500146
PT_g32_nm1e4_ey8_s4,PT,coarse,g32_nm1e4,8,32,32,32,10000,4,1,00:30:00,regular,done,57613881,1.513433
PT_g32_nm1e4_ey8_s5,PT,coarse,g32_nm1e4,8,32,32,32,10000,5,1,00:30:00,regular,done,57613882,1.517291
PT_g32_nm1e4_ey8_s6,PT,coarse,g32_nm1e4,8,32,32,32,10000,6,1,00:30:00,regular,done,57613883,1.519421
