step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
0,8.398232869259485e-09,8.50551489068504e-09,8.86962419093846e-09,8.3499648432935e-09,8.083254849877163e-09,8.063094321083765e-09
1,8.277605800705193e-09,8.36063631094721e-09,8.754988149471533e-09,8.229943972441411e-09,7.964638101244393e-09,7.934041169269607e-09
2,8.157142971766321e-09,8.215073233262373e-09,8.591801349267489e-09,8.110084584002135e-09,7.854032557328076e-09,7.802185468780275e-09
3,8.036851767714418e-09,8.077726755159998e-09,8.455953231928341e-09,7.990393944898507e-09,7.718184333068528e-09,7.697696721330799e-09
4,7.916740011835675e-09,7.977175450854656e-09,8.340894071340709e-09,7.870879753530095e-09,7.6264008381412e-09,7.614018025352755e-09
5,7.796815997456368e-09,7.819712041725608e-09,8.228758183450872e-09,7.751550171368757e-09,7.53259879698938e-09,7.472410443320517e-09
6,7.677088522727097e-09,7.714366853624526e-09,8.098834915549595e-09,7.632413857281441e-09,7.4496541793942985e-09,7.372645953079995e-09
7,7.557566928435955e-09,7.632984111165892e-09,7.940496779277508e-09,7.513480004848159e-09,7.324934445290131e-09,7.237245082187553e-09
8,7.43826113915023e-09,7.520497022876873e-09,7.822936435291693e-09,7.394758382972424e-09,7.219674119010873e-09,7.100159540426223e-09
9,7.319181708018807e-09,7.410497447909127e-09,7.73829799537154e-09,7.276259380113323e-09,7.091602317063122e-09,7.018872686733222e-09
10,7.20033986560383e-09,7.300699466879235e-09,7.581737594687186e-09,7.157994052504566e-09,6.970488797771995e-09,6.871800512259687e-09
11,7.081747573149577e-09,7.191332654311727e-09,7.508665757270257e-09,7.039974176767436e-09,6.878616166114976e-09,6.789028784046327e-09
12,6.9634175807439856e-09,7.073443491031411e-09,7.3264893379133736e-09,6.922212307367711e-09,6.775576242804109e-09,6.6846238861602576e-09
13,6.845363490875902e-09,6.95389807528118e-09,7.240118090635715e-09,6.804721839417999e-09,6.675983415401085e-09,6.561031013171438e-09
14,6.727599827948778e-09,6.8225991168881095e-09,7.145023870612008e-09,6.687517077383083e-09,6.541436002873737e-09,6.494261321132674e-09
15,6.610142114373344e-09,6.690143207675596e-09,6.999902870949161e-09,6.570613310307423e-09,6.431852762188149e-09,6.385251583576974e-09
16,6.493006953931464e-09,6.564159810684664e-09,6.915540587864557e-09,6.454026894253548e-09,6.303613585256085e-09,6.271698442509237e-09
17,6.376212123179848e-09,6.434043531689521e-09,6.750381146907179e-09,6.337775342718303e-09,6.205698448755562e-09,6.190969418224801e-09
18,6.2597766717480435e-09,6.299121009352035e-09,6.634115355772014e-09,6.22187742587792e-09,6.091862968938467e-09,6.087424047647606e-09
19,6.1437210324792425e-09,6.1987881057072394e-09,6.510314784434353e-09,6.1063532796090544e-09,5.980594655124787e-09,5.9898928046061014e-09
20,6.028067142466602e-09,6.081275214305511e-09,6.374007627913244e-09,5.991224525336813e-09,5.902283049617255e-09,5.88982619475145e-09
21,5.912838576152055e-09,5.9730528984749216e-09,6.305112146079017e-09,5.876514401876722e-09,5.75337805241072e-09,5.786974517183903e-09
