step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,1.0087986484996652e-09,1.0056253055077181e-09,1.0050110687165571e-09,1.0067059383406592e-09,1.00696563162217e-09,1.0053248224152137e-09
31,9.863777620036887e-10,9.835321637087945e-10,9.823273157166072e-10,9.843136602643378e-10,9.843120304680633e-10,9.822148863588394e-10
32,9.641121703756317e-10,9.610587766430768e-10,9.602316861186605e-10,9.620784912183936e-10,9.62114942500332e-10,9.599285421730896e-10
33,9.419849708642947e-10,9.392620919067735e-10,9.3809367453674e-10,9.399863956465795e-10,9.40018132382563e-10,9.377614767842326e-10
34,9.199658841379324e-10,9.176272913326528e-10,9.157959931314952e-10,9.18010188398477e-10,9.186542717044656e-10,9.149412918024239e-10
35,8.980136971763564e-10,8.957225085816622e-10,8.936464340669411e-10,8.961076836572251e-10,8.961572787308735e-10,8.92414875513766e-10
36,8.760636801424841e-10,8.733451513836932e-10,8.710681351079945e-10,8.742098495776995e-10,8.732046578856238e-10,8.70208259868908e-10
37,8.540045193204653e-10,8.508447192574332e-10,8.485951900275379e-10,8.522046408869527e-10,8.500121613610519e-10,8.468533137662726e-10
38,8.316597514085426e-10,8.275896961320444e-10,8.242493133623384e-10,8.299164848469055e-10,8.270549494437571e-10,8.225192600217334e-10
39,8.087706193904555e-10,8.03152005350649e-10,7.977823161026968e-10,8.070822129545151e-10,8.017725628230327e-10,7.975889723146301e-10
40,7.849685739806719e-10,7.75935337444614e-10,7.684796643963522e-10,7.833250117412801e-10,7.737905339699878e-10,7.666049969338032e-10
41,7.597396475788262e-10,7.461878649524552e-10,7.345879538470463e-10,7.58116496974932e-10,7.434637424647842e-10,7.334174451442674e-10
42,7.32388890560512e-10,7.112232400385774e-10,6.94725830748183e-10,7.307325471871095e-10,7.092161509455105e-10,6.938522957322854e-10
43,7.02011881314991e-10,6.707260029917519e-10,6.456330761053497e-10,7.002246225538883e-10,6.679252954685759e-10,6.44158928954159e-10
44,6.674857364996145e-10,6.218366220965888e-10,5.844583276740155e-10,6.654304886212914e-10,6.188371427060935e-10,5.823238953270964e-10
45,6.275091594293084e-10,5.606697296104171e-10,5.004171826539409e-10,6.250552427094322e-10,5.57007450431463e-10,5.023065979504373e-10
46,5.807539778778747e-10,4.844337503914926e-10,3.907544708663832e-10,5.778271394737771e-10,4.794159644106148e-10,3.8601252685618515e-10
47,5.262458715932906e-10,3.8972932038800843e-10,2.5369924162231024e-10,5.228481077280041e-10,3.839754329756224e-10,2.475390912075168e-10
48,4.6424037618542107e-10,2.7704490817144205e-10,1.408769742641282e-10,4.605124676200729e-10,2.719920356816549e-10,1.3976911802094193e-10
49,3.978320552877702e-10,2.0230523323841571e-10,1.2639312971535754e-10,3.941736858318769e-10,2.0244228633277385e-10,1.2866628270795787e-10
50,3.35046742308768e-10,1.955876958408771e-10,1.5804749755228645e-10,3.3216447408380865e-10,1.980636174437541e-10,1.606600936288207e-10
51,2.891029587402143e-10,2.17402753316581e-10,2.0536116118863261e-10,2.8767214774501524e-10,2.2011790479501902e-10,2.0794039100836777e-10
52,2.7028849534422813e-10,2.404209469089046e-10,2.4140484710913803e-10,2.7033615483599594e-10,2.4133175676600093e-10,2.4100753702162715e-10
53,2.7265775911576555e-10,2.3961372871988396e-10,2.3209245883564986e-10,2.7353729002532966e-10,2.415354454307811e-10,2.3220678964118788e-10
54,2.789087578423913e-10,2.0874023358613185e-10,1.7060125406091345e-10,2.7988953041473034e-10,2.085933541606777e-10,1.7135932442948007e-10
55,2.774959388829078e-10,1.9616211955114743e-10,1.4930294416918192e-10,2.780431931786754e-10,1.9823948841370882e-10,1.5096387980591345e-10
56,2.676035650309596e-10,2.0138106280803126e-10,1.637615825819481e-10,2.674179689977741e-10,2.0085424983718777e-10,1.644365389940184e-10
57,2.5493986095532133e-10,1.9553490179039649e-10,1.7315210226065304e-10,2.5426185392914527e-10,1.9482419589372657e-10,1.7370667148794605e-10
58,2.454077375790714e-10,1.8557667163314122e-10,1.676035952903306e-10,2.449143400390719e-10,1.8651063854851177e-10,1.6802568845183364e-10
59,2.404700760048061e-10,1.884696201014542e-10,1.4978340272441693e-10,2.4050913697173673e-10,1.8987699951436417e-10,1.508532680352092e-10
60,2.382666314387051e-10,1.8701053023417487e-10,1.5844541486794532e-10,2.384011619125248e-10,1.8613073403694137e-10,1.583759303982312e-10
61,2.3668140776852296e-10,1.8286301338574506e-10,1.5923761043381305e-10,2.365813538327582e-10,1.82478149005272e-10,1.5738490579533833e-10
62,2.345869958182751e-10,1.8181503631981796e-10,1.5480719039413153e-10,2.346009472115983e-10,1.8246543066171795e-10,1.5386555659475718e-10
63,2.330432897279316e-10,1.766448778645259e-10,1.476802890837345e-10,2.3318774223829114e-10,1.7559129419299403e-10,1.4587152428870644e-10
64,2.330178871593532e-10,1.8170499031648954e-10,1.5490917993860275e-10,2.333840226073629e-10,1.8195085518883534e-10,1.554494732585916e-10
65,2.352965686621901e-10,1.8728981175960513e-10,1.6336084305600291e-10,2.361446968079493e-10,1.8721078709711453e-10,1.631142600843039e-10
66,2.381609072146633e-10,1.799759535257847e-10,1.5055931822835655e-10,2.390981044243983e-10,1.807314238392218e-10,1.5147985197060572e-10
67,2.404702182412441e-10,1.8705093995641564e-10,1.5797374403864486e-10,2.408652167693075e-10,1.870775718739506e-10,1.5872460557557436e-10
68,2.416750411394744e-10,1.8191321453892588e-10,1.5128968449730843e-10,2.4153214627149017e-10,1.8365695818047732e-10,1.5266889757989172e-10
69,2.449896812049842e-10,1.9179560526464585e-10,1.6790422324616267e-10,2.44514025304286e-10,1.9134977893949013e-10,1.6905863988094221e-10
70,2.5125080961155617e-10,1.9247185200395397e-10,1.6041038502017967e-10,2.5118731093104125e-10,1.927325665770373e-10,1.5847539803744313e-10
71,2.598177031262406e-10,1.9397688462348604e-10,1.6130801943223763e-10,2.60221356971436e-10,1.9589409331729706e-10,1.645999474676328e-10
72,2.6856077060013113e-10,2.037575396423339e-10,1.7281270996889446e-10,2.6886276694368145e-10,2.0622488356510583e-10,1.7636041760313988e-10
73,2.765931225359984e-10,2.0721921116942497e-10,1.681576745635601e-10,2.7648238300900753e-10,2.09058120396021e-10,1.7207596582285146e-10
74,2.851269573168263e-10,2.1718545484806287e-10,1.779557125147584e-10,2.8499230688186065e-10,2.171654710203955e-10,1.7929570615235902e-10
75,2.960984989443851e-10,2.2447494453830387e-10,1.871406284975072e-10,2.964532311736226e-10,2.2479179223577954e-10,1.892522720892689e-10
76,3.1060585492619783e-10,2.344948685850858e-10,1.9589970367388513e-10,3.1144191709573845e-10,2.3746215878131923e-10,1.9841942187751628e-10
77,3.282607396423993e-10,2.456074961344714e-10,2.0329406410738073e-10,3.292882127277746e-10,2.485167366015132e-10,2.0600099432173888e-10
78,3.4819808186497436e-10,2.640629967365703e-10,2.1622563584894023e-10,3.493058881429798e-10,2.6576385284043127e-10,2.2113637294208215e-10
79,3.696906906677556e-10,2.7939135155148097e-10,2.2815452151612782e-10,3.709007414201058e-10,2.820051612960259e-10,2.3455441075232023e-10
80,3.927026633701323e-10,2.950814237465536e-10,2.4031034916214444e-10,3.9417470000820387e-10,2.979170580228647e-10,2.410601754580288e-10
81,4.1754481730786496e-10,3.129550217482502e-10,2.5492738620745994e-10,4.1954588942033836e-10,3.159056737396562e-10,2.5749892305335157e-10
82,4.4458702798130466e-10,3.3415707938981516e-10,2.7100233583990483e-10,4.4733250034333627e-10,3.3761477070604744e-10,2.8383538945841307e-10
83,4.740940649326764e-10,3.5482066778458533e-10,2.886291733254388e-10,4.776729445051558e-10,3.585683270498559e-10,3.029005577659368e-10
84,5.061738216539753e-10,3.749130007113457e-10,3.099214165748343e-10,5.10598131857456e-10,3.8191953710084706e-10,3.2343460657412324e-10
85,5.408475548525462e-10,4.0268879502392283e-10,3.370722249831596e-10,5.460637285451448e-10,4.1153657284787664e-10,3.4954760565112636e-10
128,2.747851472573438e-09,2.360442889284807e-09,2.0802620314109995e-09,2.7627614773409883e-09,2.3920398360247925e-09,2.162990510267612e-09
