step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,1.006247507891616e-09,1.0066029220667072e-09,1.0075106655878195e-09,1.0070559012059358e-09,1.004409036385079e-09,1.0025070061394207e-09
31,9.838887173166527e-10,9.842292481950112e-10,9.847159706588e-10,9.84758605081982e-10,9.82702459139751e-10,9.803798015216697e-10
32,9.61686512213944e-10,9.618645879026784e-10,9.629358918719177e-10,9.626206522639153e-10,9.601212683026753e-10,9.587226325234076e-10
33,9.396238206387881e-10,9.394612121776942e-10,9.406019543470079e-10,9.406287823429525e-10,9.382695982203821e-10,9.36408096192526e-10
34,9.176685235857961e-10,9.169967934066807e-10,9.185784119106405e-10,9.187514133847653e-10,9.168231099039379e-10,9.15121494995121e-10
35,8.957764840214441e-10,8.949828636888729e-10,8.963954752993182e-10,8.969380548520534e-10,8.950172840459581e-10,8.928309250157816e-10
36,8.738817967630339e-10,8.722289324432352e-10,8.733025661958566e-10,8.751180560629423e-10,8.733525237820346e-10,8.70478173381134e-10
37,8.518784881493398e-10,8.497714138190319e-10,8.492086931881488e-10,8.531881620182996e-10,8.51157873329719e-10,8.475996264105425e-10
38,8.296076310921683e-10,8.267007602119939e-10,8.243896732326775e-10,8.309808574497461e-10,8.278234905346492e-10,8.230552029379549e-10
39,8.068374262288418e-10,8.026458814590477e-10,7.984134667713572e-10,8.082328513331484e-10,8.024965082903721e-10,7.970406799506298e-10
40,7.832164760204189e-10,7.764223310276111e-10,7.695797415061128e-10,7.845758461551793e-10,7.752830307304663e-10,7.676409898121415e-10
41,7.582245229839629e-10,7.47075954335562e-10,7.369940037339779e-10,7.595162077819608e-10,7.456035895704212e-10,7.36466116977834e-10
42,7.311564139647899e-10,7.132318096312973e-10,6.980561650367747e-10,7.3237284473803e-10,7.116617663652922e-10,6.956171253905191e-10
43,7.011102463986661e-10,6.729047055045288e-10,6.498851782483222e-10,7.022299776551792e-10,6.706213781235785e-10,6.475721355534763e-10
44,6.669494853766714e-10,6.241993922104809e-10,5.890390250221701e-10,6.679451224053822e-10,6.218149623487785e-10,5.86685411309671e-10
45,6.273249247547307e-10,5.633883394119341e-10,5.114276406062637e-10,6.282016341119991e-10,5.614083392437651e-10,5.084493790758089e-10
46,5.808406679138245e-10,4.877440626451207e-10,3.9847390645282063e-10,5.81661494770158e-10,4.858977160725079e-10,3.936431727561548e-10
47,5.264422511436355e-10,3.923683389186725e-10,2.529514727013254e-10,5.273419713896499e-10,3.9221170372206466e-10,2.5724860587218353e-10
48,4.6431934426958425e-10,2.8032734837214793e-10,1.4212443034235794e-10,4.654926261628739e-10,2.801004861967238e-10,1.4262135701214053e-10
49,3.976231651088346e-10,2.0237284116452408e-10,1.2559466942132827e-10,3.9917262510147964e-10,2.0419936825159458e-10,1.271175352616752e-10
50,3.34622561794999e-10,1.956493983865381e-10,1.5723393404226794e-10,3.3629107308545363e-10,1.9674188437666022e-10,1.574887234672324e-10
51,2.888107532332345e-10,2.1784686285072407e-10,2.0601343399496394e-10,2.8988501528317204e-10,2.168663326221577e-10,2.041148895020171e-10
52,2.7058750599928065e-10,2.4114632057388125e-10,2.425561782715415e-10,2.703931727106063e-10,2.388546132030151e-10,2.393248603667353e-10
53,2.7362164054687857e-10,2.441697967880477e-10,2.37463713204224e-10,2.7231479738858666e-10,2.405497843834909e-10,2.3206601979958932e-10
54,2.80130292619428e-10,2.1098597885035212e-10,1.7284974243696255e-10,2.784654332002171e-10,2.0885884878096554e-10,1.727035721055908e-10
55,2.78464930280831e-10,1.9774581256375492e-10,1.5187730496368425e-10,2.770087478920083e-10,1.9799116083772174e-10,1.5152058480633154e-10
56,2.679293426042086e-10,2.0238560103844348e-10,1.652867535503773e-10,2.6683532534106253e-10,2.01382516161945e-10,1.6372129053924515e-10
57,2.5449236779410786e-10,1.962161922953836e-10,1.7410122642415306e-10,2.539972230560828e-10,1.9473864149406397e-10,1.7231368436167702e-10
58,2.447823316400082e-10,1.8688974291526876e-10,1.6896234634975373e-10,2.449623217119883e-10,1.8555566560731459e-10,1.675140366045093e-10
59,2.405741258539717e-10,1.89943432101517e-10,1.5040398882884626e-10,2.409335697413584e-10,1.8951840003190628e-10,1.5338304295118088e-10
60,2.391862830589207e-10,1.8789562903689843e-10,1.5925441909079772e-10,2.3907849792324655e-10,1.8715070654281572e-10,1.5874742623573688e-10
61,2.376957378146683e-10,1.836187509913434e-10,1.5905276228594325e-10,2.372107681585095e-10,1.8289000725601282e-10,1.592339690801212e-10
62,2.3531897523445923e-10,1.8371683859168737e-10,1.5350988190446983e-10,2.349211855810577e-10,1.8413611588035999e-10,1.5792202326955577e-10
63,2.337718823066658e-10,1.7712947782536778e-10,1.4797727649984988e-10,2.3308131666604174e-10,1.7655564605592603e-10,1.4761132435199948e-10
64,2.338499498464096e-10,1.817454147552339e-10,1.551853333377037e-10,2.3315803010375054e-10,1.8070432799725795e-10,1.5426932631709218e-10
65,2.359385059347424e-10,1.8858211629238148e-10,1.6224033643758347e-10,2.3612736391178666e-10,1.8846788339497414e-10,1.6440983820353177e-10
66,2.385748194442103e-10,1.801642335387642e-10,1.5113121366815268e-10,2.3918722114533025e-10,1.8019227443005883e-10,1.4908684903108683e-10
67,2.4080496887360753e-10,1.8753394709768226e-10,1.583350601359125e-10,2.4107206673710816e-10,1.8714801841933412e-10,1.5786918840403266e-10
68,2.4197257187040055e-10,1.8297111272082851e-10,1.517675078671345e-10,2.4184339007464656e-10,1.8306561198174593e-10,1.5292361813517176e-10
69,2.453361695821188e-10,1.923174751243135e-10,1.7048054667233505e-10,2.4516281842608096e-10,1.916104252092568e-10,1.6934418044590362e-10
70,2.519095885006865e-10,1.953759728768807e-10,1.6172693872793817e-10,2.519320978309452e-10,1.9361386420891734e-10,1.5893423050236115e-10
