step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,6.305692319083257e-09,6.533240963897261e-09,6.6497471483645345e-09,6.37929656366903e-09,6.392449958425788e-09,6.658558658573894e-09
31,6.167310025245111e-09,6.39690349200084e-09,6.52580079995431e-09,6.23452591835017e-09,6.2052829063616864e-09,6.443657656347936e-09
32,6.030048912003498e-09,6.1722947965614245e-09,6.5045026803582585e-09,6.090779192575845e-09,6.00349236098266e-09,6.217213258810821e-09
33,5.8939157241132456e-09,5.970039952190248e-09,6.318116533859512e-09,5.948125055460484e-09,5.8817655113082834e-09,6.155942066790649e-09
34,5.758935528891091e-09,5.840922306072196e-09,6.2165868994559924e-09,5.806588621926869e-09,5.7078743046350216e-09,5.937827136421854e-09
35,5.6251674642498995e-09,5.695899847770386e-09,5.984709636704158e-09,5.6660745201063576e-09,5.640295326803794e-09,5.808487895811896e-09
36,5.492642850836454e-09,5.553778848988544e-09,5.804531576965459e-09,5.52643135842553e-09,5.526193152304869e-09,5.6995880830610235e-09
37,5.361354222599415e-09,5.363035310679372e-09,5.872817030918111e-09,5.38767322995115e-09,5.357189480351678e-09,5.687780725533767e-09
38,5.2312477345004926e-09,5.2744293958286284e-09,5.550889288510896e-09,5.249979868154746e-09,5.171726867119422e-09,5.438012557572811e-09
39,5.102132961117728e-09,5.1520026897043505e-09,5.5836440511805096e-09,5.113363346902185e-09,5.080356523290353e-09,5.225238548166617e-09
40,4.973714034331873e-09,4.984753177882715e-09,5.591277112547805e-09,4.977411827147285e-09,4.991824306505266e-09,5.058619275003706e-09
41,4.84561686797088e-09,4.861422757871563e-09,5.428842476849237e-09,4.841413910078326e-09,4.886709261520809e-09,5.052726084567467e-09
42,4.717153546718278e-09,4.698001391170101e-09,5.1345353325096135e-09,4.704668046117304e-09,4.767157676370371e-09,5.029198230783692e-09
43,4.5872975381911015e-09,4.586081306983029e-09,5.041588514370682e-09,4.566423235918129e-09,4.639668359883994e-09,5.1385062604588025e-09
44,4.4548973355759764e-09,4.415778035360114e-09,4.793030579167225e-09,4.4256192659213355e-09,4.435015743014111e-09,4.68352332634215e-09
45,4.318599418979038e-09,4.295694865573095e-09,4.607265867702142e-09,4.280886351457424e-09,4.30261204982108e-09,4.4024710001882166e-09
46,4.176463151684854e-09,4.1687737822874854e-09,4.267762857044751e-09,4.1307513472244865e-09,4.187510840186114e-09,4.195022033480943e-09
47,4.025889894082445e-09,3.99832283107704e-09,4.067622103016191e-09,3.9735777817295746e-09,3.847999993799712e-09,3.9512738863590875e-09
48,3.864278934118742e-09,3.8371291486606785e-09,3.844775158514336e-09,3.807208101769903e-09,3.6660112665892427e-09,3.6257804800378004e-09
49,3.689812115010728e-09,3.63704126722453e-09,3.58382761482128e-09,3.6290578910473366e-09,3.337038591857537e-09,3.3950610411889813e-09
50,3.5008519901816893e-09,3.2529951368208112e-09,3.1330626906420875e-09,3.4363736976260493e-09,3.129845049204186e-09,2.9217767810765648e-09
51,3.2949015732403407e-09,2.946098634166152e-09,2.7567282797176986e-09,3.2263610473123685e-09,2.8846858839129975e-09,2.5251903221579196e-09
52,3.0694147058341796e-09,2.620414614242865e-09,2.346162638812698e-09,2.9972147604914565e-09,2.4602052612055633e-09,2.3220430322276144e-09
53,2.824088856248584e-09,2.223970916297356e-09,1.863862213949929e-09,2.7495933310226864e-09,2.027409413716467e-09,1.717403982126827e-09
54,2.562759053010572e-09,1.862289028046915e-09,1.404921636627703e-09,2.4873954769391137e-09,1.724563677349255e-09,1.3417769778184123e-09
55,2.2949674753803463e-09,1.5516490316292587e-09,1.185111483862104e-09,2.2194661496914637e-09,1.4742600819551673e-09,1.199983129438377e-09
56,2.0387599057000314e-09,1.364490359045996e-09,1.1306905121629947e-09,1.963183008154776e-09,1.3800911440206187e-09,1.1777178074145534e-09
57,1.8229027231133547e-09,1.2693085859272676e-09,1.13366891900099e-09,1.7482995205192955e-09,1.3194645815163995e-09,1.1733778664913403e-09
58,1.6801057581397784e-09,1.3847857223186297e-09,1.3801867011630924e-09,1.6129133330641594e-09,1.3849374760876308e-09,1.3000583987377543e-09
59,1.6313094114207982e-09,1.5350544841407318e-09,1.6422292623914605e-09,1.5818037334479265e-09,1.5016730700095592e-09,1.5034431270259658e-09
