step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,1.0076427606621584e-09,1.0050013100578578e-09,1.0065809227101e-09,1.0069871680583387e-09,1.0068858513436655e-09,1.0082291927931048e-09
31,9.85245805704986e-10,9.829863025066807e-10,9.840259175377943e-10,9.846158940037315e-10,9.850845874946292e-10,9.854486126941684e-10
32,9.630052083568716e-10,9.606221059151135e-10,9.616308359638592e-10,9.624028683326484e-10,9.626294956559932e-10,9.631442936421326e-10
33,9.409049073015138e-10,9.388658275099472e-10,9.397894185348435e-10,9.403341611171981e-10,9.41272585094855e-10,9.406387775574553e-10
34,9.189151335793328e-10,9.162594571115945e-10,9.17668307974986e-10,9.183788308007158e-10,9.188872333282129e-10,9.18565290470076e-10
35,8.969918169466912e-10,8.944673830273117e-10,8.952305605062985e-10,8.964886688867417e-10,8.970621912365813e-10,8.962830005652965e-10
36,8.75066230512035e-10,8.726219150770271e-10,8.728021377152451e-10,8.745914501878422e-10,8.744968064295622e-10,8.733868649817099e-10
37,8.530312140802571e-10,8.49912924623861e-10,8.497078007627405e-10,8.525745908674766e-10,8.509034285040135e-10,8.507710499548342e-10
38,8.30721227366307e-10,8.265498585222387e-10,8.249838062144168e-10,8.302632918352682e-10,8.274418652983025e-10,8.254892685710986e-10
39,8.07884424447141e-10,8.021884335399762e-10,7.98748241176016e-10,8.073988637848106e-10,8.025893979174578e-10,7.994698270072096e-10
40,7.841525915250562e-10,7.754741402261223e-10,7.69624790714672e-10,7.836147053937816e-10,7.756017133723485e-10,7.700888680994807e-10
41,7.59010263100592e-10,7.460087156195031e-10,7.363892746936649e-10,7.584005216062079e-10,7.45667552980011e-10,7.359817306204615e-10
42,7.31757162608491e-10,7.12140530650289e-10,6.972077487352651e-10,7.310630820845489e-10,7.109447069608396e-10,6.965280694689625e-10
43,7.01469410479053e-10,6.714981697451251e-10,6.482056918552599e-10,7.00694225481954e-10,6.701692888824799e-10,6.467539526350226e-10
44,6.669921561560062e-10,6.221108529434939e-10,5.866803941791115e-10,6.661534700204869e-10,6.208835639630163e-10,5.848191289107328e-10
45,6.270056058512178e-10,5.612415942509776e-10,5.08177403116478e-10,6.261164969544202e-10,5.590578133550037e-10,5.053236125673177e-10
46,5.801952200156645e-10,4.846541706589183e-10,3.933745097801747e-10,5.79248102407406e-10,4.823193683629313e-10,3.900231955149799e-10
47,5.256225933300244e-10,3.900204919961461e-10,2.5550874428762495e-10,5.245954399682797e-10,3.8681227398140543e-10,2.4483801607899724e-10
48,4.635988775815033e-10,2.7832010722573936e-10,1.4161071445198751e-10,4.6250122329853005e-10,2.752254483312577e-10,1.4051538473434476e-10
49,3.9728391474489596e-10,2.0299737211256202e-10,1.2722576624307662e-10,3.962234509216039e-10,2.0235375904344914e-10,1.270770159830339e-10
50,3.3476821455347093e-10,1.9721053372672036e-10,1.5911557179540222e-10,3.3397282019268876e-10,1.9692028254532262e-10,1.5893556009360626e-10
51,2.8919824832089026e-10,2.184982779106298e-10,2.0607532067740944e-10,2.889426973390319e-10,2.17713785168408e-10,2.0475049921296463e-10
52,2.7071756940457673e-10,2.402459794810825e-10,2.402598741106114e-10,2.7112296465573887e-10,2.4083413656937297e-10,2.4104401206490125e-10
53,2.733465380790534e-10,2.4074019407832763e-10,2.3220834245776333e-10,2.7408032258948356e-10,2.42091538328539e-10,2.3007476548770806e-10
54,2.7956544063015343e-10,2.0861089360497817e-10,1.7415480036947503e-10,2.8037418487551523e-10,2.0943326873213952e-10,1.717101776485993e-10
55,2.776009798013177e-10,1.969677914548805e-10,1.4964715334015732e-10,2.7837793392345657e-10,1.9766021083515156e-10,1.5016585843886112e-10
56,2.6683525970524113e-10,2.013680092988227e-10,1.6455936877541714e-10,2.6724738457055814e-10,2.0097441489580177e-10,1.6424393719980722e-10
57,2.534467368758312e-10,1.9514452121270839e-10,1.7310248716094494e-10,2.5352301313784574e-10,1.9339609921597642e-10,1.7299933915492786e-10
58,2.438928749061442e-10,1.8570308676584122e-10,1.677882900834799e-10,2.4425454103649853e-10,1.859659833708089e-10,1.6815380031411685e-10
59,2.3955995366121237e-10,1.8809454950363453e-10,1.4908240430662438e-10,2.402669945368926e-10,1.898852333396599e-10,1.5101041001929308e-10
