step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
30,2.850477229531448e-09,2.8260486793273645e-09,2.8442303239402848e-09,2.8368711773941476e-09,2.8737392919931554e-09,2.934139488547128e-09
31,2.786713610550142e-09,2.7680289991683014e-09,2.779656649561477e-09,2.773743581972335e-09,2.8143427329655877e-09,2.8668614204271808e-09
32,2.723408420358857e-09,2.716535729012038e-09,2.720333942033196e-09,2.7110903590546107e-09,2.7481804715100386e-09,2.8003791938138954e-09
33,2.660561985746043e-09,2.6565602142976687e-09,2.649758506252099e-09,2.6489186223983126e-09,2.672337013784298e-09,2.737546400484862e-09
34,2.59816223003795e-09,2.593760725421677e-09,2.593231184363197e-09,2.587219757229451e-09,2.5998678158106762e-09,2.6720617095197583e-09
35,2.5361930158393025e-09,2.5323880523357967e-09,2.531895033201523e-09,2.525957210090929e-09,2.5338752112531e-09,2.593569513078629e-09
36,2.4746393284648456e-09,2.4729505160491224e-09,2.489763201533605e-09,2.46506226743678e-09,2.4726159743790984e-09,2.549686556541081e-09
37,2.4134907761021097e-09,2.416117932612606e-09,2.430924028147183e-09,2.4044607409190235e-09,2.4155385565822914e-09,2.4716777134315784e-09
38,2.3526891175625674e-09,2.3548533772358715e-09,2.366649119605471e-09,2.3440719925596357e-09,2.3604408156343687e-09,2.4107181633932882e-09
39,2.292028945635166e-09,2.294291256855373e-09,2.3117695383641587e-09,2.283745067107562e-09,2.3087970441126e-09,2.3430292964867713e-09
40,2.231129285951011e-09,2.2222183808180047e-09,2.2423281933192484e-09,2.223211234542031e-09,2.2515207371362495e-09,2.2827372821432e-09
41,2.1694637528335118e-09,2.161053298012239e-09,2.1751673890928895e-09,2.16208275381594e-09,2.1898782369439576e-09,2.2132163793040023e-09
42,2.1063267594800307e-09,2.097804273916033e-09,2.0978341442191698e-09,2.099802595601436e-09,2.12246982267889e-09,2.1388516808871867e-09
43,2.0407388788458383e-09,2.0234654872380665e-09,2.0222420674781304e-09,2.035500858353394e-09,2.043283339325733e-09,2.0600190484689993e-09
44,1.971404646579758e-09,1.938152922112023e-09,1.9405138017035073e-09,1.967872552857963e-09,1.9497870426511045e-09,1.9715979668041053e-09
45,1.896759405508047e-09,1.847375862922474e-09,1.8381601477476668e-09,1.895235380548228e-09,1.8573982400368937e-09,1.871344234461732e-09
46,1.8149905788007608e-09,1.7404110161323998e-09,1.7073328591849922e-09,1.8156851028865165e-09,1.757669912711555e-09,1.749004128979791e-09
47,1.7239143570070352e-09,1.6209993551621357e-09,1.5549348217224614e-09,1.7270480816650326e-09,1.6328379793958221e-09,1.5997157401671051e-09
48,1.6209240104278518e-09,1.4726041913838083e-09,1.3702331899708e-09,1.6267252257547483e-09,1.4875345450397065e-09,1.3898022904434922e-09
49,1.5034166909020995e-09,1.293985388824746e-09,1.1218402084955066e-09,1.5120084815997804e-09,1.3116251768577116e-09,1.16622114991073e-09
50,1.3699055579880243e-09,1.0807790653935268e-09,8.524634020683666e-10,1.3811013155815517e-09,1.1062696972208736e-09,8.914111416520133e-10
51,1.2217438115746e-09,8.41276092003052e-10,5.695798711098014e-10,1.2347800123915446e-09,8.615341737123497e-10,6.187297608966801e-10
52,1.0654372181680222e-09,6.400280359482452e-10,4.2759397116480666e-10,1.0788406839243445e-09,6.501524602628039e-10,4.38305771274071e-10
53,9.155690718887196e-10,5.482937993869586e-10,4.3524960012293486e-10,9.272549480703984e-10,5.605048108978212e-10,4.2376647446399176e-10
54,7.96803961448614e-10,5.63807565240942e-10,5.128902521362865e-10,8.042471607370102e-10,5.747699302014267e-10,5.148116477803394e-10
55,7.363851482610365e-10,6.316400332165664e-10,6.271048877480167e-10,7.37712295298536e-10,6.322284975725429e-10,6.216961803841358e-10
56,7.392751276514794e-10,7.166524840698944e-10,7.46481241194811e-10,7.350952029225578e-10,7.1837293320602e-10,7.347847584905368e-10
57,7.761379911371832e-10,7.61089586583753e-10,7.672556482824395e-10,7.690552706644712e-10,7.482609066200537e-10,7.667620378212782e-10
58,8.089578128223333e-10,7.222102886902461e-10,6.614768647188105e-10,8.02157042070495e-10,7.319832716705515e-10,7.093349662467995e-10
59,8.1682098928234e-10,6.168597056072711e-10,4.901476341213508e-10,8.130419705330334e-10,6.51091889983491e-10,5.62841129656869e-10
60,8.004049985245085e-10,5.672453388436072e-10,4.451099838521521e-10,8.009292455340743e-10,5.849968271560774e-10,4.571673712508526e-10
61,7.743458918902713e-10,5.899292542115817e-10,4.960550329195585e-10,7.794910604701393e-10,5.949504477382925e-10,4.918498429487681e-10
62,7.550884944852654e-10,6.369725004427263e-10,5.830477377078269e-10,7.649457212945837e-10,6.449593998469782e-10,5.801940519513277e-10
63,7.522429857318306e-10,6.598617500028917e-10,6.461112675842939e-10,7.641981021006242e-10,6.740746701105854e-10,6.516810901597615e-10
64,7.655390761719847e-10,6.654806331858045e-10,6.357331227930984e-10,7.732426374399383e-10,6.697552913692335e-10,6.435821127268583e-10
65,7.863008218784725e-10,6.53414796568278e-10,6.112387006702609e-10,7.841214305209375e-10,6.606223068747699e-10,6.287367652589706e-10
66,8.040940623264487e-10,6.454853163537501e-10,5.572954386343785e-10,7.917243768688957e-10,6.583372043304479e-10,5.718034008937909e-10
67,8.147276451333549e-10,6.457548878871556e-10,5.507181291662373e-10,7.969053850516086e-10,6.62072818300475e-10,5.766156955121001e-10
68,8.207683583106018e-10,6.517766337681325e-10,5.544460396121239e-10,8.042207184672018e-10,6.507914923871657e-10,5.815453449944966e-10
69,8.275333138426365e-10,6.627938758462537e-10,6.004754586592427e-10,8.18703902223336e-10,6.868289688092546e-10,6.33630328429102e-10
70,8.399833837126575e-10,6.881488758001852e-10,6.296673567998366e-10,8.417465949026375e-10,7.160429555173381e-10,6.68998592620761e-10
71,8.624546983696046e-10,7.197031541678356e-10,6.646137153768738e-10,8.724188410496742e-10,7.545193133471513e-10,7.064873856070308e-10
72,8.96901652608983e-10,7.523115173764478e-10,7.025646026520016e-10,9.096515562226686e-10,7.960360701424291e-10,7.56655396106969e-10
73,9.424750769707554e-10,8.011165531446771e-10,7.504264709012048e-10,9.525516819977911e-10,8.410035182628538e-10,8.136423151496454e-10
74,9.96406816147108e-10,8.656662551859344e-10,7.989336624300169e-10,1.0003401221465676e-09,8.764284456666446e-10,8.473358015482001e-10
75,1.055357683977712e-09,9.251730831771073e-10,8.54302217821843e-10,1.0525303562604761e-09,9.127974754685036e-10,8.757068178539437e-10
76,1.1174581588563778e-09,9.664063580945267e-10,8.962103822697715e-10,1.1088513295143222e-09,9.67358489819618e-10,9.086756160059843e-10
77,1.182505765397088e-09,1.0170121648028272e-09,9.408418048106215e-10,1.1695603374193866e-09,1.013951878773593e-09,9.511062634260368e-10
78,1.2503662969838366e-09,1.0714659964027005e-09,9.822795484201337e-10,1.234643498823538e-09,1.0819828235471942e-09,1.0130321701177516e-09
79,1.3207564756100048e-09,1.1243431837560644e-09,1.0300554284214075e-09,1.3041536467697416e-09,1.1484034948927211e-09,1.0766476480901101e-09
80,1.3937923173492542e-09,1.1563300915894543e-09,1.0732179016341808e-09,1.3783215146879212e-09,1.1973525965014473e-09,1.1184690233829221e-09
81,1.470345615735514e-09,1.2103779893490641e-09,1.122445599990013e-09,1.4575403347740668e-09,1.247868655152418e-09,1.1821660593422643e-09
82,1.551277053164531e-09,1.2739768696412556e-09,1.1716285940482372e-09,1.5422549516729065e-09,1.3192715207387022e-09,1.2602691743299382e-09
83,1.6371005189898695e-09,1.330776534225827e-09,1.2495696944240983e-09,1.6327632856768843e-09,1.4003500560667306e-09,1.3210860292405216e-09
84,1.7280071559175784e-09,1.4191435369030506e-09,1.3154625489385524e-09,1.7291050177895906e-09,1.4965143357514692e-09,1.3940931104737448e-09
85,1.8239873859440394e-09,1.512473148076554e-09,1.4027487322762611e-09,1.8311709482190161e-09,1.5728771301541948e-09,1.49938620287965e-09
128,7.530123020753551e-09,7.118202040571113e-09,6.948863202391696e-09,7.791562641292706e-09,7.479854264293078e-09,7.265794619363472e-09
