step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
0,3.4267395908135467e-09,3.4035433069505305e-09,3.3840249705950312e-09,3.461572384713651e-09,3.472346726158002e-09,3.5014434925418573e-09
1,3.377543545679439e-09,3.3530147596019064e-09,3.335147950824954e-09,3.412024849124116e-09,3.4260795563754976e-09,3.4516224234595288e-09
2,3.3284146350062524e-09,3.307737634886784e-09,3.2849420993604065e-09,3.3625429278962405e-09,3.37316954646925e-09,3.4044543354013883e-09
3,3.279355876072911e-09,3.2559292593000062e-09,3.236986319192394e-09,3.3131295609018806e-09,3.32139689433113e-09,3.3522916722493597e-09
4,3.2303704650066503e-09,3.2071693429272095e-09,3.185943748658096e-09,3.2637878618511855e-09,3.276075847702659e-09,3.2986596682826517e-09
5,3.181461789850681e-09,3.1585928238483425e-09,3.1333674495543117e-09,3.214521130973731e-09,3.2273410392394614e-09,3.248269565239727e-09
6,3.132633444756632e-09,3.1092193348474768e-09,3.0886630864960008e-09,3.165332868790626e-09,3.1773955039147067e-09,3.199121891374465e-09
7,3.0838892454118727e-09,3.056216771666948e-09,3.0414220626167525e-09,3.116226791084405e-09,3.1214301529421864e-09,3.148358028715084e-09
8,3.0352332458237238e-09,3.0081261645545444e-09,2.9990549699082106e-09,3.0672068451850474e-09,3.066807607873395e-09,3.0995268465536357e-09
9,2.9866697565957446e-09,2.9596260040489805e-09,2.9508755291617387e-09,3.018277227703845e-09,3.0211230507150428e-09,3.052550553276355e-09
10,2.9382033648461548e-09,2.913534363122913e-09,2.9019703185647224e-09,2.969442403860518e-09,2.9748697106991664e-09,3.002406505640472e-09
11,2.8898389559348216e-09,2.866678766537204e-09,2.8540527418083966e-09,2.9207071285657075e-09,2.9262272371166554e-09,2.951898853835481e-09
12,2.8415817371836083e-09,2.8131847457035477e-09,2.8078565306816885e-09,2.8720764694380495e-09,2.8781086274584326e-09,2.9017985799148e-09
13,2.79343726379531e-09,2.7629467346935245e-09,2.7607167570453365e-09,2.8235558319567945e-09,2.830489930023777e-09,2.852853624124082e-09
14,2.745411467199388e-09,2.7177728527969515e-09,2.713568469631818e-09,2.775150986970368e-09,2.7814628980628825e-09,2.801247625860992e-09
15,2.6975106860770055e-09,2.6728092051919746e-09,2.663403921098519e-09,2.7268681008093684e-09,2.7325424822366997e-09,2.750378766283761e-09
16,2.649741700348516e-09,2.6291815461216474e-09,2.616395431592874e-09,2.6787137682778077e-09,2.683521707524372e-09,2.70255009843295e-09
17,2.602111768434496e-09,2.578593508867829e-09,2.5632600824884778e-09,2.6306950488277727e-09,2.633871658136533e-09,2.656907664397312e-09
18,2.5546286681380834e-09,2.530622152909013e-09,2.5213095231807495e-09,2.5828195062575604e-09,2.5876399957321728e-09,2.6054038839215256e-09
19,2.5073007415357686e-09,2.4820485755076747e-09,2.4676549413510965e-09,2.5350952523112475e-09,2.5387451520426545e-09,2.5560200107435116e-09
20,2.460136944302026e-09,2.43234711105679e-09,2.4234188920830957e-09,2.4875309945971576e-09,2.48711291416005e-09,2.503910995134525e-09
21,2.4131468999442484e-09,2.3848310898624647e-09,2.3775966808287393e-09,2.4401360892933975e-09,2.440042357753422e-09,2.45485320570799e-09
22,2.3663409594719474e-09,2.340342028875488e-09,2.3363190967755633e-09,2.392920599154734e-09,2.392304915646517e-09,2.4070340749385485e-09
23,2.3197302670801686e-09,2.29294808511673e-09,2.2902876737907596e-09,2.345895357393039e-09,2.3459132665951336e-09,2.35972933968857e-09
24,2.2733268324873703e-09,2.2492030198751593e-09,2.2448690453407754e-09,2.299072038063627e-09,2.300704193455626e-09,2.312432708575555e-09
25,2.2271436106296027e-09,2.207229506608402e-09,2.194992511909255e-09,2.252463233652917e-09,2.2505584798273815e-09,2.264820675717432e-09
26,2.1811945894826684e-09,2.159549981729574e-09,2.150353639474776e-09,2.206082540634322e-09,2.203597853631297e-09,2.2198904268800376e-09
27,2.1354948868502696e-09,2.110840753135849e-09,2.107874069159246e-09,2.159944653828551e-09,2.1584199129333755e-09,2.169772153658018e-09
28,2.0900608570245013e-09,2.0715767137839295e-09,2.0636697583253426e-09,2.1140654704785064e-09,2.1098146404934357e-09,2.1233806898023594e-09
29,2.0449102038788912e-09,2.0245567456115666e-09,2.0179943663050167e-09,2.0684622022955743e-09,2.0653153393896424e-09,2.078125786307611e-09
30,2.000061913397765e-09,1.9821356019146743e-09,1.9773659920097233e-09,2.023153411193235e-09,2.0181467121569844e-09,2.0314696159518436e-09
31,1.95553436157358e-09,1.938628787969183e-09,1.932045624762582e-09,1.9781580995878365e-09,1.975709057925317e-09,1.9855949965399423e-09
32,1.9113390436520343e-09,1.897696855595488e-09,1.892658637866925e-09,1.933491185023626e-09,1.931086200478038e-09,1.9412848629384213e-09
33,1.867475190844911e-09,1.8546057450729295e-09,1.847491241047846e-09,1.889155542704626e-09,1.8837134682439434e-09,1.898035905410901e-09
34,1.823930122228386e-09,1.8100723925961223e-09,1.8026518566463376e-09,1.8451382059022403e-09,1.8391968996011807e-09,1.8525469981565451e-09
35,1.7806720935380188e-09,1.7666024927487261e-09,1.760943846751647e-09,1.8014094105575557e-09,1.792308737288728e-09,1.8057497683963968e-09
36,1.7376362653725553e-09,1.7240214390704577e-09,1.7198943324457756e-09,1.7579152223565454e-09,1.7439679474209105e-09,1.7594708620994959e-09
37,1.6947216757816125e-09,1.6826339879283762e-09,1.6753356673349792e-09,1.7145693087371783e-09,1.70101631973975e-09,1.7151379092371076e-09
38,1.6517892028991867e-09,1.6414258917217025e-09,1.6312393626489345e-09,1.6712312005124163e-09,1.6565748405282852e-09,1.6663399765288687e-09
39,1.6086374000124509e-09,1.5979376965285852e-09,1.584559732711993e-09,1.6276520012662823e-09,1.6103441779856033e-09,1.618035121055802e-09
40,1.5649510252280522e-09,1.5515719634334812e-09,1.5385131264682405e-09,1.583431793553682e-09,1.5640635146340209e-09,1.5657911030917283e-09
41,1.5202604652434647e-09,1.506276911530733e-09,1.4873825109853672e-09,1.538017915887953e-09,1.5159029155063083e-09,1.510788341127266e-09
42,1.4739231872504888e-09,1.4544459746713643e-09,1.43237355462348e-09,1.4906888923316449e-09,1.4638881061626097e-09,1.4543031472730508e-09
43,1.4250451027403286e-09,1.395939656995157e-09,1.3642921265573802e-09,1.4405310205972234e-09,1.403357409220602e-09,1.3792778593399767e-09
44,1.3723597394973342e-09,1.33062068223254e-09,1.2964316660788457e-09,1.3864388370948722e-09,1.3331297573405143e-09,1.298900724257213e-09
45,1.3142224223379005e-09,1.2497691819653944e-09,1.2024333685576146e-09,1.3270402870872974e-09,1.2560353901779448e-09,1.2102680540394825e-09
46,1.2487359178518334e-09,1.155080378634495e-09,1.0978486708225355e-09,1.260620810778518e-09,1.1644198873918593e-09,1.0966227651753614e-09
47,1.1739595575690267e-09,1.0390430323992885e-09,9.411537535350022e-10,1.1851870103498776e-09,1.0554850241527221e-09,9.474910178258145e-10
48,1.0882124053240484e-09,8.977333440034919e-10,7.559966770572523e-10,1.0987249799500048e-09,9.18138692725906e-10,7.647094289029558e-10
49,9.906102720318034e-10,7.33871379795213e-10,5.421482268900234e-10,9.998370378884258e-10,7.577907646924578e-10,5.688455342001611e-10
50,8.8213158368145e-10,5.566588683063958e-10,3.4432866885437e-10,8.889694360560434e-10,5.744637935500493e-10,3.6780555217410095e-10
51,7.674742061143315e-10,4.182020044864911e-10,2.6727572794527455e-10,7.705388249544212e-10,4.355697327064805e-10,2.7987683027053284e-10
52,6.577050247135349e-10,3.768767870606941e-10,2.8832250341616216e-10,6.561116544570779e-10,3.8229757373173873e-10,2.9449132321317344e-10
53,5.714008702430285e-10,4.0618465615751203e-10,3.67167302176635e-10,5.663174915245591e-10,4.034619768669668e-10,3.6865259117552164e-10
54,5.272327571290668e-10,4.645852172745972e-10,4.5769347437857785e-10,5.230489920579765e-10,4.594621619865584e-10,4.539658478033662e-10
55,5.258636791299365e-10,5.092057426663986e-10,5.195897009978779e-10,5.277102377034055e-10,5.005237702299676e-10,5.121386152110665e-10
56,5.44387982715315e-10,5.00566341706005e-10,4.904262597592117e-10,5.543991063235891e-10,5.055712214496999e-10,4.894498602892311e-10
57,5.574271583896426e-10,4.363106433977736e-10,3.5944008959838896e-10,5.73739311814903e-10,4.573261698381569e-10,3.758823316447907e-10
58,5.544217978458068e-10,3.86921307630932e-10,2.961215449701602e-10,5.719241433103444e-10,4.0603255725246316e-10,3.1075395434990043e-10
59,5.38915483759658e-10,3.961328300362491e-10,3.2225279773373136e-10,5.521594278472613e-10,4.013746924691324e-10,3.229405159636338e-10
60,5.203474765201967e-10,4.163758858254631e-10,3.7221698107184164e-10,5.278702366249318e-10,4.179336513036621e-10,3.6792836861760833e-10
61,5.071263739574884e-10,4.202487336525238e-10,3.9422083012560524e-10,5.119095626050104e-10,4.236208273944841e-10,3.9525031933235806e-10
62,5.040367751756702e-10,4.052837125533216e-10,3.7102506945171255e-10,5.08801910824986e-10,4.0390078216030075e-10,3.7452341384906155e-10
63,5.09890425265878e-10,4.028244946946285e-10,3.5763305685999677e-10,5.149395907676508e-10,3.9985247981886053e-10,3.6351928180624715e-10
64,5.182917893979217e-10,4.146721958938742e-10,3.529702394577638e-10,5.235339333051581e-10,4.202592834893663e-10,3.4958082040778523e-10
65,5.229711742141566e-10,4.2055917923851377e-10,3.652265955758638e-10,5.299705079836433e-10,4.276017290020635e-10,3.6712251155682927e-10
66,5.236997074299335e-10,4.1406771682051576e-10,3.6783241409168457e-10,5.340632943096697e-10,4.217525637567117e-10,3.800148907869418e-10
67,5.251847401347444e-10,4.0637508866880857e-10,3.6536908664919973e-10,5.383146388162528e-10,4.281251535244973e-10,3.8577682009036947e-10
68,5.328277307803e-10,4.312652435995533e-10,3.900168277786269e-10,5.439317120184739e-10,4.383766734201912e-10,3.8952463145726255e-10
69,5.473000613338257e-10,4.6065305476705433e-10,4.0487477632410956e-10,5.516343808004265e-10,4.48892732983628e-10,3.839974142515948e-10
