step,rms1,iqr1,gauss1,rms2,iqr2,gauss2
0,2.4340952562908556e-09,2.4300628748632566e-09,2.427231290382258e-09,2.4357751060823605e-09,2.429297405052019e-09,2.435492196626087e-09
1,2.399204842896898e-09,2.395432489788852e-09,2.3927950126765262e-09,2.4009156148087186e-09,2.3946263621665746e-09,2.401863093399488e-09
2,2.3643615263785697e-09,2.3597848869089054e-09,2.357801757384775e-09,2.366103772943331e-09,2.3606547190265532e-09,2.3678618074405362e-09
3,2.3295674200186855e-09,2.3243787426301427e-09,2.3233658448863595e-09,2.3313417150044823e-09,2.325513497692368e-09,2.3333315076771554e-09
4,2.294824762189191e-09,2.29024014086753e-09,2.288432674953647e-09,2.2966317015968282e-09,2.2906148126737976e-09,2.2978314310368143e-09
5,2.260135925480764e-09,2.255402696106618e-09,2.2534919856088482e-09,2.2619761285902125e-09,2.257595306812738e-09,2.2650232429141747e-09
6,2.225503426617411e-09,2.2196144016209064e-09,2.2187377778148e-09,2.227377537085731e-09,2.2222316049041915e-09,2.2304382122493755e-09
7,2.1909299372332617e-09,2.1855061915969917e-09,2.1839044719888463e-09,2.192838624245506e-09,2.189880578634267e-09,2.197621765298698e-09
8,2.1564182955963925e-09,2.1503127013406532e-09,2.1492604485147995e-09,2.158362255070991e-09,2.154410163519037e-09,2.1616071106824456e-09
9,2.1219715193744893e-09,2.116188869296001e-09,2.1145499586156067e-09,2.123951475224398e-09,2.1204552244909626e-09,2.127462671469643e-09
10,2.087592819546636e-09,2.0812579407137177e-09,2.0805050003186684e-09,2.0896095249969974e-09,2.087811258545683e-09,2.0915392149264466e-09
11,2.0532856155777067e-09,2.047441605052842e-09,2.0465686955348417e-09,2.0553398545405863e-09,2.0553382341681662e-09,2.05688012127554e-09
12,2.0190535519843966e-09,2.012586713423856e-09,2.0115497838394622e-09,2.0211461404903712e-09,2.02101903062691e-09,2.0214827712381827e-09
13,1.984900516435314e-09,1.979021667869576e-09,1.9778116229013492e-09,1.9870323041218503e-09,1.987105235725988e-09,1.987223241005763e-09
14,1.9508306595469338e-09,1.94604108203057e-09,1.9433485590636486e-09,1.953002531200069e-09,1.9543082830950057e-09,1.9535299803288104e-09
15,1.916848416549348e-09,1.911551194138585e-09,1.9104243642263264e-09,1.91906129369685e-09,1.9206771998171757e-09,1.9188865032822575e-09
16,1.8829585310199047e-09,1.87833991287919e-09,1.8765340588744043e-09,1.8852133735721103e-09,1.8880604323588377e-09,1.885225879826313e-09
17,1.8491660809034556e-09,1.843459964662123e-09,1.8425749082798565e-09,1.8514638888354208e-09,1.8536000907909578e-09,1.8522169489137306e-09
18,1.8154765070619802e-09,1.8085866381346765e-09,1.8101400579246969e-09,1.8178183221270585e-09,1.8212702518827635e-09,1.8185261700764522e-09
19,1.7818956446235598e-09,1.7779923735183805e-09,1.774484170904288e-09,1.7842825520890276e-09,1.7843740887109614e-09,1.7848379596898542e-09
20,1.7484297574293906e-09,1.7446586111129271e-09,1.7425383851738457e-09,1.7508628878198341e-09,1.7494519345355381e-09,1.7516605526091964e-09
21,1.7150855759109671e-09,1.7103423450729868e-09,1.711403935064642e-09,1.7175661067404486e-09,1.7160801773747958e-09,1.7204420741200913e-09
22,1.6818703387676438e-09,1.6770882668906893e-09,1.6794615803970383e-09,1.6843994962371388e-09,1.6835053952591346e-09,1.6877092580755351e-09
23,1.6487918388466573e-09,1.6436465912709056e-09,1.6443691574370418e-09,1.6513708994776623e-09,1.6511848971888259e-09,1.652692968475498e-09
24,1.615858473677869e-09,1.6092864558527247e-09,1.6127730925416668e-09,1.618488765847565e-09,1.6172001027272273e-09,1.6206700843421836e-09
25,1.5830793011568665e-09,1.5770500622084228e-09,1.5798896211579656e-09,1.5857622064867086e-09,1.5838084711912908e-09,1.5875774188237602e-09
26,1.550464100915948e-09,1.545030046640486e-09,1.5475889774156787e-09,1.553201055458528e-09,1.551334998428207e-09,1.55505481283371e-09
27,1.5180234419755574e-09,1.5126386788001493e-09,1.5145105685070046e-09,1.5208159371337456e-09,1.5198267037661396e-09,1.5230524442886355e-09
28,1.4857687573177732e-09,1.4810793364710918e-09,1.4820686795072507e-09,1.4886183404063792e-09,1.4859938995546726e-09,1.4899323609050605e-09
29,1.4537124240157608e-09,1.4492732984240149e-09,1.4497993467313674e-09,1.456620697923176e-09,1.4535033402532242e-09,1.4576360209314335e-09
30,1.4218677326063036e-09,1.4173187664644716e-09,1.418497504281161e-09,1.4248363865306706e-09,1.4226089837918579e-09,1.4261564635448105e-09
31,1.3902473704529932e-09,1.3868893849655727e-09,1.3853687462635722e-09,1.3932788085739055e-09,1.3914248147346754e-09,1.392154292869586e-09
32,1.3588569892307241e-09,1.3568649747733016e-09,1.3563708091495806e-09,1.3619571310512053e-09,1.3607954747949391e-09,1.3626171750280467e-09
33,1.327686882355137e-09,1.324880642456877e-09,1.3243511690475449e-09,1.3308678365848195e-09,1.3310608300995495e-09,1.3301836512886088e-09
34,1.296713652055463e-09,1.2934711695990533e-09,1.2928907866187171e-09,1.2999858810972024e-09,1.2984654233950274e-09,1.2994985063831785e-09
35,1.2659058853154646e-09,1.2615558952649393e-09,1.2618902853955894e-09,1.2692607060743066e-09,1.2672782641031495e-09,1.269666606744762e-09
36,1.2352095272473045e-09,1.230042479842109e-09,1.2304139594824206e-09,1.2386178060630132e-09,1.2372376194032915e-09,1.2379664778140233e-09
37,1.2045165942804758e-09,1.19847487274686e-09,1.1988315907350215e-09,1.2079540483025633e-09,1.2045327529415012e-09,1.2072027855345618e-09
38,1.1736455243293958e-09,1.1669466904961437e-09,1.1646183263199591e-09,1.177111730486642e-09,1.1726502995723393e-09,1.1727639873409475e-09
39,1.1423401352306718e-09,1.1344912292086108e-09,1.1294621087923714e-09,1.1458357756722072e-09,1.1396598234615494e-09,1.1384456391136821e-09
40,1.1102455572210136e-09,1.0997431077965006e-09,1.0926705610062746e-09,1.1137475773056835e-09,1.1056693878623605e-09,1.1000817088234708e-09
41,1.0768409246205223e-09,1.0625873970723201e-09,1.0510382085093864e-09,1.0803360011344457e-09,1.0675734368813087e-09,1.0582461566916957e-09
42,1.0414013289179759e-09,1.0189262114264787e-09,1.0037918358351291e-09,1.0449218772378552e-09,1.023874416447161e-09,1.010656650838568e-09
43,1.0029866560620033e-09,9.702901188694152e-10,9.458801330240526e-10,1.0066178016360463e-09,9.754951723066787e-10,9.537962392701285e-10
44,9.604068123991847e-10,9.135027136630396e-10,8.815294700266527e-10,9.642959597599537e-10,9.177016332363419e-10,8.818224173061562e-10
45,9.12236005625972e-10,8.446069662357584e-10,7.977988472235802e-10,9.16546905173578e-10,8.484090155302902e-10,7.985256885258171e-10
46,8.569033687121008e-10,7.579032409830364e-10,6.824539920622146e-10,8.61712936572311e-10,7.655423862083011e-10,7.009599585115958e-10
47,7.928817281210719e-10,6.555143354102243e-10,5.403819938252277e-10,7.98115802291492e-10,6.636360062325145e-10,5.621555038996949e-10
48,7.192274683752372e-10,5.298796885278342e-10,3.469078214709321e-10,7.246123972654415e-10,5.387499915763077e-10,3.8456199619100666e-10
49,6.366664524814502e-10,3.863376015550426e-10,2.105488632439981e-10,6.416733238301089e-10,3.946683906608014e-10,2.1775901810997637e-10
50,5.493272373226285e-10,2.8680508966792215e-10,1.7882784722526108e-10,5.532101395927382e-10,2.895014149761202e-10,1.8017059995891445e-10
51,4.670790227468555e-10,2.7335358251301654e-10,2.1635012673101318e-10,4.691463697718067e-10,2.714662235615306e-10,2.1301112782575004e-10
52,4.0573049262540867e-10,3.005372113238752e-10,2.81450761590094e-10,4.0601384558996454e-10,2.9861709628301047e-10,2.7826204244680766e-10
53,3.783787383753971e-10,3.372486870344294e-10,3.412822951951865e-10,3.781003643871433e-10,3.3797265882869243e-10,3.40520249701575e-10
54,3.8006821345246e-10,3.5037664950506574e-10,3.486445687808164e-10,3.808688758291688e-10,3.5324182519905556e-10,3.5379429972780526e-10
55,3.9031965037488393e-10,3.161025848300776e-10,2.725039209333759e-10,3.929358874980291e-10,3.2349022163509586e-10,2.8224423343057466e-10
56,3.9292248394106755e-10,2.7583489429679934e-10,2.134020823873468e-10,3.9712625454933496e-10,2.7886590606477025e-10,2.1212778387644125e-10
57,3.840542950037397e-10,2.7910456073908406e-10,2.2177248041775202e-10,3.8920650177072984e-10,2.8096456209235235e-10,2.1859057686115606e-10
58,3.6829976687363103e-10,2.8992766759740564e-10,2.5180725277155796e-10,3.736105347486691e-10,2.9234032229824055e-10,2.528688810505635e-10
59,3.534422840428317e-10,2.7919094307679475e-10,2.5380686478741403e-10,3.5773692925401577e-10,2.808072786489766e-10,2.54580390200852e-10
60,3.4569448841610543e-10,2.6389339350581277e-10,2.3765056385624443e-10,3.4796717396032374e-10,2.6495467724255736e-10,2.3857522877043243e-10
61,3.4490817096220375e-10,2.7058919751138385e-10,2.227258863553255e-10,3.4574023586847916e-10,2.701495119577681e-10,2.2309237406691544e-10
62,3.460951948360497e-10,2.708051111636724e-10,2.233283616748623e-10,3.473802943823576e-10,2.730437552098105e-10,2.2348682312380123e-10
