dataset,eps_y_nm,n_x,n_y,n_z,n_m,ny_req_raw,seed,lumi_ee,lumi_fine,emitt_x,beta_x,beta_y,sigma_z,offset_y,particles,integration_method,n_t,cut_x,cut_y,cut_z,source_dir,filename,lumi_ee_m2,lumi_fine_m2,f_rep,n_b
frozen,20.0,512,128,64,50000,90.4,100805,1.3365686040000001e+34,1.3090647360000002e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_100805.ref,8.37449e+33,8.20216e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,105469,1.326612756e+34,1.301159748e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_105469.ref,8.31211e+33,8.15263e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,130471,1.300909176e+34,1.2765207000000001e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_130471.ref,8.15106e+33,7.99825e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,135135,1.340611272e+34,1.313338824e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_135135.ref,8.39982e+33,8.22894e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,143455,1.34451828e+34,1.316526036e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_143455.ref,8.4243e+33,8.24891e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,145992,1.349189772e+34,1.3203851640000002e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_145992.ref,8.45357e+33,8.27309e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,153768,1.314623604e+34,1.288246512e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_153768.ref,8.23699e+33,8.07172e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,159302,1.322426448e+34,1.296539328e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_159302.ref,8.28588e+33,8.12368e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,167029,1.331509284e+34,1.304094792e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167029.ref,8.34279e+33,8.17102e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,167815,1.311723672e+34,1.2861972480000001e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167815.ref,8.21882e+33,8.05888e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,286038,1.309998396e+34,1.284815112e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_286038.ref,8.20801e+33,8.05022e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,360177,1.334126724e+34,1.3053205200000001e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_360177.ref,8.35919e+33,8.1787e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,479728,1.3174644840000001e+34,1.29236898e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_479728.ref,8.25479e+33,8.09755e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,527875,1.3318604040000001e+34,1.304008608e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_527875.ref,8.34499e+33,8.17048e+33,120.0,133
frozen,20.0,512,128,64,50000,90.4,733579,1.3343246280000002e+34,1.3086864840000001e+34,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.020_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_733579.ref,8.36043e+33,8.19979e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,100805,8.996620080000001e+33,8.83925448e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_100805.ref,5.63698e+33,5.53838e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,105469,8.974882560000001e+33,8.821187760000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_105469.ref,5.62336e+33,5.52706e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,130471,8.931599039999999e+33,8.78424036e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_130471.ref,5.59624e+33,5.50391e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,135135,9.069605160000001e+33,8.908568760000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_135135.ref,5.68271e+33,5.58181e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,143455,9.02830068e+33,8.8698498e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_143455.ref,5.65683e+33,5.55755e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,145992,9.07782456e+33,8.91180864e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_145992.ref,5.68786e+33,5.58384e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,153768,8.96331156e+33,8.81148408e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_153768.ref,5.61611e+33,5.52098e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,159302,8.944383000000001e+33,8.79110316e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_159302.ref,5.60425e+33,5.50821e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,167029,8.971738440000001e+33,8.81668704e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167029.ref,5.62139e+33,5.52424e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,167815,8.969950920000001e+33,8.81727756e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167815.ref,5.62027e+33,5.52461e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,286038,8.8453512e+33,8.69502396e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_286038.ref,5.5422e+33,5.44801e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,360177,9.0003228e+33,8.835775200000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_360177.ref,5.6393e+33,5.5362e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,479728,8.973510000000001e+33,8.824635120000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_479728.ref,5.6225e+33,5.52922e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,527875,9.003035999999999e+33,8.839078920000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_527875.ref,5.641e+33,5.53827e+33,120.0,133
frozen,40.0,512,128,64,50000,90.4,733579,8.9784576e+33,8.827890960000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.04_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_733579.ref,5.6256e+33,5.53126e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,100805,7.112350560000001e+33,6.99565104e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_100805.ref,4.45636e+33,4.38324e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,105469,7.090006560000001e+33,6.97796736e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_105469.ref,4.44236e+33,4.37216e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,130471,7.06099128e+33,6.95386776e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_130471.ref,4.42418e+33,4.35706e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,135135,7.155267e+33,7.03848768e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_135135.ref,4.48325e+33,4.41008e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,143455,7.13933892e+33,7.025815440000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_143455.ref,4.47327e+33,4.40214e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,145992,7.15675128e+33,7.036380960000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_145992.ref,4.48418e+33,4.40876e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,153768,7.102120200000001e+33,6.9915972e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_153768.ref,4.44995e+33,4.3807e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,159302,7.067215680000001e+33,6.95426676e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_159302.ref,4.42808e+33,4.35731e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,167029,7.0978908e+33,6.9846546e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167029.ref,4.4473e+33,4.37635e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,167815,7.10189676e+33,6.997358760000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167815.ref,4.44981e+33,4.38431e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,286038,6.99651288e+33,6.8914482e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_286038.ref,4.38378e+33,4.31795e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,360177,7.112414400000001e+33,6.99919416e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_360177.ref,4.4564e+33,4.38546e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,479728,7.09975812e+33,6.992475e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_479728.ref,4.44847e+33,4.38125e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,527875,7.10604636e+33,6.98947452e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_527875.ref,4.45241e+33,4.37937e+33,120.0,133
frozen,60.0,512,128,64,50000,90.4,733579,7.088362680000001e+33,6.98189352e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.06_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_733579.ref,4.44133e+33,4.37462e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,100805,5.9960922e+33,5.904050880000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_100805.ref,3.75695e+33,3.69928e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,105469,5.98916556e+33,5.899023480000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_105469.ref,3.75261e+33,3.69613e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,130471,5.961251520000001e+33,5.875689960000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_130471.ref,3.73512e+33,3.68151e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,135135,6.035274e+33,5.939514e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_135135.ref,3.7815e+33,3.7215e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,143455,6.039008640000001e+33,5.94833988e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_143455.ref,3.78384e+33,3.72703e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,145992,6.036247560000001e+33,5.94229104e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_145992.ref,3.78211e+33,3.72324e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,153768,6.00424776e+33,5.91760092e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_153768.ref,3.76206e+33,3.70777e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,159302,5.96645448e+33,5.87928096e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_159302.ref,3.73838e+33,3.68376e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,167029,5.99898096e+33,5.91097752e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167029.ref,3.75876e+33,3.70362e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,167815,6.00739188e+33,5.922101640000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167815.ref,3.76403e+33,3.71059e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,286038,5.91602088e+33,5.83232664e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_286038.ref,3.70678e+33,3.65434e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,360177,6.0106956e+33,5.918654280000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_360177.ref,3.7661e+33,3.70843e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,479728,5.9986458e+33,5.91408972e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_479728.ref,3.75855e+33,3.70557e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,527875,5.99831064e+33,5.907290760000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_527875.ref,3.75834e+33,3.70131e+33,120.0,133
frozen,80.0,512,128,64,50000,90.4,733579,5.99157552e+33,5.90451372e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.08_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_733579.ref,3.75412e+33,3.69957e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,100805,5.24707344e+33,5.17115172e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_100805.ref,3.28764e+33,3.24007e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,105469,5.24994624e+33,5.1745831199999997e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_105469.ref,3.28944e+33,3.24222e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,130471,5.2269798e+33,5.1555588000000003e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_130471.ref,3.27505e+33,3.2303e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,135135,5.28253656e+33,5.20457196e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_135135.ref,3.30986e+33,3.26101e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,143455,5.301305520000001e+33,5.22495288e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_143455.ref,3.32162e+33,3.27378e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,145992,5.288154480000001e+33,5.209455720000001e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_145992.ref,3.31338e+33,3.26407e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,153768,5.26363992e+33,5.1920433600000007e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_153768.ref,3.29802e+33,3.25316e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,159302,5.23215084e+33,5.1610809600000003e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_159302.ref,3.27829e+33,3.23376e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,167029,5.264342160000001e+33,5.1913730400000006e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167029.ref,3.29846e+33,3.25274e+33,120.0,133
frozen,100.0,512,128,64,50000,90.4,167815,5.265858360000001e+33,5.195027879999999e+33,0.9,12.0,0.12,100.0,0.0,0.624,2,6,20.0,20.0,3.5,output_nm,512_128_64_50000_test_C3_250_particles_0.624_emittx_0.9_emitty_0.1_betax_12.0_betay_0.12_sigmaz_100_offsety_0_integration_method_2_nt6_seed_167815.ref,3.29941e+33,3.25503e+33,120.0,133
